NTA,GardenCounts,HasGarden,Gender_Female,Age_Over65,Unemployed,Race_Hisp,Race_White,Race_Black,Race_Asian,Race_Other,Income_under10,Income_10to14,Income_15to24,Income_25to34,Income_35to49,Income_50to74,Income_75to99,Income_100to149,Income_150to199,Income_200over,Edu_Other,Edu_Bachelor,Edu_GradProf,Crime_Felony_scaled,Crime_Misdemeanor_scaled,Crime_Violation_scaled,Crime_Total_scaled
East New York,36.0,1.0,0.54770879213959,0.09517406403523633,0.11284312053973745,0.2697992546162968,0.01712053193291547,0.6615915636117229,0.028650686091817718,0.022837963747247163,0.18855362814561447,0.07286831175177133,0.12371732225751282,0.10661495235768384,0.13697165892988028,0.14759956022477402,0.09583435133154164,0.08575616906914242,0.025134375763498657,0.016949670168580504,0.8524688810948353,0.10642321711024,0.0411079017949247,0.08468641220368256,0.03338664325700348,0.08211955495832908,0.05348141979614272
East New York (Pennsylvania Ave),13.0,1.0,0.5563215268108805,0.07715556762997929,0.15664946407304484,0.2347607566135769,0.01901721737358644,0.7278839949740211,0.006723944714232349,0.01161408632458315,0.25895426133545,0.07332076594900287,0.11806726857823195,0.09752951681714456,0.11786883619406688,0.14386347851969442,0.0791745212818732,0.07074114495485663,0.03343585673181863,0.007044349637860899,0.8909525979945305,0.07811075660893345,0.030936645396536008,0.11142563795151124,0.06008918798085461,0.17821300858528194,0.08597952107114329
East Williamsburg,7.0,1.0,0.5158538279838821,0.1263304154508823,0.07985414767547858,0.2976517993608448,0.4413505627344727,0.08684173961372793,0.1538974572738641,0.020258441017090453,0.09070408418942623,0.0712227511901779,0.12860185417188674,0.0829366073665748,0.10473565522425456,0.13499123026810322,0.11356802806314208,0.14056627411676273,0.0640190428464044,0.06865447256326736,0.5806733393994541,0.3036214740673339,0.11570518653321203,0.0032886586338941623,-0.04508030818987898,0.02289156419945282,-0.024507704080009705
Erasmus,3.0,1.0,0.5611856324402209,0.12635081820988714,0.10088895160152392,0.09753336306562832,0.04219698788980754,0.8224638924148341,0.01540361590449072,0.022402140725239286,0.11339898537749925,0.056102655923604895,0.10733114493186112,0.12384362876753208,0.15328757584800554,0.17238635233263702,0.12752412215259126,0.09370337212772306,0.03133393017009848,0.021088232368447233,0.7900854879065888,0.1423582151793161,0.06755629691409508,0.0970704840529677,0.019075805589298542,0.3100610344394535,0.06742235222126215
Flatbush,2.0,1.0,0.5372055994772349,0.10770066173966664,0.08504962891723675,0.18949315711485187,0.22419077245911292,0.4515936053307318,0.10242699235179883,0.03229547274350455,0.09516372533708158,0.05312613878910928,0.11525847259097298,0.11736685928471027,0.12772658649591334,0.1911083346348066,0.11734082981935552,0.10549742308292988,0.04044978916133063,0.036961840803789885,0.6652473160312165,0.20426084407153527,0.13049183989724833,-0.11761725321020475,-0.13468203929440092,-0.1115247333171253,-0.12778496892641547
Flatlands,1.0,1.0,0.5389164598842018,0.13331954783567687,0.09904076738609112,0.085456299972429,0.15795423214778054,0.6980011028398125,0.04146677695064792,0.017121588089330026,0.055996186018289776,0.03770641008971525,0.07016859532787241,0.07385255493433884,0.12603475924240454,0.17596324708533784,0.15433623716031725,0.1762232912928531,0.0741992805443592,0.05551943830451177,0.6900457147563939,0.19336106420658128,0.11659322103702485,-0.13172892076541587,-0.15882312283166256,-0.15062384318225544,-0.1500908545065307
Fort Greene,5.0,1.0,0.5499867934495509,0.12562731114632858,0.10244167774688746,0.2140121500264131,0.281959852086635,0.3705097728473323,0.09696909667194928,0.03654912836767036,0.10837201856891307,0.05914839122778934,0.0924443732991836,0.08267968624939971,0.10533055866816073,0.12726108532095404,0.12061789659036334,0.11789659036337442,0.07411557547622859,0.1121338242356331,0.5189669459534113,0.24555749930945586,0.2354755547371329,0.0628207491988007,0.10935206879439659,0.11744582201106306,0.09577937215899404
Georgetown-Marine Park-Bergen Beach-Mill Basin,0.0,0.0,0.5171364876971477,0.16115590557743192,0.07135636057287277,0.10663166447902994,0.6761255911827823,0.1265079067441715,0.07458799508302602,0.016146842510990272,0.03955206099594949,0.03526328329759352,0.06409340004765307,0.07952108649035025,0.10007147962830593,0.15254944007624496,0.1278294019537765,0.2077078865856564,0.09691446271146056,0.09649749821300928,0.6229722340360897,0.22212771128258094,0.15490005468132936,-0.17249836783057537,-0.16137860210744379,-0.24665503554128218,-0.1722716073782962
Gravesend,0.0,0.0,0.5404450607501321,0.18234944532488115,0.10848681834597328,0.14286185948230326,0.5036648177496038,0.07871104067617539,0.24874537770734284,0.026016904384574747,0.13591208791208792,0.08729670329670329,0.13714285714285715,0.10646153846153844,0.10795604395604397,0.14646153846153845,0.09626373626373626,0.10953846153846154,0.04087912087912088,0.03208791208791209,0.6907630522088354,0.18799905504370426,0.12123789274746045,-0.15256081388359594,-0.16490088986420673,-0.19328907218073055,-0.16379933005303626
Greenpoint,0.0,0.0,0.520584090432071,0.09714851128901683,0.05539499036608863,0.13013103055380648,0.754610056669965,0.022068303798986538,0.05846901142394531,0.03472159755329675,0.07782468964648058,0.02703383956140904,0.08878946373432478,0.061188480685613465,0.08853739996219043,0.16100573445081606,0.14846556178713213,0.18715735080975487,0.07442182872266684,0.08557565063961182,0.43738209258453054,0.3546655057321144,0.2079524016833551,-0.12502117304467336,-0.13248060864130753,-0.15370179458200237,-0.13223032532213833
Homecrest,0.0,0.0,0.5097942312876269,0.14246563033516038,0.08158660114331563,0.1000539131997484,0.7788884895318537,0.009592056788570402,0.08659807709587564,0.02486746338395184,0.08552166934189406,0.06125200642054575,0.1204494382022472,0.09296950240770466,0.12430176565008025,0.1607704654895666,0.11139646869983948,0.13714285714285715,0.05091492776886036,0.055280898876404486,0.6219317154578958,0.2332939294902997,0.14477435505180447,-0.17742750957842726,-0.18756127792165295,-0.26471199399291906,-0.1912219425655556
Kensington-Ocean Parkway,1.0,1.0,0.5047775772374987,0.106407261917401,0.06497398778556887,0.16073893194606645,0.4978235481473618,0.07118590083873022,0.22337827794882684,0.046873341119014755,0.08692794347218799,0.054555911593131216,0.12250431353216662,0.1003204338180922,0.10886533563388384,0.17040506121107551,0.13408922849396104,0.12981677758606525,0.05447374907567168,0.03804124558376469,0.5979619223349828,0.2350079677933406,0.1670301098716766,-0.20223086582730804,-0.21252587238564188,-0.21129882489948926,-0.20973910142833657
Madison,0.0,0.0,0.5101191366332686,0.174069089277703,0.0582010582010582,0.08651114101988934,0.6541797517571407,0.013633418074871641,0.2216489706395494,0.024026718508548924,0.08392833086353227,0.05375185235080157,0.09995958507342044,0.08305267412097535,0.11841573487808164,0.1657685571871211,0.1163276303381382,0.1544523777448471,0.058264852485517986,0.06607840495756433,0.5904597132970836,0.2479697761457524,0.16157051055716404,-0.17315040192005116,-0.20925691985353628,-0.27177941376960035,-0.20366676040087728
Midwood,0.0,0.0,0.5178634992599809,0.14901549356464394,0.09170175662455872,0.07267175000468366,0.7471570151938101,0.052719336043614284,0.11139629428405493,0.016055604473837047,0.12670481895491256,0.07354120981975718,0.11381505054286785,0.09247472856608012,0.11648927635449538,0.14200139059742206,0.09707439696207948,0.11210354602342623,0.05289618655399262,0.07289939562496657,0.5748632905373277,0.2455123632905373,0.17962434617213505,-0.20605174774754137,-0.21678782606696906,-0.2792996118513008,-0.21912648364690873
North Side-South Side,7.0,1.0,0.4966316951960243,0.06922510583471378,0.058566996429198624,0.3488312166390576,0.5258788882753543,0.029099944781888463,0.07047671636296705,0.025713233940732563,0.08506959453618053,0.05835566698366041,0.06838419642085243,0.07871531079795971,0.09764848275265844,0.12055848534624362,0.1116970692487248,0.1535834702169966,0.09475231261346936,0.1312354110832541,0.444148542683829,0.3599891502687774,0.1958623070473936,-0.034207889291594185,-0.08410769710110058,-0.11968175865317036,-0.07168684987987577
Ocean Hill,11.0,1.0,0.5457163850110213,0.10489346069066864,0.10226135681408843,0.20358559882439384,0.03850110213078619,0.7275826598089641,0.018750918442321823,0.011579720793534165,0.16665346534653466,0.091009900990099,0.1295049504950495,0.1078019801980198,0.13996039603960395,0.1756039603960396,0.08435643564356436,0.06257425742574257,0.02518811881188119,0.017346534653465348,0.8119629558907772,0.1388676723314875,0.04916937177773535,0.07210580926485045,0.019251670067891913,0.18755246178086948,0.049649326681759615
Ocean Parkway South,0.0,0.0,0.5051051616242412,0.1382863595727662,0.06356606777348192,0.08154142944525479,0.8255305133392933,0.010774949418905564,0.050910459699807085,0.031242648096739285,0.09982435597189697,0.043325526932084316,0.13173302107728338,0.0857728337236534,0.1131440281030445,0.1554449648711944,0.094115925058548,0.1213407494145199,0.06001170960187354,0.09528688524590163,0.605185669883854,0.22313103222640274,0.17168329788974318,-0.22260643698394236,-0.22278703773669442,-0.26050661739884484,-0.22638893389787365
Park Slope-Gowanus,11.0,1.0,0.518847876991378,0.09045627427890797,0.04718330598678951,0.16670050486593305,0.6691300875732596,0.04412501184336974,0.07007214304083594,0.04997225267660157,0.038430667480014134,0.023084085144636723,0.03242687899316146,0.03538061450540983,0.07297653064500594,0.11821363213150544,0.11946575914213245,0.1886859087552573,0.13205124088997336,0.2392846823129033,0.2434666474155357,0.35973144672249496,0.3968019058619694,-0.15964768471370178,-0.1707841094789827,-0.1603235076282249,-0.16687103571517703
park-cemetery-etc-Brooklyn,0.0,0.0,0.4106666666666667,0.013333333333333334,0.08709677419354839,0.22666666666666666,0.5786666666666667,0.06133333333333332,0.07466666666666667,0.058666666666666666,0.0,0.0,0.0,0.09696969696969696,0.03636363636363636,0.10909090909090907,0.2484848484848485,0.19393939393939394,0.13333333333333333,0.18181818181818185,0.36666666666666653,0.43666666666666665,0.19666666666666666,9.978568305133791,9.625854296433218,11.272947069756665,9.895328228012767
Prospect Heights,4.0,1.0,0.5133460205923974,0.1027180012687259,0.05596959308391713,0.1143317230273752,0.5058312594544478,0.24837749475430634,0.07295173961840629,0.0585077831454643,0.05647840531561463,0.03279391276390526,0.066230843425142,0.06355160218626085,0.08948665737863037,0.13021112420962386,0.10888436394812988,0.1902261279605616,0.10663380130746973,0.15550316150466187,0.32252073789773433,0.32741116751269034,0.3500680945895753,-0.12850123752978942,-0.15213586266130538,-0.167513873243407,-0.1464087712476018
Prospect Lefferts Gardens-Wingate,3.0,1.0,0.5524415033951818,0.14086760953245964,0.10420403587443948,0.10515692804521144,0.14686504332280897,0.7016709196545708,0.02182719893891556,0.024479910038493147,0.10831139526137644,0.06607747273411056,0.11474238435502067,0.12042121098157202,0.13779616397141786,0.17585558480631816,0.11041745016923656,0.09977435125987212,0.03824746145167356,0.02835652500940203,0.7270903010033445,0.16780936454849502,0.10510033444816054,-0.02686495134089195,-0.06430406753120145,0.0660357953212416,-0.04204762223483652
Rugby-Remsen Village,1.0,1.0,0.5636896570213222,0.1435899269003235,0.09633354732862544,0.07000768529606262,0.017604689817876357,0.8891887544458544,0.010866651176922664,0.012332219263283945,0.09696064736766052,0.060257213043687675,0.12870285631713307,0.1048119069408988,0.14257502047107554,0.18818939357449066,0.11868407109484128,0.10563074996387456,0.033187226048841584,0.021000915177496263,0.7866391148544375,0.14367921320394444,0.06968167194161806,-0.04554068913711534,-0.11143306798181274,0.0875744848556875,-0.074761929765995
Seagate-Coney Island,4.0,1.0,0.5526165043636486,0.19264076557603527,0.1751731213131572,0.2620210937763251,0.3105435185497186,0.2979074704316474,0.10540148936887153,0.024126427873437342,0.21819506420180312,0.1208450960750387,0.15144340224023314,0.09625717147800747,0.09989982697386393,0.1260358801566342,0.06483926782624533,0.07157818049357982,0.026044986795373832,0.02486112375922047,0.7679329157405537,0.15235401091129522,0.07971307334815114,0.02971358855511126,0.022281724223052173,0.18899098137714765,0.03839195455114408
Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.0,0.0,0.52455010332916,0.19149834824189585,0.09768543830872972,0.08762614454014753,0.6553482268112772,0.07151584631861584,0.17007828880877318,0.015431493521186248,0.09474005649286203,0.07034888159401481,0.10325215665317963,0.09870982517749446,0.10836705091991757,0.15306511947476906,0.11653561340560348,0.1485991297045576,0.05446980685548515,0.051912359722116184,0.5953627831515823,0.25034399194956153,0.1542932248988561,-0.15085262656638845,-0.17150139627033695,-0.17305673281395978,-0.16561409814645092
Starrett City,0.0,0.0,0.6069583467872134,0.2911688731030029,0.10393374741200828,0.17823700355182434,0.2227155311591863,0.5502098805295447,0.024701323861801745,0.024136260897642883,0.16604244694132336,0.1963171036204744,0.1420099875156055,0.09519350811485644,0.1527777777777778,0.15933208489388265,0.039950062421972535,0.034644194756554315,0.003745318352059925,0.009987515605493134,0.8109965635738832,0.11200601374570447,0.07699742268041238,-0.17972299486225127,-0.20591950917058863,-0.2472834945250939,-0.20166770613427368
Stuyvesant Heights,20.0,1.0,0.5380504965044307,0.11117543156551038,0.13155080213903744,0.17981030413679475,0.09665879978032092,0.6684626916625848,0.033590120378204275,0.021478084042095263,0.15714509927018755,0.08636113944910931,0.10225221690339796,0.10476339951345837,0.11947736011928115,0.1460409636663266,0.09601349760652908,0.11418033430118495,0.036019775563054225,0.03774621360747077,0.7298842841765342,0.17624237531395767,0.09387334050950844,0.01674846857208726,-0.04224424426570915,0.12303550306540388,-0.010333174159830828
Sunset Park East,0.0,0.0,0.4944885177453027,0.08090466249130132,0.08101595940697905,0.3187334725121781,0.12677800974251913,0.01454418928322895,0.5280167014613779,0.011927627000695893,0.08387291070621894,0.08688450534558048,0.1630778497214275,0.1198112734026,0.15881142398233195,0.16101992671786378,0.11127842192440897,0.0755910254479747,0.029764593685689907,0.00988806906590373,0.8503725654405291,0.1002168824754665,0.04941055208400438,-0.15862230165912067,-0.18303806799883257,-0.2373636147778842,-0.18035317394875217
Sunset Park West,0.0,0.0,0.4698224027049166,0.0886243616780243,0.08770444617520573,0.6360388308904265,0.1696672882862471,0.031667741429492656,0.14721926904508775,0.015406870348746014,0.09203772233496478,0.05926942819625164,0.13322191715411244,0.10546735108033904,0.13220723409335086,0.17172018622418528,0.09830488241613942,0.11991166288647488,0.03855795630894115,0.04930165930524054,0.7626764918066578,0.1431516025971349,0.09417190559620736,-0.0988611402065475,-0.08236173331134977,-0.0915034730414766,-0.08846326783217905
West Brighton,0.0,0.0,0.5592865304049766,0.35286276501206043,0.08870657607998975,0.02723117938301384,0.9477592992255937,0.011235241843341374,0.009457915450044431,0.004316364098006855,0.14166256763403834,0.10550909985243484,0.1249385145105755,0.06628135759960649,0.13194786030496802,0.15654205607476634,0.11042793900639447,0.10366453516969996,0.04008853910477128,0.01893753074274471,0.4905105193467706,0.2865234662351037,0.22296601441812566,0.04068273961000652,0.012747777163937487,0.0021306235990302385,0.020615118637532945
Williamsburg,1.0,1.0,0.4865993425533805,0.07572482009062102,0.044107965766951945,0.08138123019516096,0.8746113068972665,0.03666301418544733,0.0033760772351704325,0.003968371486954719,0.15971136500300662,0.17233914612146722,0.19747444377630788,0.13096812988574866,0.0920024052916416,0.1031870114251353,0.06289837642814193,0.03908598917618762,0.014431749849669271,0.027901383042693927,0.9185772444825371,0.047568030854938936,0.033854724662524115,-0.24720567215694858,-0.23887746297345885,-0.315941896334075,-0.2484145674170006
Windsor Terrace,1.0,1.0,0.5363805546729609,0.11760700830647725,0.04226116625310174,0.13077027824429213,0.6749580137079569,0.04788706822205074,0.11710771186056013,0.029276927965140028,0.057909140667761365,0.03119868637110016,0.059113300492610835,0.046305418719211816,0.07794198139025725,0.14187192118226602,0.13201970443349753,0.2174055829228243,0.08779419813902573,0.148440065681445,0.352717763526555,0.3321088350663097,0.3151734014071353,-0.23614303291759667,-0.242818903017905,-0.29653403397900624,-0.245762988116871
Battery Park City-Lower Manhattan,1.0,1.0,0.514310077180401,0.05979841266370772,0.03802750118539592,0.08658197957889674,0.6480967269388023,0.024050549883026868,0.21179788792443754,0.029472855674836568,0.06106731901784905,0.018392679170064333,0.034203134909848686,0.02206215457098849,0.0392316752740781,0.08593820784633506,0.09513454743136722,0.20041677992208026,0.1127117876234484,0.3308417142339404,0.15381443298969072,0.455699558173785,0.3904860088365243,-0.11578268100186973,-0.04125150427752839,-0.11777931447559492,-0.07090026228225116
Central Harlem North-Polo Grounds,16.0,1.0,0.5355645612073784,0.095933482392398,0.14507548199345216,0.2592696105831936,0.0904835103409726,0.5981227874045091,0.02032094279858394,0.03180314887274083,0.15922888792979428,0.09074953244137536,0.13244137534167744,0.11086174651129334,0.11704790677600345,0.15554596460940873,0.0870953819594303,0.08559919436052367,0.02681628542655733,0.034613724643936125,0.689008321775312,0.1832004160887656,0.12779126213592232,-0.07598165332071108,-0.025823887546552658,0.018172339980878114,-0.03790247998457523
Central Harlem South,11.0,1.0,0.5284160095817946,0.08877133446451743,0.07403019300592395,0.19642678910070865,0.1991017067571614,0.5234254915660246,0.05232059087733307,0.028725421698772333,0.14288643937451934,0.07633940015380672,0.07372468597795437,0.07331453473468341,0.10797231479107923,0.14944885926685464,0.09146372724942324,0.12401948218405535,0.07234042553191489,0.08849013073570879,0.5582386363636364,0.2288068181818182,0.21295454545454545,-0.005808198725336817,0.06426200047690024,0.075859893103617,0.04352678315267246
Chinatown,5.0,1.0,0.4771036571784935,0.16974030023609069,0.08240299953658843,0.1470889571918571,0.17744665686667555,0.0549467682302107,0.5865740122054435,0.033943605505813185,0.14105876532351164,0.11049420042878348,0.13831015337254687,0.08317299763619372,0.09807047441042274,0.1345170688802155,0.0962014182837667,0.092903083942609,0.037216205816062886,0.06805563190588752,0.6576091552273304,0.2395072864109141,0.1028835583617555,-0.028739946820147043,-0.0030136591427270387,-0.0899177812533346,-0.018204568958725697
Clinton,5.0,1.0,0.4479714627593525,0.11342650080148105,0.05894801410826561,0.1938906825006209,0.56214300228027,0.056668096538956485,0.15844490100015804,0.02885331767999458,0.07267090139140955,0.03799909255898366,0.06987295825771325,0.09063067150635208,0.0749395039322444,0.12254234724742892,0.11445099818511795,0.1587265577737447,0.09081972171808833,0.16734724742891713,0.2885089505841998,0.42877050058955946,0.2827205488262408,0.1304369589606386,0.1270906175480042,0.14732834312685014,0.13011548762298433
East Harlem North,24.0,1.0,0.5413969949697695,0.11520374891448608,0.09488682688201264,0.4784453802166112,0.08497321033573102,0.3583916370369157,0.05467713129393259,0.023512641116809493,0.2105131100238364,0.12139840254255008,0.13979843599715636,0.10722201313093296,0.11868021578221052,0.12880023418224396,0.06348011541839167,0.05787646886630704,0.03052732823150588,0.021703675824865137,0.7382421845479508,0.15930674862080255,0.10245106683124668,0.04888440680454109,0.2105236610404714,0.1828057754219373,0.1583561879501556
East Harlem South,16.0,1.0,0.5418471987553741,0.128611338809241,0.11260302197802198,0.4328253341586229,0.21744149087441655,0.2292855111497733,0.0979139133780551,0.02253375043913211,0.16020285156087624,0.10828449100054037,0.12707320114727522,0.09261337656399384,0.10117637278131106,0.13339152845325686,0.09473334164692188,0.08442449183189922,0.028723448476534894,0.06937689653739036,0.6037292685265075,0.22965199884958296,0.1666187326239095,-0.09670115761247952,-0.04602452891284903,-0.06437868067967137,-0.06345280518447949
East Village,13.0,1.0,0.4923295058342244,0.0941843707870392,0.054536544385326235,0.10859560225001162,0.6791409046534331,0.05043931012040352,0.13846404165310772,0.023360141323044026,0.10947566213314244,0.034940944881889764,0.08773264137437366,0.07605583392984967,0.07874015748031496,0.11815497494631352,0.11560486757337153,0.15730136005726558,0.08522727272727272,0.13676628489620615,0.2942361704725852,0.437629747221883,0.2681340823055318,-0.016498384016847834,-0.06129932434636777,-0.18301428391302282,-0.05751063284143405
Gramercy,0.0,0.0,0.551387793157857,0.1115613569533099,0.059091369017504815,0.07498386287025748,0.7101771498242846,0.03937459657175644,0.1435128738435057,0.03195151689019579,0.0467283122750053,0.021105385755629282,0.053081103974024144,0.037269711300910564,0.03903437566174914,0.1111738547328298,0.123032399237665,0.1868426625255876,0.11646784781534553,0.2652643467212536,0.1876734615752704,0.452866302995502,0.3594602354292277,-0.023374745455220596,-0.06764711512331806,-0.14897708742868399,-0.060710958117623844
Hamilton Heights,11.0,1.0,0.4924773367867754,0.10373657347451816,0.09523041697571673,0.4580825778928925,0.1668126761636322,0.29565018663822656,0.035480307762626645,0.04397425154262207,0.13601373140538853,0.05659003432851348,0.1001248309580776,0.12670342244876728,0.11312805575782794,0.18599812753562886,0.1075626755435348,0.0922188702798294,0.048944138146260266,0.03271611359617185,0.6636530922473798,0.19060191481985225,0.14574499293276796,-0.0714725538873876,-0.007983456851585349,0.08549297992390269,-0.020097589420567635
Hudson Yards-Chelsea-Flat Iron-Union Square,0.0,0.0,0.4798264361116508,0.11547179586814325,0.05071441825941733,0.14037950909915162,0.6314487403665565,0.05736675085810505,0.14379897675021047,0.027006022925976297,0.06941411072072927,0.03511062577153167,0.05538410407368721,0.044202829740765365,0.0735447725762036,0.10433482100465293,0.08325420188016333,0.15969518564238913,0.09965815212230557,0.27540119646757194,0.25579287202404616,0.39827287329633104,0.34593425467962274,-0.30564192483472075,-0.29977640214151896,-0.441607564215502,-0.31403304794054054
Lenox Hill-Roosevelt Island,1.0,1.0,0.5562759746986631,0.1662868216109493,0.03572530269144752,0.09033406052333304,0.7199059121765731,0.03896357143727682,0.11955978598676432,0.0312366698760527,0.05045077861761224,0.028936344595209912,0.04475912940533649,0.0502003460522721,0.06754849285128857,0.13211456151534468,0.10429378016574084,0.15479009197705124,0.0935934796466624,0.27331299517348145,0.21688917143462602,0.3814064723155632,0.4017043562498108,-0.22920309244081088,-0.23451600050426255,-0.3471263415382239,-0.2427178991136818
Lincoln Square,0.0,0.0,0.5412541254125413,0.1800438927141445,0.049967465567725834,0.1006851954230956,0.7200750531905983,0.03439379470942018,0.11946524601698748,0.025380710659898477,0.05698974123411424,0.020854386770785483,0.0622875516766192,0.0418312662685653,0.048200888072270714,0.1077017302097688,0.08559179298729137,0.14741999693768182,0.12503445107946715,0.3040881947634359,0.1951907715927716,0.3123301313305255,0.4924790970767029,-0.1631768609058511,-0.13240214237801845,-0.17434158199123137,-0.14578129380682217
Lower East Side,26.0,1.0,0.5470881589251123,0.17946392998942148,0.09022192658886134,0.3957328717251233,0.2197584799901084,0.1100028850513127,0.24167113162703155,0.032834631606424046,0.16857196401799102,0.1315592203898051,0.14064842578710646,0.09495252373813093,0.09788855572213892,0.12153298350824587,0.05244252873563218,0.097263868065967,0.034920039980010004,0.06021989005497251,0.6562307720149119,0.2335770386188425,0.1101921893662456,-0.12096682565036405,-0.08257653981964833,-0.005877706103258723,-0.08843094939981667
Manhattanville,0.0,0.0,0.5452125411983436,0.11028479675483817,0.0867786207484443,0.5654102932476971,0.09959435477055692,0.2719090678610665,0.03988844756190315,0.023197836558776306,0.2125955587914088,0.11940298507462685,0.09112971726732193,0.12365004247057396,0.1564130566678801,0.10374954495813617,0.08057274602596773,0.06673947336488291,0.032398980706224975,0.01334789467297658,0.7003379886486831,0.16593329507046745,0.13372871628084942,-0.025438136904246827,0.058222848402510116,0.10261888733709908,0.03593754738165515
Marble Hill-Inwood,2.0,1.0,0.5215352783736071,0.11748068563618763,0.12266845315750502,0.7344013970881342,0.15882386439133653,0.07509348721550464,0.016438564188227256,0.01524268711679733,0.11554809256441202,0.07325392244319673,0.16120060870021513,0.10814923650102323,0.1106679960119641,0.1437267145930629,0.13732486750275488,0.09193472214934144,0.029962743348900662,0.028231096185128826,0.7078714122975188,0.17026478841932705,0.12186379928315412,-0.15615925050695859,-0.16619879516806577,-0.24617524006676889,-0.17006896857466894
Midtown-Midtown South,0.0,0.0,0.516162669447341,0.1507676818525044,0.052083333333333336,0.08295278846499586,0.6236381287979577,0.041278630757613885,0.21678472546833988,0.03534572651109274,0.09402205455600696,0.046624105242793576,0.05855420132843232,0.0375314374153608,0.06571225897981557,0.07454697878377507,0.0713871154962275,0.1485135745147353,0.0986006319726575,0.3045076417101954,0.2171389396709324,0.3786563071297989,0.4042047531992688,1.546449336436802,1.2317838664215486,0.8836711216213509,1.3042580070581402
Morningside Heights,3.0,1.0,0.5534101699964623,0.12622190775876516,0.06816491778897794,0.2197665108831251,0.4836985867763979,0.11106559666337723,0.14942186307185282,0.03604744260524699,0.16382835550494332,0.061028003519850924,0.08975619856100213,0.0695688182618148,0.05388477664475387,0.1186396811429163,0.1002122263057094,0.11636213054505927,0.07350276929447694,0.15321704021947305,0.3435900523875474,0.2703077015716264,0.38610224604082616,-0.1452288986819804,-0.14439127859076156,-0.17444469851706876,-0.14748544174508504
Murray Hill-Kips Bay,0.0,0.0,0.5371541005567882,0.14800937748566165,0.03949817108387345,0.11989785238832837,0.6128856700297233,0.04178004772470381,0.1914221124461004,0.034014317411144135,0.06377834913081852,0.04029318085882037,0.04731570666564335,0.043862005449173035,0.07889788556736636,0.14033539276257725,0.10326566637246247,0.16865574273763384,0.11193829387159906,0.2016577765839057,0.26162987672982196,0.4226368872325454,0.3157332360376326,-0.13298119341162176,-0.1734220228673305,-0.23834325232920664,-0.16658954003373783
SoHo-TriBeCa-Civic Center-Little Italy,0.0,0.0,0.5028036948277066,0.11549826659531401,0.04206378986866792,0.06605551548430627,0.6526443146653017,0.023802322064263942,0.21594266967588824,0.041555178110239885,0.05964467005076143,0.028121827411167512,0.06426395939086295,0.03720812182741117,0.06208121827411168,0.09736040609137056,0.07644670050761421,0.13903553299492385,0.08060913705583758,0.3552284263959391,0.253831891223733,0.41795426452410384,0.3282138442521632,0.15765130083149487,0.22490075061295894,0.05521106646511008,0.1905024763912816
Stuyvesant Town-Cooper Village,0.0,0.0,0.6006895909048551,0.1729568539744665,0.02625090645395214,0.08284409654272668,0.7396328394371448,0.033920417482061316,0.11443481502189914,0.02916783151616811,0.07242366412213741,0.041125954198473286,0.027099236641221373,0.0375,0.08158396946564886,0.095706106870229,0.16269083969465647,0.20963740458015268,0.10238549618320612,0.1698473282442748,0.1830518882407123,0.3904206324838809,0.4265274792754068,-0.27666992965490894,-0.2820901814238771,-0.4054866118257278,-0.2912648700055186
Turtle Bay-East Midtown,0.0,0.0,0.540078181671637,0.22940678649149676,0.029974341031024025,0.06462077859272991,0.7439147255581526,0.018477472394615942,0.15249455952285002,0.020492463931651488,0.04428960711945086,0.01690179710944776,0.04811838156669311,0.029836845917698595,0.0685385119519851,0.11210375633817392,0.10610189369114552,0.17005277499913765,0.10948225311303507,0.2945741781932324,0.18479971807823328,0.4299306942323505,0.38526958768941616,-0.10119216898295587,-0.14149620963292794,-0.214969285274009,-0.13533229999507718
Upper East Side-Carnegie Hill,0.0,0.0,0.5594012936698923,0.27827556192719266,0.033711093375897845,0.07048623555714846,0.8363627054426297,0.010274264843923336,0.061406652671820876,0.021470141484477668,0.04266306231371734,0.01098634504748042,0.0333056075414154,0.037152561170028416,0.04096485755874402,0.08834130449850974,0.09953559298537464,0.13550980799889098,0.09970887918486172,0.41183198170097735,0.15501703246949247,0.36865594411625197,0.4763270234142555,-0.06794231778467207,-0.12134076027631124,-0.2781965024027498,-0.1179151630885713
Upper West Side,4.0,1.0,0.5501458748386423,0.18933882509196456,0.054457058366538864,0.16390213327960962,0.6579664077481551,0.0720420238921347,0.07914549429558496,0.026943940784515633,0.07014739021864913,0.04089774042268104,0.0606918813569645,0.05374870576770814,0.06347828735002131,0.118688714294415,0.09492051891101773,0.14813630549972592,0.09886412083561727,0.2504263353432,0.26626947754353797,0.3235002525299762,0.4102302699264857,-0.16412016748844704,-0.15075081075686922,-0.14761479454556886,-0.1550333668697076
Washington Heights North,4.0,1.0,0.5101396841804605,0.13712715748813298,0.10565371878852337,0.643472110768059,0.2594970281408539,0.052935816003155466,0.027583205255498282,0.016511839832433386,0.10948622717424944,0.05365985762921696,0.12515475085112968,0.08886567626121944,0.1337821108016094,0.16778861033735684,0.12209842154131847,0.11285205818632002,0.04418136799752399,0.04213091922005571,0.6144865109952392,0.22141615657825134,0.16409733242650948,-0.1665140446972718,-0.18627084836187818,-0.23331695099214483,-0.18444684197681047
