NTA,GardenCounts,HasGarden,Gender_Female,Age_Over65,Unemployed,Race_Hisp,Race_White,Race_Black,Race_Asian,Race_Other,Income_under10,Income_10to14,Income_15to24,Income_25to34,Income_35to49,Income_50to74,Income_75to99,Income_100to149,Income_150to199,Income_200over,Edu_Other,Edu_Bachelor,Edu_GradProf,Crime_Felony_scaled,Crime_Misdemeanor_scaled,Crime_Violation_scaled,Crime_Total_scaled
Bushwick South,16.0,1.0,0.5101129288161806,0.09992933615988693,0.12782640858093947,0.5490713704785142,0.14510086263216138,0.2561897524099036,0.034118635254589816,0.015519379224831006,0.1640386959171237,0.08565661182205972,0.12138177940280315,0.08679920780012187,0.12370505789152955,0.16289609993906154,0.09773004265691652,0.10496648385131016,0.02909811090798294,0.0237279098110908,0.7587384165176394,0.18251097382539425,0.05875060965696635,0.002824120728057517,-0.06542787698919726,-0.0006066768543971678,-0.03896512447517752
Canarsie,1.0,1.0,0.560152545633551,0.11686489300304413,0.084698813151222,0.061866986544750875,0.045808955831928205,0.8474317335656976,0.028392952120135345,0.016499371937487975,0.0805523590333717,0.045367367576803715,0.0849809952226523,0.08086619939324198,0.12166544617637827,0.1680789482860829,0.15071311503992746,0.16138368727551694,0.06642954283920913,0.03996233915681557,0.7404587918143131,0.1710042216985131,0.08853698648717384,-0.11663180697615474,-0.15064283522500482,-0.046830615710742776,-0.1318544886402976
Carroll Gardens-Columbia Street-Red Hook,6.0,1.0,0.527753573699456,0.10686950992628877,0.08187251795098079,0.18927065916209407,0.6071167840237384,0.10908320184631326,0.053246355650801866,0.041282999317052496,0.1097675445861631,0.038374468555021815,0.05902490199326376,0.04731930870741538,0.06272431119209321,0.11771851361051296,0.097068080172271,0.1499641102092651,0.11059577052619957,0.20744299044779416,0.374585635359116,0.31485398579321233,0.3105603788476717,-0.10986231857701609,-0.10506857666609266,-0.12419982750369367,-0.10839924434802954
Clinton Hill,6.0,1.0,0.5307204760056914,0.09838313284180572,0.07928511980375838,0.110128055878929,0.40119001422843104,0.381891087828224,0.06348467209934032,0.04330616996507567,0.08596568968791543,0.048996644932582135,0.06868392732797368,0.06659492308666203,0.09096663923529784,0.15028169905678293,0.14065961891498385,0.1678166740520352,0.09020700132936632,0.08982718237640057,0.4324223137401722,0.3281168101834519,0.2394608760763759,-0.0592407989037347,-0.12192488175947243,-0.15309634746668516,-0.10524813568491156
Crown Heights North,19.0,1.0,0.5500868071760598,0.10677282655366176,0.09333973743195643,0.12308884201093954,0.15730767076745011,0.65915582354808,0.0304478503556294,0.02999981331790095,0.15119964831910415,0.07727724948520395,0.12343536706693505,0.10034473982554776,0.1224867541241526,0.161194789569885,0.09414405034589668,0.10712385183128573,0.034520256356863566,0.02827329307512552,0.6839262330859887,0.1959706460061109,0.12010312090790047,0.03333373049165532,-0.0166587778243433,0.11734620977169694,0.009931745437695028
Crown Heights South,0.0,0.0,0.5299556741814022,0.11338830370335065,0.12589611951343602,0.08183594680901768,0.28154044135169914,0.6002812068061579,0.012725799532910729,0.02361660550021448,0.08182486139870418,0.07775031728007481,0.12156836550664618,0.10333311068064924,0.15556743036537304,0.18936610780842966,0.11876294168726205,0.10353349809631957,0.025515997595351014,0.022777369581190303,0.6847294264797852,0.18868410403561048,0.12658646948460436,-0.10024426510283654,-0.11170190657305856,-0.03678865857385674,-0.10223157015676179
Cypress Hills-City Line,0.0,0.0,0.5194380253174912,0.07587067220188552,0.07880434782608696,0.6157590134767582,0.031861592261600444,0.2455673940162376,0.0803288410805947,0.0264831591648091,0.14153541916802034,0.046048449749276084,0.11095416342962074,0.09979518327565506,0.1454905007415778,0.20425171269157427,0.10318525319584716,0.1014902182357511,0.029239353061656894,0.01800974645102055,0.8716408997412248,0.09030588547541636,0.03805321478335877,-0.07918051210421664,-0.12911301780767723,-0.20547154368168233,-0.1201539344427993
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,5.0,1.0,0.5187359450822583,0.08966741626227956,0.08790642347343379,0.20572848857853,0.4484317670730264,0.19476861167002013,0.11087702686708488,0.04019410581133863,0.08615297128234291,0.04970145009951663,0.07989764003411999,0.04839351720216093,0.06391811202729597,0.1001421666192778,0.09183963605345463,0.16286607904464032,0.1046914984361672,0.2123969292010236,0.4010782860926317,0.3191033199861273,0.27981839392124097,0.10121035037326286,0.17286492448637228,0.2834084497989797,0.16005741195952733
Dyker Heights,0.0,0.0,0.5140702312705713,0.1478518647688384,0.08426891502107832,0.11221309152734486,0.4667916385116725,0.008021448656189376,0.4026200492621575,0.010353772042635745,0.07151002884550882,0.053666062923458775,0.12792647749379485,0.08787817803716375,0.10867377742000403,0.18011672368685852,0.10914335547058428,0.14442879184275845,0.055879788019051455,0.060776816260817074,0.7321889479740026,0.1684858662188637,0.09932518580713376,-0.22925621888192318,-0.22699822170250245,-0.26492008423266333,-0.23138759480785218
East Flatbush-Farragut,3.0,1.0,0.5704679181843654,0.15462781357990102,0.08171148964350097,0.06524703465022882,0.016605958718595312,0.8838516858130195,0.016755393667694032,0.017539927150462313,0.07286053028669973,0.054699288639793064,0.0902672989868506,0.11090752317309767,0.1423259323129985,0.19476180211252425,0.14372709635697348,0.13424229359775813,0.032819573183875836,0.023388661349428755,0.760146804835924,0.15579123488773747,0.08406196027633851,-0.06992242325124311,-0.12936716588041355,-0.0338596414091786,-0.10327981778292279
