,GeoType,NTA,GeoID,Borough,Pop_1E,MaleEN,FemEN,PopUnd18N,PopOv65N,HispN,NotHispN,WhiteN,BlackN,NativeN,AsianN,PacificN,OtherRace1N,OtherRace2N,HHPop,HHINC_U10N,HHINC_10t14N,HHINC_15t24N,HHINC_25t34N,HHINC_35t49N,HHINC_50t74N,HHINC_75t99N,HHINC_100t149N,HHINC_150t199N,HHINC_200plN,Pop16yrsOver,Labor_forceN,CivilianLF,CLF_UnemployedN,PopOver25,EduOtherN,EduBachelor,EduGradProf,GardenCounts,HasGarden,GardenNorm
55,NTA2010,Clinton,MN15,Manhattan,44293,0.552028537,0.447971463,0.058496828,0.113426501,0.193890683,0.806109317,0.562143002,0.056668097,0.001806154,0.158444901,0.000270923,0.008127695,0.018648545,26448,0.072670901,0.037999093,0.069872958,0.090630672,0.074939504,0.122542347,0.114450998,0.158726558,0.090819722,0.167347247,41934,0.777531359,32605,0.058948014,37316,0.288508951,0.428770501,0.282720549,5,1,0.009541985
56,NTA2010,East Harlem North,MN34,Manhattan,61031,0.458603005,0.541396995,0.238747522,0.115203749,0.47844538,0.52155462,0.08497321,0.358391637,0.000344087,0.054677131,0.000262162,0.008323639,0.014582753,23913,0.21051311,0.121398403,0.139798436,0.107222013,0.118680216,0.128800234,0.063480115,0.057876469,0.030527328,0.021703676,48298,0.533645286,25757,0.094886827,39697,0.738242185,0.159306749,0.102451067,24,1,0.045801527
57,NTA2010,East Harlem South,MN33,Manhattan,59777,0.458152801,0.541847199,0.186426217,0.128611339,0.432825334,0.567174666,0.217441491,0.229285511,0,0.097913913,0.001204477,0.006373689,0.014955585,24057,0.160202852,0.108284491,0.127073201,0.092613377,0.101176373,0.133391528,0.094733342,0.084424492,0.028723448,0.069376897,49982,0.582809812,29120,0.112603022,41724,0.603729269,0.229651999,0.166618733,16,1,0.030534351
58,NTA2010,East Village,MN22,Manhattan,43022,0.507670494,0.492329506,0.05120636,0.094184371,0.108595602,0.891404398,0.679140905,0.05043931,0.001092464,0.138464042,0.000860025,0.00106922,0.020338432,22352,0.109475662,0.034940945,0.087732641,0.076055834,0.078740157,0.118154975,0.115604868,0.15730136,0.085227273,0.136766285,41068,0.695626765,28568,0.054536544,32756,0.29423617,0.437629747,0.268134082,13,1,0.02480916
59,NTA2010,Gramercy,MN21,Manhattan,27886,0.448612207,0.551387793,0.060747328,0.111561357,0.074983863,0.925016137,0.71017715,0.039374597,0.00623969,0.143512874,0,0.00247436,0.023237467,14167,0.046728312,0.021105386,0.053081104,0.037269711,0.039034376,0.111173855,0.123032399,0.186842663,0.116467848,0.265264347,26343,0.752268155,19766,0.059091369,20898,0.187673462,0.452866303,0.359460235,0,0,0
60,NTA2010,Hamilton Heights,MN04,Manhattan,52508,0.507522663,0.492477337,0.175516112,0.103736573,0.458082578,0.541917422,0.166812676,0.295650187,0.000990325,0.035480308,0,0.002190142,0.040793784,19226,0.136013731,0.056590034,0.100124831,0.126703422,0.113128056,0.185998128,0.107562676,0.09221887,0.048944138,0.032716114,44399,0.698416631,31009,0.095230417,37497,0.663653092,0.190601915,0.145744993,11,1,0.020992366
61,NTA2010,Hudson Yards-Chelsea-Flat Iron-Union Square,MN13,Manhattan,77205,0.520173564,0.479826436,0.103982903,0.115471796,0.140379509,0.859620491,0.63144874,0.057366751,0.000660579,0.143798977,0,0.004520433,0.021825011,42124,0.069414111,0.035110626,0.055384104,0.04420283,0.073544773,0.104334821,0.083254202,0.159695186,0.099658152,0.275401196,69699,0.773181825,53890,0.050714418,62879,0.255792872,0.398272873,0.345934255,0,0,0
62,NTA2010,Lenox Hill-Roosevelt Island,MN31,Manhattan,82051,0.443724025,0.556275975,0.145958002,0.166286822,0.090334061,0.909665939,0.719905912,0.038963571,0.004021889,0.119559786,0.000938441,0.000499689,0.025776651,43924,0.050450779,0.028936345,0.044759129,0.050200346,0.067548493,0.132114562,0.10429378,0.154790092,0.09359348,0.273312995,71047,0.730333441,51868,0.035725303,66066,0.216889171,0.381406472,0.401704356,1,1,0.001908397
63,NTA2010,Lincoln Square,MN14,Manhattan,59691,0.458745875,0.541254125,0.137357391,0.180043893,0.100685195,0.899314805,0.720075053,0.034393795,0.000720377,0.119465246,8.38E-05,0.003853177,0.020723392,32655,0.056989741,0.020854387,0.062287552,0.041831266,0.048200888,0.10770173,0.085591793,0.147419997,0.125034451,0.304088195,51778,0.712348874,36884,0.049967466,48199,0.195190772,0.312330131,0.492479097,0,0,0
64,NTA2010,Lower East Side,MN28,Manhattan,72789,0.452911841,0.547088159,0.1542266,0.17946393,0.395732872,0.604267128,0.21975848,0.110002885,0.002665238,0.241671132,0.000563272,0.010633475,0.018972647,32016,0.168571964,0.13155922,0.140648426,0.094952524,0.097888556,0.121532984,0.052442529,0.097263868,0.03492004,0.06021989,63080,0.525681674,33074,0.090221927,55258,0.656230772,0.233577039,0.110192189,26,1,0.049618321
65,NTA2010,Manhattanville,MN06,Manhattan,23666,0.454787459,0.545212541,0.182033297,0.110284797,0.565410293,0.434589707,0.099594355,0.271909068,0,0.039888448,0.000591566,0.000464802,0.022141469,8241,0.212595559,0.119402985,0.091129717,0.123650042,0.156413057,0.103749545,0.080572746,0.066739473,0.032398981,0.013347895,20103,0.583544745,11731,0.086778621,15681,0.700337989,0.165933295,0.133728716,0,0,0
66,NTA2010,Marble Hill-Inwood,MN01,Manhattan,52681,0.478464722,0.521535278,0.212410546,0.117480686,0.734401397,0.265598603,0.158823864,0.075093487,1.90E-05,0.016438564,0.000550483,0.002296843,0.012376379,19057,0.115548093,0.073253922,0.161200609,0.108149237,0.110667996,0.143726715,0.137324868,0.091934722,0.029962743,0.028231096,43004,0.660659474,28361,0.122668453,35991,0.707871412,0.170264788,0.121863799,2,1,0.003816794
67,NTA2010,Midtown-Midtown South,MN17,Manhattan,27811,0.483837331,0.516162669,0.070691453,0.150767682,0.082952788,0.917047212,0.623638129,0.041278631,0.002696775,0.216784725,0.000934882,0.007515012,0.024199058,15507,0.094022055,0.046624105,0.058554201,0.037531437,0.065712259,0.074546979,0.071387115,0.148513575,0.098600632,0.304507642,26120,0.691194487,18048,0.052083333,21880,0.21713894,0.378656307,0.404204753,0,0,0
68,NTA2010,Morningside Heights,MN09,Manhattan,53707,0.44658983,0.55341017,0.128437634,0.126221908,0.219766511,0.780233489,0.483698587,0.111065597,0.001787476,0.149421863,0.000502728,0.011246206,0.022511032,19319,0.163828356,0.061028004,0.089756199,0.069568818,0.053884777,0.118639681,0.100212226,0.116362131,0.073502769,0.15321704,47336,0.511788068,24206,0.068164918,33214,0.343590052,0.270307702,0.386102246,3,1,0.005725191
69,NTA2010,Murray Hill-Kips Bay,MN20,Manhattan,47774,0.462845899,0.537154101,0.095909909,0.148009377,0.119897852,0.880102148,0.61288567,0.041780048,0.000481433,0.191422112,0,0.003893331,0.029639553,26059,0.063778349,0.040293181,0.047315707,0.043862005,0.078897886,0.140335393,0.103265666,0.168655743,0.111938294,0.201657777,43655,0.713915932,31166,0.039498171,38371,0.261629877,0.422636887,0.315733236,0,0,0
70,NTA2010,park-cemetery-etc-Manhattan,MN99,Manhattan,1765,0.877620397,0.122379603,0.003399433,0.094050992,0.202832861,0.797167139,0.218696884,0.511614731,0.007932011,0.028895184,0.017563739,0.005665722,0.006798867,0,,,,,,,,,,,1759,0.18590108,327,0.4617737,1677,0.938580799,0.042337507,0.019081694,2,1,0.003816794
71,NTA2010,SoHo-TriBeCa-Civic Center-Little Italy,MN24,Manhattan,42979,0.497196305,0.502803695,0.153144559,0.115498267,0.066055515,0.933944485,0.652644315,0.023802322,0.001000489,0.21594267,0,0.002908397,0.037646292,19700,0.05964467,0.028121827,0.064263959,0.037208122,0.062081218,0.097360406,0.076446701,0.139035533,0.080609137,0.355228426,36989,0.720484468,26650,0.04206379,32360,0.253831891,0.417954265,0.328213844,0,0,0
72,NTA2010,Stuyvesant Town-Cooper Village,MN50,Manhattan,21462,0.399310409,0.600689591,0.103438636,0.172956854,0.082844097,0.917155903,0.739632839,0.033920417,0,0.114434815,0,0.003075203,0.026092629,10480,0.072423664,0.041125954,0.027099237,0.0375,0.081583969,0.095706107,0.16269084,0.209637405,0.102385496,0.169847328,19278,0.716205001,13790,0.026250906,16285,0.183051888,0.390420632,0.426527479,0,0,0
73,NTA2010,Turtle Bay-East Midtown,MN19,Manhattan,49628,0.459921818,0.540078182,0.084609495,0.229406786,0.064620779,0.935379221,0.743914726,0.018477472,0.000906746,0.15249456,0.000120899,0.002679939,0.01678488,28991,0.044289607,0.016901797,0.048118382,0.029836846,0.068538512,0.112103756,0.106101894,0.170052775,0.109482253,0.294574178,45690,0.751214708,34296,0.029974341,42565,0.184799718,0.429930694,0.385269588,0,0,0
74,NTA2010,Upper East Side-Carnegie Hill,MN40,Manhattan,58593,0.440598706,0.559401294,0.170958988,0.278275562,0.070486236,0.929513764,0.836362705,0.010274265,0.00022187,0.061406653,0,0.002525899,0.018722373,28854,0.042663062,0.010986345,0.033305608,0.037152561,0.040964858,0.088341304,0.099535593,0.135509808,0.099708879,0.411831982,49438,0.63362191,31325,0.033711093,46382,0.155017032,0.368655944,0.476327023,0,0,0
75,NTA2010,Upper West Side,MN12,Manhattan,134019,0.449854125,0.550145875,0.158484991,0.189338825,0.163902133,0.836097867,0.657966408,0.072042024,0.000537237,0.079145494,0,0.003201039,0.023205665,65676,0.07014739,0.04089774,0.060691881,0.053748706,0.063478287,0.118688714,0.094920519,0.148136305,0.098864121,0.250426335,114942,0.694315394,79806,0.054457058,106918,0.266269478,0.323500253,0.41023027,4,1,0.007633588
76,NTA2010,Washington Heights North,MN35,Manhattan,73523,0.489860316,0.510139684,0.170613277,0.137127157,0.643472111,0.356527889,0.259497028,0.052935816,0.000299226,0.027583205,0,0.00217619,0.014036424,25848,0.109486227,0.053659858,0.125154751,0.088865676,0.133782111,0.16778861,0.122098422,0.112852058,0.044181368,0.042130919,62317,0.664008216,41371,0.105653719,52932,0.614486511,0.221416157,0.164097332,4,1,0.007633588
77,NTA2010,Washington Heights South,MN36,Manhattan,92476,0.49886457,0.50113543,0.164539989,0.119977075,0.728675548,0.271324452,0.124097063,0.099896189,0.000432545,0.03247329,0.000713699,0.003276526,0.01043514,29295,0.138965694,0.088445127,0.121215224,0.10776583,0.109165387,0.183888036,0.087045571,0.107663424,0.032735962,0.023109746,79005,0.645933802,51032,0.1298401,67159,0.712026683,0.187644247,0.10032907,6,1,0.011450382
78,NTA2010,West Village,MN23,Manhattan,66772,0.49770862,0.50229138,0.082339903,0.147501947,0.060384592,0.939615408,0.803630264,0.020053316,0.002111664,0.085979153,0.000239621,0.004837357,0.022764033,36906,0.043163713,0.018912914,0.045250095,0.048339023,0.071072454,0.117487671,0.091340161,0.150192381,0.12371972,0.290521866,61658,0.727545493,44844,0.045156543,54643,0.156049265,0.443826291,0.400124444,2,1,0.003816794
79,NTA2010,Yorkville,MN32,Manhattan,81278,0.430227122,0.569772878,0.129137036,0.167745269,0.10338591,0.89661409,0.745933709,0.03068481,0.000430621,0.08923694,0.001648663,0.001722483,0.026956864,44045,0.042638211,0.033715518,0.068520831,0.035599955,0.074333068,0.130888864,0.117675105,0.182517879,0.096969009,0.21714156,71542,0.750929524,53661,0.041762174,66968,0.210682714,0.435073468,0.354243818,0,0,0
80,NTA2010,Airport,QN98,Queens,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,,,,0,0,0
81,NTA2010,Astoria,QN70,Queens,77252,0.486563455,0.513436545,0.126637498,0.12750479,0.269080412,0.730919588,0.499184487,0.037151142,0.000634288,0.165833894,0.000686066,0.0049578,0.02247191,34325,0.074115076,0.048332119,0.094304443,0.085826657,0.124369993,0.1799563,0.13826657,0.149541151,0.063743627,0.041544064,68317,0.724841547,49519,0.069266342,61188,0.529107014,0.300075178,0.170817807,1,1,0.001908397
82,NTA2010,Auburndale,QN48,Queens,20609,0.494007472,0.505992528,0.185938182,0.169537581,0.132563443,0.867436557,0.367897521,0.010383813,0.001601242,0.461303314,0,0.002717259,0.023533408,6937,0.03848926,0.03243477,0.056941041,0.072221421,0.100331555,0.200663111,0.144586997,0.170390659,0.106818509,0.077122676,17073,0.627891993,10720,0.05988806,15457,0.62974704,0.212589765,0.157663195,0,0,0
83,NTA2010,Baisley Park,QN76,Queens,39079,0.472094987,0.527905013,0.235548504,0.110622073,0.131323729,0.868676271,0.01074746,0.709844162,0.002763633,0.053967604,0,0.066583075,0.024770337,10971,0.052410901,0.043751709,0.074286756,0.082945948,0.140370067,0.191687175,0.164251208,0.164615805,0.062801932,0.022878498,31094,0.661896186,20566,0.104687348,25891,0.827932486,0.115252404,0.056815109,3,1,0.005725191
84,NTA2010,Bayside-Bayside Hills,QN46,Queens,44864,0.484174394,0.515825606,0.185449358,0.172766583,0.133559201,0.866440799,0.415477889,0.01618224,0,0.417729137,0,0.001805456,0.015246077,15673,0.038410004,0.024245518,0.071715689,0.066419958,0.093217635,0.163848657,0.155043706,0.191411982,0.106297454,0.089389396,37551,0.634017736,23781,0.060552542,33313,0.57572119,0.252514034,0.171764777,0,0,0
85,NTA2010,Bellerose,QN43,Queens,26916,0.487330956,0.512669044,0.211398425,0.139693862,0.204413732,0.795586268,0.276266904,0.063345222,0.001077426,0.418189924,0,0.014935354,0.021771437,8192,0.064941406,0.03515625,0.058227539,0.049682617,0.128173828,0.1640625,0.144775391,0.185546875,0.120361328,0.049072266,21707,0.604229051,13116,0.056648368,18451,0.66018102,0.20112731,0.13869167,0,0,0
86,NTA2010,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN10,Queens,28243,0.5101087,0.4898913,0.221116737,0.197677301,0.122826895,0.877173105,0.778033495,0.061112488,0.002655525,0.023616471,0,0.007010587,0.004744538,10825,0.052101617,0.037598152,0.065588915,0.061431871,0.096628176,0.150854503,0.151039261,0.177829099,0.113903002,0.093025404,22761,0.577566891,13146,0.066103758,20417,0.617132782,0.217269922,0.165597296,1,1,0.001908397
87,NTA2010,Briarwood-Jamaica Hills,QN35,Queens,42224,0.487779462,0.512220538,0.188778894,0.126563092,0.269964949,0.730035051,0.166256158,0.11585828,0.001302577,0.393543956,0.000189466,0.016483516,0.036401099,14269,0.065596748,0.023127059,0.116055785,0.090195529,0.09902586,0.206952134,0.129721774,0.16539351,0.068049618,0.035881982,35221,0.668805542,23556,0.105153676,30190,0.607254058,0.25233521,0.140410732,1,1,0.001908397
88,NTA2010,Cambria Heights,QN33,Queens,19546,0.451396705,0.548603295,0.176915993,0.205157065,0.051928783,0.948071217,0.011613629,0.904584058,0.002916198,0.007060268,0,0.005832395,0.016064668,6081,0.033053774,0.024009209,0.049662884,0.07186318,0.103108041,0.176122348,0.148495313,0.230225292,0.098339089,0.065120868,16620,0.622984356,10334,0.068995549,14415,0.690114464,0.184183143,0.125702393,0,0,0
89,NTA2010,College Point,QN23,Queens,25875,0.496270531,0.503729469,0.228135266,0.134067633,0.379091787,0.620908213,0.240425121,0.021487923,0.007342995,0.323207729,0.001816425,0.005101449,0.02152657,7852,0.058456444,0.031839022,0.115257259,0.106979114,0.145440652,0.176897606,0.144549159,0.13053999,0.053107489,0.036933265,20643,0.603158456,12451,0.064251867,17538,0.798209602,0.142889725,0.058900673,0,0,0
90,NTA2010,Corona,QN25,Queens,58626,0.524221335,0.475778665,0.261402791,0.105686897,0.61469314,0.38530686,0.06793914,0.162112373,0.00307031,0.143349367,0,0.003906117,0.004929553,16643,0.097638647,0.041278616,0.117226462,0.125758577,0.167277534,0.197019768,0.112840233,0.10659136,0.02247191,0.011896894,44782,0.639498013,28638,0.059641036,37791,0.844592628,0.111746183,0.043661189,1,1,0.001908397
91,NTA2010,Douglas Manor-Douglaston-Little Neck,QN45,Queens,25738,0.46200171,0.53799829,0.191662134,0.201997047,0.119045769,0.880954231,0.463827803,0.015890901,0,0.375165125,0,0.003963012,0.02210739,9684,0.039962825,0.018793887,0.059169765,0.085605122,0.08157786,0.165014457,0.148182569,0.203531599,0.097170591,0.100991326,21420,0.624883287,13385,0.054239821,19261,0.515601474,0.271896579,0.212501947,1,1,0.001908397
92,NTA2010,East Elmhurst,QN27,Queens,21760,0.503216912,0.496783088,0.215854779,0.130560662,0.622610294,0.377389706,0.053722426,0.225735294,0,0.079273897,0,0.008685662,0.009972426,6064,0.090039578,0.039907652,0.109168865,0.114775726,0.161114776,0.160620053,0.128957784,0.133245383,0.041556728,0.020613456,17586,0.607073809,10676,0.080929187,14691,0.84364577,0.110135457,0.046218773,1,1,0.001908397
93,NTA2010,East Flushing,QN52,Queens,26436,0.504236647,0.495763353,0.161181722,0.157512483,0.191140869,0.808859131,0.14253291,0.016719625,0.002004842,0.624451506,0,0.005636254,0.017513996,8346,0.079439252,0.053438773,0.112748622,0.110831536,0.154205607,0.140186916,0.121615145,0.131679847,0.052000959,0.043853343,22672,0.585876853,13283,0.060152074,19855,0.741677159,0.17935029,0.078972551,0,0,0
94,NTA2010,Elmhurst,QN29,Queens,83663,0.508862938,0.491137062,0.196251629,0.122491424,0.431947217,0.568052783,0.059918961,0.020726008,0.001685333,0.463490432,0,0.005725351,0.016506699,26875,0.086586047,0.056632558,0.133916279,0.121786047,0.150809302,0.190474419,0.094437209,0.099906977,0.036986047,0.028465116,68715,0.640995416,44038,0.062332531,59794,0.751128876,0.178061344,0.07080978,0,0,0
95,NTA2010,Elmhurst-Maspeth,QN50,Queens,26460,0.493008314,0.506991686,0.177928949,0.124829932,0.2712774,0.7287226,0.135600907,0.007029478,0.000944822,0.575170068,0.000566893,0.001020408,0.008390023,8071,0.048568951,0.047453847,0.081402552,0.088588775,0.167017718,0.222277289,0.130838806,0.12588279,0.052409862,0.03555941,22258,0.649474346,14456,0.052711677,19598,0.696805797,0.207215022,0.095979182,0,0,0
96,NTA2010,Far Rockaway-Bayswater,QN15,Queens,54264,0.456766917,0.543233083,0.296107917,0.131652661,0.267507003,0.732492997,0.265000737,0.412796698,0.001658558,0.034571723,0.00105042,0.005215244,0.012199617,16675,0.164737631,0.063628186,0.100629685,0.093973013,0.139310345,0.15898051,0.110404798,0.102848576,0.037661169,0.027826087,39592,0.591129521,23369,0.083786213,32802,0.755472227,0.146972746,0.097555027,0,0,0
97,NTA2010,Flushing,QN22,Queens,70697,0.465281412,0.534718588,0.160897916,0.164646307,0.144603024,0.855396976,0.077499752,0.04244876,0.000905272,0.709124857,0.000311187,0.010580364,0.014526783,25807,0.125276088,0.069244779,0.160305344,0.116828767,0.144728175,0.157476654,0.087224396,0.084589452,0.034525516,0.019800829,60539,0.568724293,34408,0.058707277,54190,0.77573353,0.147444178,0.076822292,0,0,0
98,NTA2010,Forest Hills,QN17,Queens,86531,0.465960176,0.534039824,0.181715223,0.180663577,0.151702858,0.848297142,0.533173082,0.027781951,0.002565555,0.25563093,0.000832072,0.002669564,0.025643989,39258,0.073284426,0.054230985,0.079754445,0.059987773,0.088466045,0.176855673,0.126878598,0.170716797,0.085995211,0.083830047,71980,0.653223118,47008,0.057160483,66621,0.433346843,0.304708725,0.261944432,0,0,0
99,NTA2010,Fresh Meadows-Utopia,QN41,Queens,18700,0.476524064,0.523475936,0.181925134,0.155080214,0.124652406,0.875347594,0.320053476,0.029786096,0.00631016,0.481229947,0,0.014224599,0.023743316,6660,0.077777778,0.04009009,0.062162162,0.068318318,0.116066066,0.158558559,0.136336336,0.164564565,0.096696697,0.079429429,15726,0.624761541,9825,0.085801527,13321,0.531641769,0.269799565,0.198558667,0,0,0
100,NTA2010,Ft. Totten-Bay Terrace-Clearview,QN47,Queens,21945,0.464752791,0.535247209,0.152016405,0.25796309,0.13966735,0.86033265,0.610799727,0.006516291,0.002232855,0.22228298,0,0.001822739,0.016678059,9848,0.052701056,0.040414297,0.072908205,0.057473599,0.094130788,0.1754671,0.15170593,0.174248578,0.10621446,0.074735987,18858,0.569572595,10741,0.061167489,17145,0.525750948,0.270224555,0.204024497,0,0,0
101,NTA2010,Glen Oaks-Floral Park-New Hyde Park,QN44,Queens,23344,0.450479781,0.549520219,0.142434887,0.24665867,0.09287183,0.90712817,0.451208019,0.049220356,0.001113777,0.368445853,0,0.005054832,0.032085332,9030,0.033444075,0.021705426,0.062790698,0.06854928,0.09213732,0.160465116,0.163012182,0.216943522,0.10675526,0.074197121,20313,0.576724265,11715,0.060862143,18154,0.589677206,0.226065881,0.184256913,0,0,0
102,NTA2010,Glendale,QN19,Queens,34029,0.496488289,0.503511711,0.203532281,0.131799348,0.342119957,0.657880043,0.590496341,0.014840283,0.00035264,0.040171618,0.000235094,0.00017632,0.011607746,11820,0.05143824,0.027834179,0.083502538,0.076988156,0.108629442,0.186040609,0.175042301,0.186632826,0.060321489,0.04357022,28072,0.643808777,18048,0.062610816,24224,0.759123184,0.160006605,0.080870211,0,0,0
103,NTA2010,Hammels-Arverne-Edgemere,QN12,Queens,39003,0.464502731,0.535497269,0.293259493,0.108709586,0.271953439,0.728046561,0.158321155,0.482783376,0.001153757,0.055380355,0,0.009153142,0.021254775,13061,0.13804456,0.068141796,0.137814869,0.112778501,0.13222571,0.154276089,0.085138963,0.112089427,0.036367813,0.023122272,29066,0.571458061,16521,0.128139943,24185,0.790241885,0.141244573,0.068513541,2,1,0.003816794
104,NTA2010,Hollis,QN07,Queens,21214,0.47496936,0.52503064,0.20279061,0.130479872,0.109597436,0.890402564,0.025973414,0.586640898,0.000424248,0.194777034,0,0.047704346,0.034882625,6030,0.072636816,0.031840796,0.0973466,0.071807629,0.115588723,0.176616915,0.134162521,0.178772803,0.069651741,0.051575456,17387,0.704779433,12254,0.122817039,14536,0.760594386,0.167721519,0.071684095,0,0,0
105,NTA2010,Hunters Point-Sunnyside-West Maspeth,QN31,Queens,66926,0.506365239,0.493634761,0.161865344,0.096658997,0.341914951,0.658085049,0.37719272,0.018662403,0.001075815,0.234692048,0,0.003317096,0.023144966,28245,0.052434059,0.037882811,0.088794477,0.080439016,0.114179501,0.174225527,0.127774827,0.157974863,0.074455656,0.091839264,56920,0.735330288,41855,0.047688448,51687,0.547894055,0.28399791,0.168108035,0,0,0
106,NTA2010,Jackson Heights,QN28,Queens,104125,0.501090036,0.498909964,0.190079232,0.136134454,0.565339736,0.434660264,0.157656663,0.018372149,0.001210084,0.240076831,0.000912365,0.004120048,0.012312125,36706,0.058273852,0.045442162,0.122350569,0.125320111,0.118999619,0.216640331,0.125320111,0.111943551,0.04620498,0.029504713,86461,0.640230856,55355,0.06377021,74887,0.734920614,0.171084434,0.093994952,0,0,0
107,NTA2010,Jamaica,QN61,Queens,55597,0.490512078,0.509487922,0.241559796,0.114952246,0.362051909,0.637948091,0.035973164,0.168390381,0.008993291,0.313506124,0,0.075022034,0.036063097,15952,0.081306419,0.076855567,0.133588265,0.116160983,0.167063691,0.183237212,0.103874122,0.083375125,0.035982949,0.018555667,43490,0.651161186,28319,0.118047954,37356,0.787396938,0.150364065,0.062238998,0,0,0
108,NTA2010,Jamaica Estates-Holliswood,QN06,Queens,26757,0.462047315,0.537952685,0.20129312,0.175393355,0.132264454,0.867735546,0.236685727,0.249205815,0,0.326344508,0,0.018238218,0.037261277,9241,0.035385781,0.027486203,0.073801537,0.077697219,0.141975977,0.188183097,0.133643545,0.133859972,0.09587707,0.092089601,21980,0.617606915,13575,0.076537753,19096,0.549486804,0.259897361,0.190615836,0,0,0
109,NTA2010,Kew Gardens,QN60,Queens,23719,0.485391458,0.514608542,0.210295544,0.138074961,0.24575235,0.75424765,0.463046503,0.065179814,0.0028669,0.190564526,0,0.006787807,0.0258021,10015,0.070494259,0.032451323,0.092361458,0.090264603,0.102546181,0.201298053,0.136894658,0.146280579,0.066300549,0.061108337,19303,0.680205149,13130,0.058263519,17166,0.529185599,0.271641617,0.199172783,0,0,0
110,NTA2010,Kew Gardens Hills,QN37,Queens,38404,0.479142798,0.520857202,0.233022602,0.137589834,0.131574836,0.868425164,0.522810124,0.070825956,0.001588376,0.237813769,0,0,0.035386939,13199,0.047503599,0.052352451,0.092128192,0.092961588,0.110235624,0.170770513,0.136146678,0.165770134,0.088188499,0.043942723,30235,0.616007938,18585,0.054129674,25294,0.57630268,0.236301099,0.18739622,1,1,0.001908397
111,NTA2010,Laurelton,QN66,Queens,26924,0.467946813,0.532053187,0.206804338,0.164500074,0.066483435,0.933516565,0.011551033,0.884043976,0.002711336,0.008468281,0.001299955,0.006165503,0.019276482,8134,0.028891075,0.029997541,0.067371527,0.069707401,0.098352594,0.164002951,0.153307106,0.196459307,0.123801328,0.068109171,22081,0.664507948,14664,0.074809056,18940,0.715205913,0.176663147,0.10813094,0,0,0
112,NTA2010,Lindenwood-Howard Beach,QN57,Queens,28247,0.473112189,0.526887811,0.195631394,0.211420682,0.220377385,0.779622615,0.696250929,0.016497327,0,0.041420328,0,0.011222431,0.0142316,10477,0.061658872,0.04486017,0.066813019,0.071776272,0.131430753,0.156056123,0.148515797,0.143934332,0.104705545,0.070249117,23412,0.607722535,14228,0.075625527,20902,0.727011769,0.181944312,0.091043919,0,0,0
113,NTA2010,Maspeth,QN30,Queens,29111,0.487719419,0.512280581,0.212737453,0.12946996,0.304833225,0.695166775,0.538799766,0.013774862,0.002061077,0.127649342,0,0.000893133,0.011988595,10838,0.079165898,0.048163868,0.091714338,0.092729286,0.105093191,0.177154457,0.146613766,0.145783355,0.064495294,0.049086547,23667,0.651540119,15420,0.067185473,20673,0.736999952,0.179412761,0.083587288,1,1,0.001908397
114,NTA2010,Middle Village,QN21,Queens,38033,0.469040044,0.530959956,0.184523966,0.194147188,0.177661504,0.822338496,0.705282255,0.008781847,0,0.097099887,0,0.000420687,0.010753819,14631,0.06342697,0.033080446,0.079625453,0.086596952,0.09602898,0.157473857,0.144351035,0.195065272,0.095550543,0.048800492,31684,0.620313092,19629,0.06704366,28751,0.685297903,0.197871378,0.116830719,1,1,0.001908397
115,NTA2010,Murray Hill,QN51,Queens,52659,0.469416434,0.530583566,0.166600201,0.174519076,0.147287263,0.852712737,0.245712984,0.014071669,0.002354773,0.56537344,0.000645664,0.008830399,0.015723808,17715,0.086028789,0.051143099,0.120801581,0.107423088,0.114309907,0.170759244,0.119277448,0.116963026,0.050691504,0.062602314,44665,0.577767827,25786,0.059799891,40056,0.739339924,0.162073098,0.098586978,0,0,0
116,NTA2010,North Corona,QN26,Queens,54677,0.548439015,0.451560985,0.269930684,0.062860069,0.878925325,0.121074675,0.010004207,0.033121788,0.00117051,0.070504966,0,0.002743384,0.003529821,12178,0.046230908,0.045491871,0.133601577,0.136311381,0.167679422,0.174412876,0.125800624,0.12465101,0.031450156,0.014370176,40891,0.698050916,28544,0.064742152,34053,0.926702493,0.051801603,0.021495903,3,1,0.005725191
117,NTA2010,Oakland Gardens,QN42,Queens,28669,0.488855558,0.511144442,0.204332206,0.180264397,0.080470194,0.919529806,0.396281698,0.026718755,0.001290593,0.464543584,0.001848687,0.001534759,0.02731173,11051,0.047416523,0.032214279,0.091394444,0.075739752,0.10831599,0.177269025,0.113473894,0.17844539,0.089584653,0.08614605,23457,0.623225476,14619,0.056159792,21146,0.548850846,0.255887638,0.195261515,0,0,0
118,NTA2010,Old Astoria,QN71,Queens,28110,0.495090715,0.504909285,0.166239772,0.11209534,0.303735326,0.696264674,0.379580221,0.118534329,0.003094984,0.174813234,0.000996087,0.00526503,0.01398079,11439,0.079639829,0.046507562,0.116706006,0.095725151,0.131305184,0.153597342,0.131567445,0.139959787,0.050266632,0.054725063,24053,0.699954268,16836,0.078047042,20661,0.575528774,0.288514593,0.135956633,1,1,0.001908397
