NTA,GardenCounts_MMscaled,HasGarden,Gender_Female,Age_Over65,Unemployed,Race_Hisp,Race_White,Race_Black,Race_Asian,Race_Other,Income_Low,Income_Mid,Income_High,Edu_Other,Edu_Bachelor,Edu_GradProf,Crime_Felonies_unscaled,Crime_Misdemeanor_unscaled,Crime_Violation_unscaled,Crime_Total_unscaled,Crime_Felony_scaled,Crime_Misdemeanor_scaled,Crime_Violation_scaled,Crime_Total_scaled,Crime_Felony_MMscaled,Crime_Misdemeanor_MMscaled,Crime_Violation_MMscaled,Crime_Total_MMscaled
Central Harlem North-Polo Grounds,0.4444444444444444,1.0,0.5355645612073784,0.095933482392398,0.14507548199345216,0.2592696105831936,0.0904835103409726,0.5981227874045091,0.02032094279858394,0.03180314887274083,0.6103294490001439,0.242641346568839,0.14702920443101714,0.689008321775312,0.1832004160887656,0.12779126213592232,0.06389742873113471,0.14867477175330726,0.03380613005403391,0.2463783305384759,-0.07598165332071108,-0.025823887546552658,0.018172339980878114,-0.03790247998457523,0.022331347413024717,0.027600514558163473,0.039248603003909345,0.027046801508175778
Central Harlem South,0.3055555555555555,1.0,0.5284160095817946,0.08877133446451743,0.07403019300592395,0.19642678910070865,0.1991017067571614,0.5234254915660246,0.05232059087733307,0.028725421698772333,0.47423737503204305,0.2409125865162779,0.284850038451679,0.5582386363636364,0.2288068181818182,0.21295454545454545,0.08342149915161194,0.19756462720830426,0.03804770935223077,0.3190338357121469,-0.005808198725336817,0.06426200047690024,0.075859893103617,0.04352678315267246,0.029154764381970625,0.03667660158570004,0.044173037173642536,0.035022742503529006
Chinatown,0.1388888888888889,1.0,0.4771036571784935,0.16974030023609069,0.08240299953658843,0.1470889571918571,0.17744665686667555,0.0549467682302107,0.5865740122054435,0.033943605505813185,0.5711065911714585,0.2307184871639822,0.1981749216645594,0.6576091552273304,0.2395072864109141,0.1028835583617555,0.077041293598824,0.16105394449641408,0.02585861285580649,0.26395385095104457,-0.028739946820147043,-0.0030136591427270387,-0.0899177812533346,-0.018204568958725697,0.026924962814127682,0.029898628309977856,0.030021609352716517,0.028976198508970055
Clinton,0.1388888888888889,1.0,0.4479714627593525,0.11342650080148105,0.05894801410826561,0.1938906825006209,0.56214300228027,0.056668096538956485,0.15844490100015804,0.02885331767999458,0.34611312764670293,0.23699334543254685,0.41689352692075016,0.2885089505841998,0.42877050058955946,0.2827205488262408,0.12132842661368612,0.2316618878829612,0.043302553450883886,0.3962928679475312,0.1304369589606386,0.1270906175480042,0.14732834312685014,0.13011548762298433,0.04240275860217363,0.043006538592133874,0.05027386236557727,0.04350404727175767
East Harlem North,0.6666666666666666,1.0,0.5413969949697695,0.11520374891448608,0.09488682688201264,0.4784453802166112,0.08497321033573102,0.3583916370369157,0.05467713129393259,0.023512641116809493,0.6976121774766864,0.1922803496006356,0.11010747292267806,0.7382421845479508,0.15930674862080255,0.10245106683124668,0.09863839688027397,0.27694122658976583,0.04591109436188167,0.4214907178319215,0.04888440680454109,0.2105236610404714,0.1828057754219373,0.1583561879501556,0.034472878686023056,0.05141235642136741,0.05330235413531154,0.04627020468002651
East Harlem South,0.4444444444444444,1.0,0.5418471987553741,0.128611338809241,0.11260302197802198,0.4328253341586229,0.21744149087441655,0.2292855111497733,0.0979139133780551,0.02253375043913211,0.5893502930539967,0.22812487010017873,0.1825248368458245,0.6037292685265075,0.22965199884958296,0.1666187326239095,0.05813272663398966,0.13771182896431738,0.027736420362346723,0.22358097596065374,-0.09670115761247952,-0.04602452891284903,-0.06437868067967137,-0.06345280518447949,0.02031665655894327,0.025565314782979708,0.032201726426873134,0.024544164515586987
East Village,0.3611111111111111,1.0,0.4923295058342244,0.0941843707870392,0.054536544385326235,0.10859560225001162,0.6791409046534331,0.05043931012040352,0.13846404165310772,0.023360141323044026,0.3869452397995705,0.23375984251968507,0.3792949176807444,0.2942361704725852,0.437629747221883,0.2681340823055318,0.08044721305378644,0.12942215610617824,0.019013527962437826,0.2288828971224025,-0.016498384016847834,-0.06129932434636777,-0.18301428391302282,-0.05751063284143405,0.028115288811901135,0.02402639036624596,0.022074529368155373,0.02512619625904594
Gramercy,0.0,0.0,0.551387793157857,0.1115613569533099,0.059091369017504815,0.07498386287025748,0.7101771498242846,0.03937459657175644,0.1435128738435057,0.03195151689019579,0.19721888896731843,0.2342062539704948,0.5685748570621867,0.1876734615752704,0.452866302995502,0.3594602354292277,0.07853403141361258,0.12597719285663056,0.021516172990030842,0.226027397260274,-0.023374745455220596,-0.06764711512331806,-0.14897708742868399,-0.060710958117623844,0.02744665589944522,0.023386855109522996,0.024980077000809803,0.02481272657277598
Hamilton Heights,0.3055555555555555,1.0,0.4924773367867754,0.10373657347451816,0.09523041697571673,0.4580825778928925,0.1668126761636322,0.29565018663822656,0.035480307762626645,0.04397425154262207,0.5325600748985748,0.29356080307916366,0.17387912202226152,0.6636530922473798,0.19060191481985225,0.14574499293276796,0.06515197684162413,0.15835682181762778,0.03875599908585359,0.2622647977451055,-0.0714725538873876,-0.007983456851585349,0.08549297992390269,-0.020097589420567635,0.02276979619348467,0.02939792484238139,0.04499535497583621,0.02879077844098787
Hudson Yards-Chelsea-Flat Iron-Union Square,0.0,0.0,0.4798264361116508,0.11547179586814325,0.05071441825941733,0.14037950909915162,0.6314487403665565,0.05736675085810505,0.14379897675021047,0.027006022925976297,0.27765644288291713,0.18758902288481627,0.5347545342322666,0.25579287202404616,0.39827287329633104,0.34593425467962274,0.0,0.0,0.0,0.0,-0.30564192483472075,-0.29977640214151896,-0.441607564215502,-0.31403304794054054,0.0,0.0,0.0,0.0
Lenox Hill-Roosevelt Island,0.027777777777777776,1.0,0.5562759746986631,0.1662868216109493,0.03572530269144752,0.09033406052333304,0.7199059121765731,0.03896357143727682,0.11955978598676432,0.0312366698760527,0.24189509152171934,0.23640834168108552,0.5216965667971951,0.21688917143462602,0.3814064723155632,0.4017043562498108,0.02126726060620833,0.03541699674592631,0.0069468988799649,0.06363115623209954,-0.22920309244081088,-0.23451600050426255,-0.3471263415382239,-0.2427178991136818,0.007432640006829566,0.0065749375147140425,0.008065285077358632,0.006985270370912566
Lincoln Square,0.0,0.0,0.5412541254125413,0.1800438927141445,0.049967465567725834,0.1006851954230956,0.7200750531905983,0.03439379470942018,0.11946524601698748,0.025380710659898477,0.23016383402235494,0.19329352319706017,0.5765426427805849,0.1951907715927716,0.3123301313305255,0.4924790970767029,0.03963746628469954,0.0908344641570756,0.01965120369905011,0.15012313414082526,-0.1631768609058511,-0.13240214237801845,-0.17434158199123137,-0.14578129380682217,0.013852795765854919,0.01686283369252641,0.022814864975677373,0.016480144994967645
Lower East Side,0.7222222222222222,1.0,0.5470881589251123,0.17946392998942148,0.09022192658886134,0.3957328717251233,0.2197584799901084,0.1100028850513127,0.24167113162703155,0.032834631606424046,0.6336206896551725,0.17397551224387806,0.19240379810094954,0.6562307720149119,0.2335770386188425,0.1101921893662456,0.051381390045199135,0.11787495363310392,0.03203780791053593,0.20129415158883895,-0.12096682565036405,-0.08257653981964833,-0.005877706103258723,-0.08843094939981667,0.01795714936342002,0.02188272654079899,0.03719559741935287,0.02209757226165533
Manhattanville,0.0,0.0,0.5452125411983436,0.11028479675483817,0.0867786207484443,0.5654102932476971,0.09959435477055692,0.2719090678610665,0.03988844756190315,0.023197836558776306,0.7031913602718116,0.1843222909841039,0.11248634874408446,0.7003379886486831,0.16593329507046745,0.13372871628084942,0.0779599425335925,0.19428716301867655,0.040015211696104114,0.3122623172483732,-0.025438136904246827,0.058222848402510116,0.10261888733709908,0.03593754738165515,0.027246019058804465,0.036068161451486974,0.046457289120863915,0.03427938201643441
Marble Hill-Inwood,0.05555555555555555,1.0,0.5215352783736071,0.11748068563618763,0.12266845315750502,0.7344013970881342,0.15882386439133653,0.07509348721550464,0.016438564188227256,0.01524268711679733,0.5688198562208112,0.2810515820958178,0.1501285616833709,0.7078714122975188,0.17026478841932705,0.12186379928315412,0.041589947039729694,0.07249292913953798,0.014369507032896113,0.1284523832121638,-0.15615925050695859,-0.16619879516806577,-0.24617524006676889,-0.17006896857466894,0.014535163224509448,0.013457845756102345,0.01668286420227877,0.014101183754262711
Midtown-Midtown South,0.0,0.0,0.516162669447341,0.1507676818525044,0.052083333333333336,0.08295278846499586,0.6236381287979577,0.041278630757613885,0.21678472546833988,0.03534572651109274,0.3024440575224092,0.1459340942800026,0.5516218481975882,0.2171389396709324,0.3786563071297989,0.4042047531992688,0.5152997015569379,0.8311819064398979,0.09744345762468087,1.4439250656215166,1.546449336436802,1.2317838664215486,0.8836711216213509,1.3042580070581402,0.18009076242670247,0.15430357174008003,0.11313094925466047,0.15851050925294752
Morningside Heights,0.08333333333333333,1.0,0.5534101699964623,0.12622190775876516,0.06816491778897794,0.2197665108831251,0.4836985867763979,0.11106559666337723,0.14942186307185282,0.03604744260524699,0.438066152492365,0.2188519074486257,0.34308194005900927,0.3435900523875474,0.2703077015716264,0.38610224604082616,0.044631053680153424,0.08432792745824566,0.01964362187424358,0.14860260301264264,-0.1452288986819804,-0.14439127859076156,-0.17444469851706876,-0.14748544174508504,0.015597991733511217,0.01565493702813966,0.022806062547496418,0.016313224862336356
Murray Hill-Kips Bay,0.0,0.0,0.5371541005567882,0.14800937748566165,0.03949817108387345,0.11989785238832837,0.6128856700297233,0.04178004772470381,0.1914221124461004,0.034014317411144135,0.27414712767182164,0.2436010591350397,0.4822518131931386,0.26162987672982196,0.4226368872325454,0.3157332360376326,0.04803868212835433,0.06857286390086657,0.014945367773265791,0.1315569138024867,-0.13298119341162176,-0.1734220228673305,-0.23834325232920664,-0.16658954003373783,0.016788915002919735,0.012730110872685624,0.0173514331732962,0.014441991415671112
SoHo-TriBeCa-Civic Center-Little Italy,0.0,0.0,0.5028036948277066,0.11549826659531401,0.04206378986866792,0.06605551548430627,0.6526443146653017,0.023802322064263942,0.21594266967588824,0.041555178110239885,0.2513197969543147,0.17380710659898477,0.5748730964467006,0.253831891223733,0.41795426452410384,0.3282138442521632,0.12890016054352124,0.28474371204541754,0.036529467879662166,0.45017334046860097,0.15765130083149487,0.22490075061295894,0.05521106646511008,0.1905024763912816,0.045048984346524205,0.05286083763219384,0.042410372925304377,0.04941891179031773
Stuyvesant Town-Cooper Village,0.0,0.0,0.6006895909048551,0.1729568539744665,0.02625090645395214,0.08284409654272668,0.7396328394371448,0.033920417482061316,0.11443481502189914,0.02916783151616811,0.2597328244274809,0.2583969465648855,0.4818702290076336,0.1830518882407123,0.3904206324838809,0.4265274792754068,0.00806075854999534,0.009598359891901966,0.002655856863293263,0.02031497530519057,-0.27666992965490894,-0.2820901814238771,-0.4054866118257278,-0.2912648700055186,0.0028171336964103013,0.001781873742308533,0.003083425150882272,0.002230127558385967
Turtle Bay-East Midtown,0.0,0.0,0.540078181671637,0.22940678649149676,0.029974341031024025,0.06462077859272991,0.7439147255581526,0.018477472394615942,0.15249455952285002,0.020492463931651488,0.2076851436652754,0.21820565002931944,0.5741092063054052,0.18479971807823328,0.4299306942323505,0.38526958768941616,0.056883211090513426,0.08589908922382526,0.01666398001128395,0.15944628032562266,-0.10119216898295587,-0.14149620963292794,-0.214969285274009,-0.13533229999507718,0.01987996659733694,0.01594661309848241,0.019346726019292514,0.017503616839024735
Upper East Side-Carnegie Hill,0.0,0.0,0.5594012936698923,0.27827556192719266,0.033711093375897845,0.07048623555714846,0.8363627054426297,0.010274264843923336,0.061406652671820876,0.021470141484477668,0.1650724336313856,0.18787689748388436,0.6470506688847301,0.15501703246949247,0.36865594411625197,0.4763270234142555,0.06613417985083543,0.09683750618674586,0.012015087126448552,0.17498677316402986,-0.06794231778467207,-0.12134076027631124,-0.2781965024027498,-0.1179151630885713,0.023113063787570633,0.017977259811895886,0.013949404558570301,0.019209613564552457
Upper West Side,0.1111111111111111,1.0,0.5501458748386423,0.18933882509196456,0.054457058366538864,0.16390213327960962,0.6579664077481551,0.0720420238921347,0.07914549429558496,0.026943940784515633,0.2889640051160241,0.21360923320543274,0.4974267616785432,0.26626947754353797,0.3235002525299762,0.4102302699264857,0.039375013990553584,0.0808765921249972,0.02161633798192793,0.14186794409747872,-0.16412016748844704,-0.15075081075686922,-0.14761479454556886,-0.1550333668697076,0.013761071991106799,0.015014218835086112,0.02509636762607732,0.015573910724986685
Washington Heights North,0.1111111111111111,1.0,0.5101396841804605,0.13712715748813298,0.10565371878852337,0.643472110768059,0.2594970281408539,0.052935816003155466,0.027583205255498282,0.016511839832433386,0.5109486227174249,0.2898870318786753,0.19916434540389974,0.6144865109952392,0.22141615657825134,0.16409733242650948,0.03870897542265685,0.06159977150007481,0.01531493546237232,0.11562368238510398,-0.1665140446972718,-0.18627084836187818,-0.23331695099214483,-0.18444684197681047,0.013528299891422478,0.011435601144815866,0.017780497827831643,0.012692880823891684
Washington Heights South,0.16666666666666666,1.0,0.50113542973312,0.11997707513300747,0.1298401003292052,0.7286755482503569,0.124097063021757,0.09989618928154333,0.032473290367230415,0.014857909079112419,0.5655572623314559,0.2709336064174774,0.16350913125106672,0.7120266829464406,0.1876442472341756,0.10032906981938383,0.04326527964012284,0.08130758250789394,0.016999005147281455,0.14157186729529825,-0.1501377665830666,-0.14995665517977697,-0.21041277955489518,-0.15536519741408214,0.015120670890070891,0.015094229425970407,0.019735687090497046,0.015541408148634906
West Village,0.05555555555555555,1.0,0.5022913796202001,0.1475019469238603,0.04515654268129515,0.06038459234409632,0.8036302641825915,0.02005331576109746,0.0859791529383574,0.02995267477385731,0.22673819975071807,0.20882783287270362,0.5644339673765784,0.15604926523067916,0.4438262906502205,0.4001244441191004,0.10094051398789912,0.1532977894926017,0.01943928592823339,0.2736775894087342,0.0571586809106073,-0.01730537885969688,-0.17722376732885758,-0.007306608017482144,0.035277439650943314,0.028458748049369122,0.02256883041203567,0.030043646378300738
Yorkville,0.0,0.0,0.5697728782696425,0.16774526932257192,0.04176217364566445,0.10338591008637024,0.7459337089987449,0.030684810157730263,0.08923693988533182,0.030758630871822637,0.2548075831535929,0.24856396866840733,0.4966284481779998,0.2106827141321228,0.4350734679249791,0.3542438179428981,0.01959939959152538,0.02931912694702133,0.006865326410590812,0.055783852949137534,-0.2351977219757718,-0.2457521150473176,-0.34823576702093767,-0.25151282968939903,0.006849743566469729,0.00544290723026386,0.007970580198054349,0.006123812896934009
Astoria,0.027777777777777776,1.0,0.5134365453321597,0.12750478952001246,0.06926634221208021,0.26908041215761397,0.4991844871330192,0.03715114171801377,0.16583389426810954,0.028750064723243412,0.42694828841951926,0.3182228696285506,0.25482884195193006,0.5291070144472773,0.3000751781395045,0.17081780741321828,0.051804484026303534,0.10461865064982136,0.028620618236421064,0.185043752912546,-0.11944614038170889,-0.1070029942454795,-0.0523531571079772,-0.10664371919247055,0.018105015386639167,0.019421779204793564,0.033228271946309285,0.02031364383554003
Auburndale,0.0,0.0,0.5059925275365131,0.16953758066863991,0.05988805970149254,0.13256344315590274,0.3678975205007521,0.010383812897277888,0.4613033140860789,0.027851909359988353,0.3004180481476143,0.3452501081159003,0.3543318437364855,0.629747040175972,0.212589765154946,0.15766319466908196,0.027027027027027032,0.03459653549420156,0.0125188024649425,0.07414236498617109,-0.20850132796718107,-0.23602780657860237,-0.2713457274188987,-0.2309373742727919,0.0094456059041334,0.006422624163527516,0.01453421338809114,0.008139164774535761
Baisley Park,0.08333333333333333,1.0,0.5279050129225415,0.110622073236265,0.10468734805017993,0.13132372885693086,0.010747460272780776,0.7098441618260447,0.053967604084034906,0.09411704496020881,0.39376538146021334,0.355938383009753,0.2502962355300337,0.8279324861921131,0.11525240431037813,0.05681510949750879,0.06709485913150286,0.10245912126717674,0.016991222907443898,0.18654520330612348,-0.0644894423119465,-0.11098220670863264,-0.2105186218231828,-0.1049609561465885,0.023448809109332315,0.019020876472866967,0.01972665198232651,0.020478469332493063
Bayside-Bayside Hills,0.0,0.0,0.5158256062767475,0.17276658345221113,0.060552541945250414,0.13355920114122682,0.4154778887303852,0.016182239657631953,0.4177291369472183,0.0170515335235378,0.29400880495119,0.3188923626619026,0.38709883238690745,0.5757211899258547,0.25251403356047186,0.17176477651367333,0.033657275320970036,0.04850213980028531,0.01415388730385164,0.09631330242510698,-0.1846708757309975,-0.2104049304060718,-0.24910777384701702,-0.20608911130360402,0.011762794264085523,0.009004110111439104,0.01643253169951816,0.010573035248657821
Bellerose,0.0,0.0,0.5126690444345371,0.1396938623866845,0.05664836840500152,0.2044137316094516,0.2762669044434537,0.06334522217268539,0.4181899242086491,0.03778421756576014,0.336181640625,0.308837890625,0.35498046875,0.6601810199989161,0.20112731017289034,0.1386916698281936,0.02474364690147124,0.02990786149502155,0.01341209689404072,0.06806360529053351,-0.21670825757324386,-0.24466729542424656,-0.25919648624951697,-0.23775019487903476,0.008647593278706166,0.005552202010214395,0.01557131992342189,0.007471853625278122
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,0.027777777777777776,1.0,0.4898913004992387,0.1976773005700528,0.06610375779704854,0.1228268951598626,0.7780334950253159,0.061112488050136325,0.023616471338030662,0.014410650426654393,0.3133487297921478,0.30189376443418015,0.38475750577367207,0.6171327815056079,0.21726992212372045,0.1655972963706715,0.042169741174804376,0.06946854087738555,0.025953333569380024,0.13759161562156993,-0.1540753532183248,-0.17177162208252664,-0.0886295332183586,-0.15982609765994465,0.014737793980010851,0.012896387539118603,0.03013157922141644,0.015104466000611454
Briarwood-Jamaica Hills,0.027777777777777776,1.0,0.512220538082607,0.12656309208033345,0.10515367634572932,0.2699649488442592,0.16625615763546794,0.1158582796513831,0.393543956043956,0.05437665782493368,0.3940009811479431,0.33667390847291334,0.2693251103791436,0.6072540576349784,0.2523352103345479,0.14041073203047366,0.03668529746115953,0.047579575596816984,0.015062523683213338,0.09932739674118984,-0.17378755224403059,-0.212104874387387,-0.23674987464990335,-0.2027110399709759,0.012821049904878683,0.008832842004359588,0.017487450096609913,0.010903915040382375
Cambria Heights,0.0,0.0,0.5486032947917733,0.20515706538422185,0.06899554867427908,0.05192878338278932,0.011613629387086872,0.9045840581193084,0.007060268085541798,0.02481326102527371,0.2816970892945239,0.3246176615688209,0.39368524913665515,0.690114464099896,0.1841831425598335,0.12570239334027056,0.04328251304614755,0.04604522664483782,0.016883249769773866,0.10621098946075924,-0.15007582623921645,-0.2149321109703246,-0.21198710930797807,-0.1949961960434357,0.01512669374865362,0.008547999995947613,0.019601296172338082,0.0116595787610611
College Point,0.0,0.0,0.5037294685990338,0.13406763285024156,0.06425186731989399,0.3790917874396135,0.2404251207729469,0.021487922705314008,0.32320772946859905,0.03578743961352657,0.4579724910850739,0.3214467651553744,0.2205807437595517,0.7982096020070704,0.1428897251682062,0.058900672824723464,0.02732367149758454,0.041507246376811587,0.01750724637681159,0.08633816425120773,-0.20743512779286685,-0.22329392710730125,-0.2035004502392203,-0.21726883057265675,0.009549279414346882,0.007705553164012051,0.020325750437474758,0.009477989342565251
Corona,0.027777777777777776,1.0,0.4757786647562514,0.1056868965987787,0.059641036385222425,0.6146931395626514,0.0679391396308805,0.16211237334970832,0.14334936717497354,0.011905980281786238,0.5491798353662201,0.3098600012017064,0.14096016343207354,0.8445926278743616,0.1117461829536133,0.043661189172025085,0.03150479309521373,0.05209292805239996,0.015539180568348512,0.0991369017159622,-0.1924073318327968,-0.2037884381831874,-0.23026710786672802,-0.20292453885861722,0.011010528807740122,0.009670716841410883,0.01804084431309812,0.010883002969404516
Douglas Manor-Douglaston-Little Neck,0.027777777777777776,1.0,0.5379982904654597,0.2019970471676121,0.054239820694807615,0.1190457689020126,0.4638278032481156,0.015890900613878312,0.3751651254953765,0.026070401740616984,0.2851094589012805,0.3131970260223048,0.4016935150764147,0.5156014744821141,0.27189657857847466,0.21250194693941124,0.024088895796099158,0.029761442225503143,0.010801150050508973,0.06465148807211127,-0.2190615653607383,-0.24493709188397333,-0.2947066404038705,-0.24157435369769403,0.00841876600516047,0.0055250202151305335,0.012540034888361811,0.007097279867400974
East Elmhurst,0.027777777777777776,1.0,0.4967830882352941,0.13056066176470588,0.08092918696140877,0.622610294117647,0.05372242647058824,0.22573529411764706,0.07927389705882353,0.01865808823529412,0.5150065963060686,0.2895778364116095,0.19541556728232187,0.843645769518753,0.11013545708256756,0.04621877339867946,0.06332720588235294,0.10749080882352942,0.027849264705882355,0.1986672794117647,-0.0780311494722034,-0.10171067097689304,-0.06284394241246988,-0.09137503829196038,0.022132061701661095,0.0199549768855562,0.03233273766162812,0.02180920075509712
East Flushing,0.0,0.0,0.4957633530034801,0.1575124829777576,0.060152074079650675,0.1911408685126343,0.1425329096686337,0.016719624754123166,0.624451505522772,0.02515509154183689,0.5106637910376228,0.2618020608674814,0.22753414809489575,0.7416771594056912,0.1793502895995971,0.07897255099471166,0.02262066878499017,0.028294749583900738,0.009948555000756544,0.06086397336964745,-0.22433866994399662,-0.24763966295616316,-0.30630235010701956,-0.24581924237620376,0.00790563913734512,0.005252738165328106,0.011550179954438713,0.006681495905625818
Elmhurst,0.0,0.0,0.4911370617835841,0.122491423926945,0.062332530995958035,0.4319472168102985,0.05991896059189845,0.02072600791269737,0.4634904318515951,0.023917382833510633,0.5497302325581395,0.28491162790697677,0.16535813953488374,0.7511288758069371,0.17806134394755327,0.07080978024550959,0.051707445346210384,0.11429186139631616,0.013805385893405688,0.17980469263593224,-0.1197949170079379,-0.08917885113795627,-0.25384756349022775,-0.11251543967444277,0.018071101588843334,0.021217548526543836,0.016027924798845614,0.0197385128040031
Elmhurst-Maspeth,0.0,0.0,0.5069916855631141,0.12482993197278912,0.05271167681239624,0.2712773998488284,0.13560090702947847,0.007029478458049887,0.5751700680272109,0.010922146636432352,0.4330318423987114,0.35311609465989346,0.2138520629413951,0.6968057965098481,0.2072150219410144,0.09597918154913766,0.034656084656084656,0.04527588813303099,0.01383219954648526,0.0937641723356009,-0.18108095313711103,-0.2163497167779457,-0.2534828846930872,-0.20894607010298608,0.012111865560141424,0.008405177252419118,0.01605905520102778,0.01029319807548312
Far Rockaway-Bayswater,0.0,0.0,0.5432330827067671,0.13165266106442575,0.08378621250374428,0.26750700280112044,0.26500073713696004,0.41279669762641896,0.034571723426212585,0.020123839009287926,0.5622788605697151,0.2693853073463268,0.16833583208395803,0.7554722273032132,0.14697274556429485,0.09755502713249192,0.07502211410880141,0.107640424590889,0.03862597670647206,0.22128851540616248,-0.035997285951356116,-0.10143498455607092,0.08372461196697085,-0.06602209946269305,0.026219284986766574,0.019982752089892756,0.044844400201012456,0.024292503886800623
Flushing,0.0,0.0,0.5347185877760018,0.1646463074812227,0.0587072773773541,0.14460302417358584,0.0774997524647439,0.04244876020198877,0.7091248567831733,0.026323606376508196,0.616383151858023,0.2447010501026853,0.13891579803929166,0.7757335301716184,0.14744417789260011,0.07682229193578151,0.05358077429028106,0.10126313704966264,0.01922288074458605,0.17406679208452974,-0.11306179421295616,-0.11318596246315656,-0.1801669836758911,-0.11894623955311225,0.018725806485419758,0.018798849699813606,0.022317586003776375,0.019108620325438714
Forest Hills,0.0,0.0,0.5340398238781477,0.1806635772151021,0.05716048332198775,0.1517028579353064,0.5331730824791115,0.027781950977106472,0.2556309299557384,0.03171117865273717,0.35572367415558614,0.3037342707218911,0.3405420551225227,0.4333468425871722,0.3047087254769517,0.2619444319358761,0.0215529694560331,0.04184627474546694,0.010065756780806878,0.07346500098230692,-0.22817619709732517,-0.22266922344697698,-0.30470834857188206,-0.23169653562716572,0.007532491655183982,0.0077684915987871785,0.011686250132515726,0.008064805435704068
Fresh Meadows-Utopia,0.0,0.0,0.523475935828877,0.15508021390374332,0.08580152671755725,0.1246524064171123,0.3200534759358289,0.029786096256684488,0.4812299465240642,0.044278074866310156,0.3644144144144144,0.2948948948948949,0.3406906906906907,0.5316417686359883,0.2697995645972525,0.19855866676675926,0.02267379679144385,0.04037433155080214,0.00732620320855615,0.07037433155080214,-0.22414771715247678,-0.22538146934292808,-0.34196761714172513,-0.2351604291587938,0.007924206707168169,0.007495234817599406,0.008505653879902651,0.007725519417901288
Ft. Totten-Bay Terrace-Clearview,0.0,0.0,0.5352472089314194,0.2579630895420369,0.06116748906060888,0.13966735019366597,0.6107997265892002,0.006516290726817042,0.22228298017771705,0.02073365231259968,0.31762794476035744,0.3271730300568643,0.35519902518277824,0.5257509477981919,0.27022455526392536,0.2040244969378828,0.01645021645021645,0.020961494645705167,0.010480747322852584,0.047892458418774216,-0.24651652258547366,-0.26115213455301256,-0.2990642742173432,-0.2603571758982209,0.005749143680178164,0.003891366580267048,0.012168050297429471,0.005257515195269418
Glen Oaks-Floral Park-New Hyde Park,0.0,0.0,0.5495202193283071,0.24665867032213845,0.0608621425522834,0.09287183002056204,0.4512080191912269,0.04922035640849897,0.36844585332419466,0.03825394105551748,0.27862679955703207,0.32347729789590257,0.39789590254706536,0.5896772061253718,0.2260658807976204,0.1842569130770078,0.018634338588074024,0.02373200822481152,0.010580877313228241,0.052947224126113766,-0.2386663462456593,-0.2560471046090281,-0.2977024573720397,-0.2546920050911882,0.006512466887723914,0.004405694596190257,0.012284300286255698,0.005812414826490826
Glendale,0.0,0.0,0.5035117105997825,0.13179934761526932,0.06261081560283688,0.3421199565076846,0.5904963413559023,0.014840283287783947,0.04017161832554586,0.012371800523083253,0.34839255499153976,0.361082910321489,0.2905245346869712,0.7591231836195509,0.16000660501981506,0.08087021136063408,0.03150254194951365,0.06591436715742455,0.02010050251256281,0.117517411619501,-0.19241542290536362,-0.1783206472897505,-0.16823089836366933,-0.18232442914973274,0.011009742060640839,0.01223657806140307,0.023336496725111625,0.012900769718182926
Hammels-Arverne-Edgemere,0.05555555555555555,1.0,0.5354972694408122,0.10870958644206856,0.12813994310271776,0.2719534394790145,0.1583211547829654,0.4827833756377714,0.05538035535728021,0.03156167474296849,0.5890054360309318,0.23941505244621392,0.1715795115228543,0.790241885466198,0.14124457308248914,0.0685135414513128,0.09447991180165627,0.1284003794579904,0.04722713637412507,0.27010742763377177,0.0339379710682789,-0.06318208010125761,0.20070459049898212,-0.011307896590468491,0.03301954047122191,0.023836704107300197,0.0548302666882257,0.02965172288134204
Hollis,0.0,0.0,0.5250306401433016,0.13047987178278495,0.122817039334095,0.10959743565569907,0.025973413783350614,0.5866408975205053,0.1947770340341284,0.08301121900631658,0.38922056384742953,0.3107794361525704,0.30000000000000004,0.7605943863511282,0.16772151898734178,0.07168409466153,0.05138116338267182,0.06288300179126992,0.02149523899311775,0.13575940416705948,-0.12096764032129212,-0.18390633042160087,-0.1492618000260669,-0.1618795639223536,0.017957070147718485,0.011673824589963473,0.02495577282482711,0.014903330375482231
Hunters Point-Sunnyside-West Maspeth,0.0,0.0,0.4936347607805636,0.096658996503601,0.047688448214072386,0.34191495084122764,0.3771927203179632,0.018662403251352242,0.2346920479335385,0.027537877655918475,0.37372986369268896,0.3020003540449637,0.3242697822623473,0.5478940545978679,0.2839979104997388,0.16810803490239326,0.04812778292442399,0.09244538744284732,0.02523682873621612,0.16580999910348745,-0.13266094714469331,-0.12943380767165003,-0.09837434941062295,-0.1282001091217835,0.016820054610120223,0.017161891233201852,0.029299723764956796,0.01820221008893671
Jackson Heights,0.0,0.0,0.4989099639855942,0.1361344537815126,0.06377021045975974,0.5653397358943577,0.15765666266506606,0.018372148859543816,0.2400768307322929,0.0185546218487395,0.4703863128643818,0.3419604424344794,0.18765324470113875,0.7349206137246785,0.17108443388037978,0.09399495239494172,0.05775750300120047,0.10902280912364946,0.02028331332533013,0.18706362545018007,-0.09804978717545362,-0.09888776208906558,-0.16574458189248864,-0.10437993020665934,0.02018552062017724,0.020239382881865615,0.023548738380801237,0.02053538042851801
