,GeoType,GeogName,GeoID,Borough,Population,MalePop,FemalePop,PopUnder18,PopOver65,MedianAge,PopHispanic,PopNotHisp,PopWhite,PopBlack,PopNative,PopAsian,PopPacific,PopOther1,PopOther2,HHUnder10,HHI10t14E,HHI15t24E,HHI25t34E,HHI35t49E,HHI50t74E,HHI75t99E,HI100t149E,HI150t199E,HHI200plE,MedianHHInc,MeanHHInc,PopOver25,EduBelow9,Edu9t12,EduHS,EduCollND,EduAssoc,EduBachelor,EduGradProf,EduLessHS,EduaboveBach
158,NTA2010,Bedford Park-Fordham North,BX05,The Bronx,"55,995","26,934","29,061","15,006","4,347",31.7,"40,184","15,811","3,237","9,285",59.0,"2,133",69.0,342,686,"3,175","1,944","2,736","2,100","2,687","3,313","1,821","1,127",265,196,"33,643","46,892","34,490","5,897","5,127","9,913","6,399","2,247","3,606","1,301","11,024","4,907"
159,NTA2010,Belmont,BX06,The Bronx,"29,372","14,071","15,301","8,177","1,865",25.1,"18,281","11,091","5,706","4,359",0.0,553,0.0,148,325,"1,959",926,"1,718","1,326","1,231","1,025",306,511,77,37,"24,727","35,447","14,740","2,524","2,423","4,144","2,826",671,"1,329",823,"4,947","2,152"
160,NTA2010,Bronxdale,BX07,The Bronx,"37,595","18,693","18,902","8,630","4,974",35.4,"21,093","16,502","4,241","10,019",61.0,"1,221",0.0,420,540,"2,259","1,399","1,861","1,314","1,953","2,186","1,451","1,014",310,33,"35,431","46,315","25,133","3,623","3,623","7,189","4,366","2,006","2,837","1,489","7,246","4,326"
161,NTA2010,Claremont-Bathgate,BX01,The Bronx,"34,815","15,895","18,920","11,999","2,543",27.4,"20,330","14,485",400,"13,757",75.0,15,0.0,132,106,"2,752","1,599","1,779","1,253","1,318","1,275",433,367,67,0,"21,369","30,997","18,750","3,196","3,650","4,919","3,657","1,143","1,725",460,"6,846","2,185"
162,NTA2010,Co-op City,BX13,The Bronx,"48,541","20,806","27,735","8,656","10,685",45.3,"13,575","34,966","3,418","29,521",119.0,566,0.0,794,548,"1,355","1,398","1,718","2,599","3,536","3,445","2,168","2,203",768,245,"46,492","58,997","34,752","2,663","2,473","9,877","8,039","2,816","5,349","3,535","5,136","8,884"
163,NTA2010,Crotona Park East,BX75,The Bronx,"21,745","9,555","12,190","6,040","1,969",31.3,"14,777","6,968",206,"6,319",0.0,240,0.0,163,40,"2,084",888,979,847,943,948,327,303,162,52,"22,538","38,335","13,458","2,587","2,363","3,543","2,434",639,"1,562",330,"4,950","1,892"
164,NTA2010,East Concourse-Concourse Village,BX14,The Bronx,"64,516","29,696","34,820","17,479","6,969",32.3,"38,260","26,256","1,009","22,323",432.0,"1,601",0.0,320,571,"4,075","2,330","3,435","3,056","2,850","3,319","1,538","1,137",210,230,"28,772","42,894","39,380","7,835","6,144","9,882","7,148","2,002","4,515","1,854","13,979","6,369"
165,NTA2010,East Tremont,BX17,The Bronx,"44,510","20,577","23,933","13,105","4,516",30.1,"30,476","14,034",681,"12,728",0.0,358,0.0,126,141,"3,579","1,922","2,504","1,779","1,745","1,745",858,444,103,100,"22,130","34,080","25,961","4,887","5,638","6,394","4,552","1,441","2,296",753,"10,525","3,049"
166,NTA2010,Eastchester-Edenwald-Baychester,BX03,The Bronx,"35,172","15,564","19,608","8,117","4,253",35.2,"8,536","26,636","1,242","23,328",228.0,"1,086",88.0,44,620,"1,111",691,"1,046","1,291","1,570","2,010","1,451","1,405",582,290,"50,231","64,343","22,511","2,138","2,096","6,143","4,167","2,523","3,595","1,849","4,234","5,444"
167,NTA2010,Fordham South,BX40,The Bronx,"28,434","13,771","14,663","8,622","1,818",28.2,"20,613","7,821",340,"7,092",44.0,120,0.0,44,181,"1,897",909,"1,814","1,036","1,077",961,693,365,83,95,"23,992","37,885","16,007","2,845","3,088","4,657","2,603","1,017","1,310",487,"5,933","1,797"
168,NTA2010,Highbridge,BX26,The Bronx,"39,144","17,311","21,833","12,034","2,975",30.6,"25,647","13,497",664,"12,517",30.0,112,0.0,131,43,"2,462","1,517","2,392","1,493","1,664","1,768","1,063",681,83,119,"26,281","39,092","22,723","3,784","4,212","6,115","4,006","1,583","2,416",607,"7,996","3,023"
169,NTA2010,Hunts Point,BX27,The Bronx,"26,531","12,876","13,655","7,580","2,413",30.1,"19,396","7,135",263,"6,513",50.0,174,0.0,57,78,"2,076","1,069","1,328","1,077","1,226",926,381,284,37,41,"22,679","33,441","15,489","3,586","2,585","4,102","2,410","1,287","1,173",346,"6,171","1,519"
170,NTA2010,Kingsbridge Heights,BX30,The Bronx,"31,294","14,904","16,390","7,626","3,370",33.3,"23,479","7,815","1,299","4,835",196.0,"1,068",0.0,103,314,"1,539","1,006","1,865","1,253","1,718","1,661",945,590,183,122,"32,458","44,583","20,263","3,637","3,221","5,466","3,295","1,193","2,589",862,"6,858","3,451"
171,NTA2010,Longwood,BX33,The Bronx,"28,961","14,241","14,720","8,617","2,521",30.5,"21,561","7,400",330,"6,348",39.0,408,13.0,94,168,"2,178","1,120","1,183","1,077","1,142","1,250",569,405,46,70,"25,381","36,239","17,272","3,512","3,520","4,442","2,877","1,028","1,382",511,"7,032","1,893"
172,NTA2010,Melrose South-Mott Haven North,BX34,The Bronx,"43,244","19,941","23,303","13,699","3,663",28.4,"27,262","15,982",628,"14,211",179.0,261,153.0,252,298,"3,148","1,983","2,073","2,033","1,960","1,424",708,556,165,243,"24,693","39,830","24,282","4,838","4,352","6,647","4,100","1,409","1,963",973,"9,190","2,936"
173,NTA2010,Morrisania-Melrose,BX35,The Bronx,"39,939","18,955","20,984","11,007","3,339",31.6,"24,309","15,630",589,"14,149",145.0,209,0.0,113,425,"2,537","1,469","2,374","1,668","1,887","1,872",900,798,100,131,"27,931","40,974","24,396","4,140","3,886","6,847","4,510","1,638","2,452",923,"8,026","3,375"
174,NTA2010,Mott Haven-Port Morris,BX39,The Bronx,"55,080","26,262","28,818","17,134","4,585",28.9,"39,533","15,547",836,"13,870",208.0,320,0.0,89,224,"4,642","2,227","3,535","2,092","2,214","1,851",978,617,240,84,"21,469","33,368","30,750","7,037","6,027","8,327","5,030","1,585","2,161",583,"13,064","2,744"
175,NTA2010,Mount Hope,BX41,The Bronx,"52,973","24,875","28,098","14,686","3,985",30.4,"36,161","16,812",809,"14,155",86.0,923,22.0,269,548,"2,762","2,446","3,009","1,949","2,727","2,419","1,039",527,189,68,"26,762","37,552","31,640","6,198","5,108","8,971","5,025","1,838","2,974","1,526","11,306","4,500"
176,NTA2010,North Riverdale-Fieldston-Riverdale,BX22,The Bronx,"27,145","12,758","14,387","5,161","6,025",41.7,"5,926","21,219","17,274","1,660",19.0,"1,792",0.0,62,412,520,332,612,599,"1,009","1,519","1,741","1,983",999,"1,370","85,783","114,400","19,052",770,787,"2,792","2,610",942,"4,965","6,186","1,557","11,151"
177,NTA2010,Norwood,BX43,The Bronx,"42,666","20,525","22,141","11,651","3,947",32.3,"26,850","15,816","4,087","5,853",32.0,"4,780",0.0,579,485,"2,392","1,125","2,325","1,909","2,180","2,528","1,008",787,241,168,"32,396","45,403","26,784","4,399","3,853","7,604","4,134","1,287","3,756","1,751","8,252","5,507"
178,NTA2010,park-cemetery-etc-Bronx,BX99,The Bronx,"1,777",896,881,408,150,34.3,"1,018",759,211,522,0.0,26,0.0,0,0,83,73,86,53,72,164,71,52,16,43,"47,979","58,098","1,183",146,109,239,270,86,218,115,255,333
179,NTA2010,Parkchester,BX46,The Bronx,"30,826","14,527","16,299","6,377","3,577",37.4,"11,741","19,085",617,"12,700",85.0,"4,790",0.0,238,655,"1,126",620,"1,230","1,377","1,940","2,856","1,722","1,483",254,81,"50,466","57,578","21,749","1,897","2,305","5,746","4,477","1,733","3,629","1,962","4,202","5,591"
180,NTA2010,Pelham Bay-Country Club-City Island,BX10,The Bronx,"26,172","12,068","14,104","4,472","5,466",44.9,"10,188","15,984","13,506",940,28.0,"1,349",0.0,22,139,553,753,"1,007","1,227",984,"1,963","1,514","1,941",704,489,"64,636","77,055","19,504","1,675","1,503","5,881","3,837","1,428","3,206","1,974","3,178","5,180"
181,NTA2010,Pelham Parkway,BX49,The Bronx,"29,947","13,810","16,137","6,249","3,918",35.7,"13,139","16,808","9,619","4,047",45.0,"2,776",0.0,23,298,"1,052",593,962,"1,130","1,551","2,090","1,361","1,478",597,511,"54,087","70,924","21,137","2,337","1,623","5,643","3,468","1,495","3,726","2,845","3,960","6,571"
182,NTA2010,Rikers Island,BX98,The Bronx,"7,503","6,994",509,267,33,32.0,"2,240","5,263",510,"4,496",14.0,135,0.0,34,74,0,0,0,0,0,0,0,0,0,0,,,"5,322",596,"2,545","1,382",682,41,35,41,"3,141",76
183,NTA2010,Schuylerville-Throgs Neck-Edgewater Park,BX52,The Bronx,"47,580","23,187","24,393","9,808","7,407",39.0,"21,588","25,992","18,892","4,396",52.0,"1,697",11.0,483,461,"1,293",933,"1,445",993,"1,664","2,488","2,324","3,281","1,084","1,022","69,686","83,834","32,410","2,518","3,056","10,041","5,873","2,794","4,909","3,219","5,574","8,128"
184,NTA2010,Soundview-Bruckner,BX55,The Bronx,"37,866","18,500","19,366","10,597","3,863",31.5,"23,469","14,397",941,"9,498",222.0,"2,441",0.0,498,797,"1,889","1,188","2,060","1,594","1,597","1,436",903,887,207,59,"29,638","43,345","23,225","4,627","4,028","5,851","4,473","1,499","1,986",761,"8,655","2,747"
185,NTA2010,Soundview-Castle Hill-Clason Point-Harding Park,BX09,The Bronx,"56,552","25,210","31,342","13,631","7,366",35.5,"34,288","22,264","1,345","19,112",30.0,999,0.0,351,427,"3,008","1,947","2,437","2,046","2,478","3,040","1,489","1,912",596,237,"35,771","50,523","36,194","4,214","5,283","10,795","7,040","3,289","3,943","1,630","9,497","5,573"
186,NTA2010,Spuyten Duyvil-Kingsbridge,BX29,The Bronx,"31,508","14,792","16,716","6,242","6,404",40.0,"12,297","19,211","13,851","2,910",0.0,"1,649",62.0,285,454,863,656,"1,098",746,"1,393","2,348","1,738","2,333",924,"1,072","68,776","94,681","23,202","1,452","1,590","4,159","3,549",999,"5,887","5,566","3,042","11,453"
187,NTA2010,University Heights-Morris Heights,BX36,The Bronx,"55,575","24,958","30,617","15,731","4,448",30.6,"37,471","18,104",585,"16,229",53.0,959,7.0,83,188,"4,620","2,379","3,045","2,101","2,606","2,197","1,081",584,324,135,"22,776","35,107","32,908","5,036","5,343","9,677","5,966","2,596","3,255","1,035","10,379","4,290"
188,NTA2010,Van Cortlandt Village,BX28,The Bronx,"51,157","24,341","26,816","12,147","5,746",34.3,"34,206","16,951","4,457","9,067",251.0,"2,273",0.0,261,642,"2,225","1,135","2,279","1,913","2,601","3,374","2,260","1,475",393,208,"42,564","53,106","33,368","4,639","4,479","8,862","6,007","2,100","4,590","2,691","9,118","7,281"
189,NTA2010,Van Nest-Morris Park-Westchester Square,BX37,The Bronx,"29,509","14,837","14,672","7,685","3,068",34.0,"15,483","14,026","7,212","3,156",13.0,"3,149",0.0,74,422,827,576,"1,279",999,"1,309","1,732",958,"1,194",396,160,"46,002","61,485","18,982","2,292","2,372","5,422","3,044","1,659","2,776","1,417","4,664","4,193"
190,NTA2010,West Concourse,BX63,The Bronx,"37,395","17,966","19,429","10,278","2,863",31.4,"26,440","10,955",710,"8,644",33.0,679,24.0,330,535,"2,460","1,622","2,170","1,714","1,713","1,872",849,525,70,100,"26,520","37,550","22,709","4,766","3,373","5,851","3,678","1,870","2,443",728,"8,139","3,171"
191,NTA2010,West Farms-Bronx River,BX08,The Bronx,"35,752","17,105","18,647","9,474","3,741",33.0,"23,099","12,653","1,182","8,977",21.0,"1,528",0.0,566,379,"2,134","1,211","1,856","1,570","1,587","1,698",932,660,182,35,"29,306","39,917","22,461","4,479","4,406","6,430","3,802","1,263","1,643",438,"8,885","2,081"
192,NTA2010,Westchester-Unionport,BX59,The Bronx,"28,437","13,282","15,155","6,766","3,407",34.0,"18,093","10,344","1,121","4,304",0.0,"3,612",0.0,706,601,"1,161",677,"1,064",994,986,"1,628","1,172",885,217,289,"43,412","57,590","18,262","2,778","1,975","5,675","3,087","1,362","2,358","1,027","4,753","3,385"
193,NTA2010,Williamsbridge-Olinville,BX44,The Bronx,"65,043","30,020","35,023","16,285","7,851",34.7,"16,401","48,642","1,526","45,020",222.0,784,59.0,456,575,"3,014","1,422","2,646","2,282","3,176","3,787","1,936","2,326",597,297,"40,791","53,405","41,360","3,889","5,208","12,837","8,134","3,552","5,361","2,379","9,097","7,740"
194,NTA2010,Woodlawn-Wakefield,BX62,The Bronx,"44,064","20,502","23,562","9,164","6,194",38.9,"7,687","36,377","7,179","26,165",12.0,"1,937",0.0,505,579,"1,242",994,"1,061","1,368","1,936","2,381","2,250","2,394",767,470,"57,189","70,825","30,643","2,525","2,789","9,668","4,843","2,411","5,939","2,468","5,314","8,407"
