,GeoType,GeogName,GeoID,Borough,Population,MalePop,FemalePop,PopUnder18,PopOver65,MedianAge,PopHispanic,PopNotHisp,PopWhite,PopBlack,PopNative,PopAsian,PopPacific,PopOther1,PopOther2,HHUnder10,HHI10t14E,HHI15t24E,HHI25t34E,HHI35t49E,HHI50t74E,HHI75t99E,HI100t149E,HI150t199E,HHI200plE,MedianHHInc,MeanHHInc,PopOver25,EduBelow9,Edu9t12,EduHS,EduCollND,EduAssoc,EduBachelor,EduGradProf,EduLessHS,EduaboveBach
75,NTA2010,Upper West Side,MN12,Manhattan,"134,019","60,289","73,730","21,240","25,375",43.3,"21,966","112,053","88,180","9,655",72.0,"10,607",0.0,429,"3,110","4,607","2,686","3,986","3,530","4,169","7,795","6,234","9,729","6,493","16,447","99,320","176,267","106,918","3,645","4,015","8,766","9,266","2,777","34,588","43,861","7,660","78,449"
76,NTA2010,Washington Heights North,MN35,Manhattan,"73,523","36,016","37,507","12,544","10,082",37.1,"47,310","26,213","19,079","3,892",22.0,"2,028",0.0,160,"1,032","2,830","1,387","3,235","2,297","3,458","4,337","3,156","2,917","1,142","1,089","48,800","66,101","52,932","8,385","6,315","7,770","7,571","2,485","11,720","8,686","14,700","20,406"
77,NTA2010,Washington Heights South,MN36,Manhattan,"92,476","46,133","46,343","15,216","11,095",34.6,"67,385","25,091","11,476","9,238",40.0,"3,003",66.0,303,965,"4,071","2,591","3,551","3,157","3,198","5,387","2,550","3,154",959,677,"39,841","56,537","67,159","13,165","7,823","13,117","9,644","4,070","12,602","6,738","20,988","19,340"
78,NTA2010,West Village,MN23,Manhattan,"66,772","33,233","33,539","5,498","9,849",36.5,"4,032","62,740","53,660","1,339",141.0,"5,741",16.0,323,"1,520","1,593",698,"1,670","1,784","2,623","4,336","3,371","5,543","4,566","10,722","119,593","192,741","54,643",390,465,"2,905","3,476","1,291","24,252","21,864",855,"46,116"
79,NTA2010,Yorkville,MN32,Manhattan,"81,278","34,968","46,310","10,496","13,634",38.1,"8,403","72,875","60,628","2,494",35.0,"7,253",134.0,140,"2,191","1,878","1,485","3,018","1,568","3,274","5,765","5,183","8,039","4,271","9,564","99,282","150,969","66,968",914,"1,053","4,827","4,883","2,432","29,136","23,723","1,967","52,859"
80,NTA2010,Airport,QN98,Queens,0,0,0,0,0,,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
81,NTA2010,Astoria,QN70,Queens,"77,252","37,588","39,664","9,783","9,850",35.1,"20,787","56,465","38,563","2,870",49.0,"12,811",53.0,383,"1,736","2,544","1,659","3,237","2,946","4,269","6,177","4,746","5,133","2,188","1,426","59,453","76,138","61,188","5,658","3,708","11,861","6,907","4,241","18,361","10,452","9,366","28,813"
82,NTA2010,Auburndale,QN48,Queens,"20,609","10,181","10,428","3,832","3,494",43.3,"2,732","17,877","7,582",214,33.0,"9,507",0.0,56,485,267,225,395,501,696,"1,392","1,003","1,182",741,535,"74,862","92,045","15,457","1,119","1,090","3,933","2,214","1,378","3,286","2,437","2,209","5,723"
83,NTA2010,Baisley Park,QN76,Queens,"39,079","18,449","20,630","9,205","4,323",35.0,"5,132","33,947",420,"27,740",108.0,"2,109",0.0,"2,602",968,575,480,815,910,"1,540","2,103","1,802","1,806",689,251,"62,609","74,779","25,891","1,832","2,629","9,097","5,812","2,066","2,984","1,471","4,461","4,455"
84,NTA2010,Bayside-Bayside Hills,QN46,Queens,"44,864","21,722","23,142","8,320","7,751",42.7,"5,992","38,872","18,640",726,0.0,"18,741",0.0,81,684,602,380,"1,124","1,041","1,461","2,568","2,430","3,000","1,666","1,401","81,794","97,749","33,313","2,223","1,566","7,392","5,000","2,998","8,412","5,722","3,789","14,134"
85,NTA2010,Bellerose,QN43,Queens,"26,916","13,117","13,799","5,690","3,760",38.3,"5,502","21,414","7,436","1,705",29.0,"11,256",0.0,402,586,532,288,477,407,"1,050","1,344","1,186","1,520",986,402,"74,950","87,758","18,451","1,027","1,199","5,934","2,759","1,262","3,711","2,559","2,226","6,270"
86,NTA2010,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN10,Queens,"28,243","14,407","13,836","6,245","5,583",45.8,"3,469","24,774","21,974","1,726",75.0,667,0.0,198,134,564,407,710,665,"1,046","1,633","1,635","1,925","1,233","1,007","80,924","103,538","20,417",836,"1,360","4,604","4,146","1,654","4,436","3,381","2,196","7,817"
87,NTA2010,Briarwood-Jamaica Hills,QN35,Queens,"42,224","20,596","21,628","7,971","5,344",37.6,"11,399","30,825","7,020","4,892",55.0,"16,617",8.0,696,"1,537",936,330,"1,656","1,287","1,413","2,953","1,851","2,360",971,512,"62,588","75,837","30,190","3,026","2,148","6,442","4,134","2,583","7,618","4,239","5,174","11,857"
88,NTA2010,Cambria Heights,QN33,Queens,"19,546","8,823","10,723","3,458","4,010",44.4,"1,015","18,531",227,"17,681",57.0,138,0.0,114,314,201,146,302,437,627,"1,071",903,"1,400",598,396,"82,100","94,177","14,415",522,825,"3,999","3,175","1,427","2,655","1,812","1,347","4,467"
89,NTA2010,College Point,QN23,Queens,"25,875","12,841","13,034","5,903","3,469",37.4,"9,809","16,066","6,221",556,190.0,"8,363",47.0,132,557,459,250,905,840,"1,142","1,389","1,135","1,025",417,290,"55,021","73,641","17,538","2,176","1,895","6,022","2,586","1,320","2,506","1,033","4,071","3,539"
90,NTA2010,Corona,QN25,Queens,"58,626","30,733","27,893","15,325","6,196",33.9,"36,037","22,589","3,983","9,504",180.0,"8,404",0.0,229,289,"1,625",687,"1,951","2,093","2,784","3,279","1,878","1,774",374,198,"45,589","55,734","37,791","8,057","4,286","12,164","4,955","2,456","4,223","1,650","12,343","5,873"
91,NTA2010,Douglas Manor-Douglaston-Little Neck,QN45,Queens,"25,738","11,891","13,847","4,933","5,199",44.9,"3,064","22,674","11,938",409,0.0,"9,656",0.0,102,569,387,182,573,829,790,"1,598","1,435","1,971",941,978,"83,413","103,424","19,261",804,703,"3,664","3,087","1,673","5,237","4,093","1,507","9,330"
92,NTA2010,East Elmhurst,QN27,Queens,"21,760","10,950","10,810","4,697","2,841",34.6,"13,548","8,212","1,169","4,912",0.0,"1,725",0.0,189,217,546,242,662,696,977,974,782,808,252,125,"48,362","64,815","14,691","2,334","1,384","5,750","1,930",996,"1,618",679,"3,718","2,297"
93,NTA2010,East Flushing,QN52,Queens,"26,436","13,330","13,106","4,261","4,164",42.0,"5,053","21,383","3,768",442,53.0,"16,508",0.0,149,463,663,446,941,925,"1,287","1,170","1,015","1,099",434,366,"48,666","68,975","19,855","2,765","2,291","5,252","2,347","2,071","3,561","1,568","5,056","5,129"
94,NTA2010,Elmhurst,QN29,Queens,"83,663","42,573","41,090","16,419","10,248",37.2,"36,138","47,525","5,013","1,734",141.0,"38,777",0.0,479,"1,381","2,327","1,522","3,599","3,273","4,053","5,119","2,538","2,685",994,765,"44,367","59,604","59,794","10,703","6,437","17,097","6,969","3,707","10,647","4,234","17,140","14,881"
95,NTA2010,Elmhurst-Maspeth,QN50,Queens,"26,460","13,045","13,415","4,708","3,303",38.3,"7,178","19,282","3,588",186,25.0,"15,219",15.0,27,222,392,383,657,715,"1,348","1,794","1,056","1,016",423,287,"56,797","70,987","19,598","2,655","1,677","5,446","2,322","1,556","4,061","1,881","4,332","5,942"
96,NTA2010,Far Rockaway-Bayswater,QN15,Queens,"54,264","24,786","29,478","16,068","7,144",32.7,"14,516","39,748","14,380","22,400",90.0,"1,876",57.0,283,662,"2,747","1,061","1,678","1,567","2,323","2,651","1,841","1,715",628,464,"43,722","59,238","32,802","4,080","5,126","7,789","5,392","2,394","4,821","3,200","9,206","8,021"
97,NTA2010,Flushing,QN22,Queens,"70,697","32,894","37,803","11,375","11,640",42.9,"10,223","60,474","5,479","3,001",64.0,"50,133",22.0,748,"1,027","3,233","1,787","4,137","3,015","3,735","4,064","2,251","2,183",891,511,"37,698","52,996","54,190","6,925","7,923","15,239","5,300","6,650","7,990","4,163","14,848","12,153"
98,NTA2010,Forest Hills,QN17,Queens,"86,531","40,320","46,211","15,724","15,633",41.8,"13,127","73,404","46,136","2,404",222.0,"22,120",72.0,231,"2,219","2,877","2,129","3,131","2,355","3,473","6,943","4,981","6,702","3,376","3,291","70,278","93,862","66,621","2,884","1,954","11,147","7,933","4,952","20,300","17,451","4,838","37,751"
99,NTA2010,Fresh Meadows-Utopia,QN41,Queens,"18,700","8,911","9,789","3,402","2,900",41.8,"2,331","16,369","5,985",557,118.0,"8,999",0.0,266,444,518,267,414,455,773,"1,056",908,"1,096",644,529,"71,429","86,706","13,321",775,677,"2,681","2,008",941,"3,594","2,645","1,452","6,239"
100,NTA2010,Ft. Totten-Bay Terrace-Clearview,QN47,Queens,"21,945","10,199","11,746","3,336","5,661",48.2,"3,065","18,880","13,404",143,49.0,"4,878",0.0,40,366,519,398,718,566,927,"1,728","1,494","1,716","1,046",736,"76,137","92,041","17,145",748,910,"3,830","2,182","1,344","4,633","3,498","1,658","8,131"
101,NTA2010,Glen Oaks-Floral Park-New Hyde Park,QN44,Queens,"23,344","10,516","12,828","3,325","5,758",48.8,"2,168","21,176","10,533","1,149",26.0,"8,601",0.0,118,749,302,196,567,619,832,"1,449","1,472","1,959",964,670,"84,340","99,771","18,154",887,824,"4,972","2,427","1,595","4,104","3,345","1,711","7,449"
102,NTA2010,Glendale,QN19,Queens,"34,029","16,895","17,134","6,926","4,485",39.2,"11,642","22,387","20,094",505,12.0,"1,367",8.0,6,395,608,329,987,910,"1,284","2,199","2,069","2,206",713,515,"70,509","81,563","24,224","1,750","1,768","8,578","4,745","1,548","3,876","1,959","3,518","5,835"
103,NTA2010,Hammels-Arverne-Edgemere,QN12,Queens,"39,003","18,117","20,886","11,438","4,240",34.2,"10,607","28,396","6,175","18,830",45.0,"2,160",0.0,357,829,"1,803",890,"1,800","1,473","1,727","2,015","1,112","1,464",475,302,"39,374","56,077","24,185","2,143","3,849","6,669","4,618","1,833","3,416","1,657","5,992","5,073"
104,NTA2010,Hollis,QN07,Queens,"21,214","10,076","11,138","4,302","2,768",37.8,"2,325","18,889",551,"12,445",9.0,"4,132",0.0,"1,012",740,438,192,587,433,697,"1,065",809,"1,078",420,311,"66,176","78,912","14,536","1,315","1,099","4,619","2,697","1,326","2,438","1,042","2,414","3,480"
105,NTA2010,Hunters Point-Sunnyside-West Maspeth,QN31,Queens,"66,926","33,889","33,037","10,833","6,469",36.2,"22,883","44,043","25,244","1,249",72.0,"15,707",0.0,222,"1,549","1,481","1,070","2,508","2,272","3,225","4,921","3,609","4,462","2,103","2,594","67,822","91,724","51,687","4,405","4,035","10,660","5,315","3,904","14,679","8,689","8,440","23,368"
106,NTA2010,Jackson Heights,QN28,Queens,"104,125","52,176","51,949","19,792","14,175",39.0,"58,866","45,259","16,416","1,913",126.0,"24,998",95.0,429,"1,282","2,139","1,668","4,491","4,600","4,368","7,952","4,600","4,109","1,696","1,083","53,288","67,112","74,887","10,145","7,495","22,493","8,965","5,938","12,812","7,039","17,640","19,851"
107,NTA2010,Jamaica,QN61,Queens,"55,597","27,271","28,326","13,430","6,391",35.2,"20,129","35,468","2,000","9,362",500.0,"17,430",0.0,"4,171","2,005","1,297","1,226","2,131","1,853","2,665","2,923","1,657","1,330",574,296,"42,970","55,954","37,356","7,091","4,499","10,312","4,861","2,651","5,617","2,325","11,590","7,942"
108,NTA2010,Jamaica Estates-Holliswood,QN06,Queens,"26,757","12,363","14,394","5,386","4,693",41.9,"3,539","23,218","6,333","6,668",0.0,"8,732",0.0,488,997,327,254,682,718,"1,312","1,739","1,235","1,237",886,851,"69,745","93,424","19,096","1,419","1,045","3,951","2,615","1,463","4,963","3,640","2,464","8,603"
109,NTA2010,Kew Gardens,QN60,Queens,"23,719","11,513","12,206","4,988","3,275",38.3,"5,829","17,890","10,983","1,546",68.0,"4,520",0.0,161,612,706,325,925,904,"1,027","2,016","1,371","1,465",664,612,"63,518","82,749","17,166",868,"1,015","2,945","2,489","1,767","4,663","3,419","1,883","8,082"
110,NTA2010,Kew Gardens Hills,QN37,Queens,"38,404","18,401","20,003","8,949","5,284",35.9,"5,053","33,351","20,078","2,720",61.0,"9,133",0.0,0,"1,359",627,691,"1,216","1,227","1,455","2,254","1,797","2,188","1,164",580,"64,561","81,683","25,294","1,588","1,282","6,001","3,061","2,645","5,977","4,740","2,870","10,717"
111,NTA2010,Laurelton,QN66,Queens,"26,924","12,599","14,325","5,568","4,429",40.6,"1,790","25,134",311,"23,802",73.0,228,35.0,166,519,235,244,548,567,800,"1,334","1,247","1,598","1,007",554,"81,795","96,095","18,940",754,"1,148","5,047","4,281","2,316","3,346","2,048","1,902","5,394"
112,NTA2010,Lindenwood-Howard Beach,QN57,Queens,"28,247","13,364","14,883","5,526","5,972",45.0,"6,225","22,022","19,667",466,0.0,"1,170",0.0,317,402,646,470,700,752,"1,377","1,635","1,556","1,508","1,097",736,"68,531","92,838","20,902","1,457","1,804","6,436","3,430","2,069","3,803","1,903","3,261","5,706"
113,NTA2010,Maspeth,QN30,Queens,"29,111","14,198","14,913","6,193","3,769",38.9,"8,874","20,237","15,685",401,60.0,"3,716",0.0,26,349,858,522,994,"1,005","1,139","1,920","1,589","1,580",699,532,"62,820","79,157","20,673","1,674","1,368","7,056","3,398","1,740","3,709","1,728","3,042","5,437"
114,NTA2010,Middle Village,QN21,Queens,"38,033","17,839","20,194","7,018","7,384",43.5,"6,757","31,276","26,824",334,0.0,"3,693",0.0,16,409,928,484,"1,165","1,267","1,405","2,304","2,112","2,854","1,398",714,"72,118","85,918","28,751","1,982","1,731","8,973","4,802","2,215","5,689","3,359","3,713","9,048"
115,NTA2010,Murray Hill,QN51,Queens,"52,659","24,719","27,940","8,773","9,190",43.4,"7,756","44,903","12,939",741,124.0,"29,772",34.0,465,828,"1,524",906,"2,140","1,903","2,025","3,025","2,113","2,072",898,"1,109","52,762","72,306","40,056","4,706","4,319","10,819","5,554","4,217","6,492","3,949","9,025","10,441"
116,NTA2010,North Corona,QN26,Queens,"54,677","29,987","24,690","14,759","3,437",30.2,"48,057","6,620",547,"1,811",64.0,"3,855",0.0,150,193,563,554,"1,627","1,660","2,042","2,124","1,532","1,518",383,175,"47,218","60,921","34,053","11,721","4,415","10,740","3,273","1,408","1,764",732,"16,136","2,496"
117,NTA2010,Oakland Gardens,QN42,Queens,"28,669","14,015","14,654","5,858","5,168",43.9,"2,307","26,362","11,361",766,37.0,"13,318",53.0,44,783,524,356,"1,010",837,"1,197","1,959","1,254","1,972",990,952,"70,660","95,781","21,146","1,285",894,"4,475","3,052","1,900","5,411","4,129","2,179","9,540"
118,NTA2010,Old Astoria,QN71,Queens,"28,110","13,917","14,193","4,673","3,151",34.2,"8,538","19,572","10,670","3,332",87.0,"4,914",28.0,148,393,911,532,"1,335","1,095","1,502","1,757","1,505","1,601",575,626,"55,087","75,984","20,661","2,123","1,838","4,260","2,484","1,186","5,961","2,809","3,961","8,770"
119,NTA2010,Ozone Park,QN56,Queens,"23,415","11,419","11,996","5,404","2,448",37.1,"10,181","13,234","5,389","1,350",0.0,"5,496",0.0,374,625,389,274,732,415,586,"1,337","1,033","1,373",505,310,"70,275","82,307","15,506","1,545","1,810","4,882","2,655","1,116","2,238","1,260","3,355","3,498"
120,NTA2010,park-cemetery-etc-Queens,QN99,Queens,366,212,154,85,101,40.8,33,333,251,51,0.0,20,0.0,0,11,0,4,19,25,9,26,8,27,11,7,"58,460","75,310",259,27,19,65,62,22,24,40,46,64
121,NTA2010,Pomonok-Flushing Heights-Hillcrest,QN38,Queens,"36,416","16,753","19,663","7,603","4,677",36.1,"7,976","28,440","11,988","3,730",0.0,"11,603",0.0,277,842,"1,369",640,"1,201","1,305","1,244","2,098","1,190","1,513",628,717,"52,068","74,858","23,427","1,961","1,594","6,356","3,410","2,618","4,654","2,834","3,555","7,488"
122,NTA2010,Queens Village,QN34,Queens,"54,732","26,092","28,640","10,417","7,443",39.9,"9,161","45,571","3,499","26,241",125.0,"9,152",71.0,"3,322","3,161",820,591,"1,270","1,286","1,696","2,492","2,436","3,099","1,194",654,"70,880","81,963","38,688","2,904","3,408","12,431","7,402","4,407","5,573","2,563","6,312","8,136"
123,NTA2010,Queensboro Hill,QN62,Queens,"21,460","10,667","10,793","4,039","3,128",39.9,"3,615","17,845","2,985",306,37.0,"14,198",0.0,6,313,396,203,627,679,717,"1,336",723,834,310,224,"55,740","69,947","15,504","2,571","2,063","4,570","1,614","1,033","2,248","1,405","4,634","3,653"
124,NTA2010,Queensbridge-Ravenswood-Long Island City,QN68,Queens,"18,927","9,084","9,843","3,527","2,023",35.6,"7,364","11,563","3,181","3,871",94.0,"3,707",38.0,199,473,"1,353",992,"1,216",808,914,927,666,510,215,204,"28,870","49,300","13,232","1,716","1,546","3,967","1,965",737,"2,332",969,"3,262","3,301"
125,NTA2010,Rego Park,QN18,Queens,"28,106","13,170","14,936","4,409","5,377",44.3,"4,896","23,210","12,501",949,39.0,"9,008",0.0,96,617,"1,213",478,"1,299",979,"1,563","1,844","1,576","1,858",913,537,"57,539","74,753","21,975","1,330","1,018","4,595","2,729","1,535","6,611","4,157","2,348","10,768"
126,NTA2010,Richmond Hill,QN54,Queens,"68,275","34,282","33,993","15,878","6,496",34.4,"24,995","43,280","6,813","5,333",432.0,"21,241",0.0,"6,804","2,657","1,101",656,"1,562","1,537","2,331","3,601","2,447","2,477","1,080",681,"60,779","75,506","44,763","7,335","5,146","13,702","6,030","2,823","7,067","2,660","12,481","9,727"
127,NTA2010,Ridgewood,QN20,Queens,"72,964","35,907","37,057","16,753","6,127",33.7,"35,051","37,913","29,940","1,274",38.0,"5,810",0.0,268,583,"2,249","1,062","2,482","2,062","3,203","4,043","3,522","3,736","1,104",735,"55,788","69,489","48,452","5,863","3,818","15,487","8,501","3,131","7,823","3,829","9,681","11,652"
128,NTA2010,Rosedale,QN05,Queens,"27,462","12,398","15,064","6,235","2,862",35.7,"2,316","25,146","1,031","23,124",15.0,457,0.0,114,405,253,133,406,463,686,"1,283","1,278","1,617",994,506,"86,452","96,902","18,371",731,"1,449","5,144","4,274","1,848","3,151","1,774","2,180","4,925"
129,NTA2010,South Jamaica,QN01,Queens,"41,606","19,779","21,827","10,899","4,241",33.6,"7,389","34,217",163,"27,053",56.0,"2,781",0.0,"3,321",843,"1,108",750,"1,394","1,224","1,843","2,030","1,447","1,678",433,259,"48,375","63,738","26,097","2,594","2,906","9,189","4,955","2,264","2,879","1,310","5,500","4,189"
130,NTA2010,South Ozone Park,QN55,Queens,"85,411","42,136","43,275","18,459","8,906",37.0,"18,821","66,590","4,553","18,923",758.0,"22,174",73.0,"15,095","5,014","1,219",755,"1,957","1,954","2,988","4,095","2,844","3,747","1,410","1,136","62,651","79,339","57,489","7,759","7,303","19,127","9,315","3,750","7,856","2,379","15,062","10,235"
131,NTA2010,Springfield Gardens North,QN02,Queens,"27,577","11,179","16,398","6,037","4,357",39.0,"1,858","25,719",290,"24,482",0.0,606,0.0,120,221,642,378,972,"1,238","1,704","1,978","1,409","1,543",432,168,"53,006","64,767","19,045",904,"1,533","5,822","4,215","1,688","3,476","1,407","2,437","4,883"
132,NTA2010,Springfield Gardens South-Brookville,QN03,Queens,"21,900","9,385","12,515","5,334","2,536",34.2,"1,560","20,340",435,"18,930",0.0,273,66.0,283,353,185,224,255,406,689,"1,202","1,019","1,142",565,255,"75,244","87,089","13,987",623,"1,335","4,042","3,734",896,"2,108","1,249","1,958","3,357"
133,NTA2010,St. Albans,QN08,Queens,"54,626","25,068","29,558","12,614","7,175",38.0,"3,724","50,902",580,"47,742",185.0,829,49.0,202,"1,315",645,615,"1,137","1,160","1,771","2,972","2,553","3,085","1,135",644,"71,487","83,969","36,290","1,960","2,449","11,396","8,623","3,645","5,163","3,054","4,409","8,217"
134,NTA2010,Steinway,QN72,Queens,"48,179","23,909","24,270","7,053","6,156",35.6,"10,184","37,995","30,027",846,92.0,"5,986",0.0,65,979,"1,065",689,"1,524","1,763","2,390","3,938","2,345","3,587","1,330","1,084","64,259","86,460","36,920","2,983","2,181","7,683","4,503","2,544","11,052","5,974","5,164","17,026"
135,NTA2010,Whitestone,QN49,Queens,"31,090","15,206","15,884","6,293","6,533",43.7,"4,431","26,659","19,142",170,55.0,"6,570",0.0,164,558,337,351,895,682,975,"2,053","1,393","2,377","1,208",823,"79,557","98,714","22,768","1,858","1,221","6,239","3,513","1,718","5,141","3,078","3,079","8,219"
136,NTA2010,Woodhaven,QN53,Queens,"62,821","30,752","32,069","14,595","6,375",35.5,"33,923","28,898","9,801","2,169",133.0,"15,003",48.0,484,"1,260",939,569,"1,606","1,510","2,074","3,302","2,456","2,966","1,100",802,"64,408","79,620","41,131","5,768","4,084","12,519","6,344","3,315","6,520","2,581","9,852","9,101"
137,NTA2010,Woodside,QN63,Queens,"45,702","23,401","22,301","8,852","6,341",38.1,"16,065","29,637","10,245",400,26.0,"18,007",0.0,105,854,"1,002",589,"1,556","1,981","2,681","3,226","1,906","1,871",585,625,"51,485","67,859","33,363","4,443","3,069","9,211","3,835","2,292","7,145","3,368","7,512","10,513"
138,NTA2010,Annadale-Huguenot-Prince's Bay-Eltingville,SI01,Staten Island,"28,698","14,069","14,629","5,927","4,948",42.8,"2,025","26,673","25,446",145,30.0,912,15.0,0,125,373,184,554,556,974,"1,427","1,312","2,265","1,139","1,226","92,853","111,603","20,340",592,932,"6,659","3,908","1,392","4,231","2,626","1,524","6,857"
139,NTA2010,Arden Heights,SI48,Staten Island,"26,482","13,082","13,400","5,927","3,647",40.0,"3,353","23,129","20,642",394,14.0,"1,730",12.0,61,276,414,227,410,503,892,"1,674","1,126","2,179",959,711,"84,490","101,280","18,338",562,866,"5,611","3,702","1,420","4,021","2,156","1,428","6,177"
140,NTA2010,Charleston-Richmond Valley-Tottenville,SI11,Staten Island,"24,794","12,202","12,592","6,311","2,844",38.1,"2,392","22,402","20,473",227,63.0,"1,206",0.0,0,433,172,356,624,315,800,"1,232","1,201","1,515",820,"1,082","86,645","110,587","16,463",540,791,"4,986","3,054","1,709","3,700","1,683","1,331","5,383"
141,NTA2010,Grasmere-Arrochar-Ft. Wadsworth,SI14,Staten Island,"15,896","7,362","8,534","3,580","2,223",40.0,"2,339","13,557","10,182",951,9.0,"2,019",0.0,130,266,535,277,355,368,628,695,858,"1,138",430,385,"74,103","87,520","10,967",656,618,"2,958","1,636",881,"2,490","1,728","1,274","4,218"
142,NTA2010,Great Kills,SI54,Staten Island,"43,602","21,261","22,341","8,877","7,128",42.4,"3,829","39,773","36,834",91,73.0,"2,422",0.0,0,353,500,508,904,966,"1,122","2,245","2,341","3,807","1,985","1,139","91,161","101,281","31,109",881,"1,375","10,523","5,828","2,480","6,086","3,936","2,256","10,022"
143,NTA2010,Grymes Hill-Clifton-Fox Hills,SI08,Staten Island,"21,636","10,048","11,588","5,239","2,479",33.5,"5,959","15,677","6,239","6,602",207.0,"2,085",0.0,39,505,"1,288",313,541,561,749,"1,273",745,"1,238",400,502,"55,814","74,425","13,354",859,"1,166","3,388","2,428","1,103","2,482","1,928","2,025","4,410"
144,NTA2010,Mariner's Harbor-Arlington-Port Ivory-Graniteville,SI12,Staten Island,"29,956","14,216","15,740","7,775","2,956",33.1,"10,374","19,582","6,913","9,054",0.0,"3,039",0.0,112,464,"1,753",421,714,658,882,"1,623","1,473","1,612",608,296,"59,106","68,202","18,728",995,"2,292","5,417","3,656","1,591","3,145","1,632","3,287","4,777"
145,NTA2010,New Brighton-Silver Lake,SI35,Staten Island,"18,083","9,327","8,756","4,397","2,365",39.4,"5,219","12,864","9,883","1,754",0.0,840,0.0,0,387,506,109,419,541,656,938,578,"1,211",605,573,"72,283","96,088","12,171",943,516,"3,274","2,165",859,"2,230","2,184","1,459","4,414"
146,NTA2010,New Dorp-Midland Beach,SI45,Staten Island,"21,358","10,367","10,991","4,621","3,179",40.1,"3,043","18,315","16,380",208,0.0,"1,582",0.0,7,138,397,387,562,541,759,"1,070","1,081","1,449",896,520,"77,658","92,357","15,021",389,933,"5,176","2,935",964,"2,914","1,710","1,322","4,624"
147,NTA2010,New Springville-Bloomfield-Travis,SI05,Staten Island,"40,907","19,502","21,405","8,873","6,862",41.6,"5,771","35,136","25,847","2,096",15.0,"6,211",156.0,130,681,874,567,894,910,"1,255","2,296","1,801","2,551","1,445","1,161","76,123","93,531","28,723","1,191","1,956","9,560","4,991","2,303","5,204","3,518","3,147","8,722"
148,NTA2010,Oakwood-Oakwood Beach,SI25,Staten Island,"20,618","9,333","11,285","3,785","4,345",45.5,"2,500","18,118","16,952",544,0.0,448,0.0,67,107,433,325,834,565,611,"1,200",997,"1,592",743,687,"75,638","94,894","14,987",539,752,"5,263","2,668","1,176","2,535","2,054","1,291","4,589"
149,NTA2010,Old Town-Dongan Hills-South Beach,SI36,Staten Island,"24,927","11,772","13,155","4,815","3,735",40.7,"3,969","20,958","17,312","1,107",49.0,"2,118",0.0,31,341,707,376,785,785,762,"1,470",930,"1,672",669,405,"65,994","78,779","17,645","1,010","1,357","6,147","2,847","1,508","2,840","1,936","2,367","4,776"
150,NTA2010,park-cemetery-etc-Staten Island,SI99,Staten Island,0,0,0,0,0,,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
151,NTA2010,Port Richmond,SI28,Staten Island,"19,141","9,770","9,371","4,197","2,350",34.4,"6,674","12,467","7,691","2,908",15.0,"1,203",2.0,245,403,832,190,491,647,635,807,841,966,663,288,"62,339","76,264","12,918",567,"1,125","4,962","2,487",946,"1,770","1,061","1,692","2,831"
152,NTA2010,Rossville-Woodrow,SI32,Staten Island,"21,397","10,470","10,927","4,811","2,998",40.5,"1,990","19,407","18,050",18,17.0,988,0.0,108,226,273,258,614,332,488,961,"1,075","1,668",923,843,"93,405","110,151","14,823",272,716,"4,447","3,057","1,531","2,711","2,089",988,"4,800"
153,NTA2010,Stapleton-Rosebank,SI37,Staten Island,"26,247","12,912","13,335","6,092","3,239",36.0,"8,511","17,736","9,594","5,081",19.0,"2,301",0.0,163,578,"1,052",455,"1,191",891,915,"1,294","1,235","1,329",573,382,"53,120","70,987","17,828","1,966","1,741","5,508","2,923","1,082","2,841","1,767","3,707","4,608"
154,NTA2010,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,Staten Island,"32,276","15,561","16,715","6,443","6,052",43.8,"3,323","28,953","22,789",700,0.0,"4,981",12.0,44,427,558,335,871,770,"1,119","1,726","1,264","2,408","1,115","1,437","83,355","117,984","23,241","1,172","1,204","7,071","3,625","1,728","4,577","3,864","2,376","8,441"
155,NTA2010,West New Brighton-New Brighton-St. George,SI22,Staten Island,"33,175","15,887","17,288","9,034","3,645",35.0,"10,090","23,085","7,818","11,829",52.0,"1,914",0.0,144,"1,328","1,830",728,"1,265",857,"1,468","1,752","1,318","1,586",851,419,"48,899","67,064","20,844","1,226","2,084","6,117","3,792","1,645","3,703","2,277","3,310","5,980"
156,NTA2010,Westerleigh,SI07,Staten Island,"24,131","11,954","12,177","5,124","3,812",40.9,"3,758","20,373","17,293",861,0.0,"1,580",0.0,274,365,782,199,659,442,740,"1,486","1,255","1,743",851,910,"79,491","97,239","16,840",441,838,"4,930","3,033","1,515","3,195","2,888","1,279","6,083"
157,NTA2010,Allerton-Pelham Gardens,BX31,The Bronx,"32,450","15,235","17,215","6,824","5,659",40.7,"11,096","21,354","7,178","10,659",0.0,"2,648",0.0,456,413,667,319,931,829,"1,108","1,824","1,173","1,433",627,508,"59,992","78,914","22,699","2,752","2,145","6,041","3,734","2,162","3,406","2,459","4,897","5,865"
