,GeogName,Pop_1E,MaleEN,FemEN,PopUnd18N,PopOv65N,HispN,NotHispN,WhiteN,BlackN,NativeN,AsianN,PacificN,OtherRace1N,OtherRace2N,HHPop,HHINC_U10N,HHINC_10t14N,HHINC_15t24N,HHINC_25t34N,HHINC_35t49N,HHINC_50t74N,HHINC_75t99N,HHINC_100t149N,HHINC_150t199N,HHINC_200plN,Pop16yrsOver,Labor_forceN,CivilianLF,CLF_UnemployedN,PopOver25,EduOtherN,EduBachelor,EduGradProf,NTA,GardenCounts,HasGarden
40,Lenox Hill-Roosevelt Island,82051.0,0.443724025301337,0.5562759746986631,0.14595800173063095,0.1662868216109493,0.09033406052333305,0.909665939476667,0.7199059121765731,0.038963571437276814,0.004021888825242837,0.11955978598676432,0.0009384407258899953,0.0004996892176816858,0.02577665110723818,43924.0,0.05045077861761224,0.02893634459520991,0.04475912940533649,0.0502003460522721,0.06754849285128858,0.13211456151534468,0.10429378016574083,0.15479009197705126,0.09359347964666241,0.27331299517348145,71047.0,0.7303334412431207,51868.0,0.03572530269144752,66066.0,0.216889171434626,0.38140647231556324,0.40170435624981077,Lenox Hill-Roosevelt Island,1,1
41,Lower East Side,72789.0,0.4529118410748877,0.5470881589251123,0.15422660017310308,0.17946392998942148,0.3957328717251233,0.6042671282748767,0.2197584799901084,0.1100028850513127,0.002665237879349902,0.24167113162703155,0.0005632719229553916,0.010633474838231051,0.018972646965887702,32016.0,0.16857196401799102,0.1315592203898051,0.14064842578710646,0.09495252373813093,0.09788855572213893,0.12153298350824587,0.05244252873563218,0.09726386806596701,0.03492003998001,0.06021989005497251,63080.0,0.5256816740646798,33074.0,0.09022192658886134,55258.0,0.6562307720149119,0.23357703861884252,0.11019218936624561,Lower East Side,26,1
42,Marble Hill-Inwood,52681.0,0.4784647216263928,0.5215352783736071,0.21241054649683946,0.11748068563618762,0.7344013970881342,0.26559860291186577,0.15882386439133653,0.07509348721550464,1.8982175736982972e-05,0.016438564188227256,0.0005504830963725063,0.0022968432641749395,0.012376378580512899,19057.0,0.11554809256441202,0.07325392244319673,0.16120060870021513,0.10814923650102325,0.1106679960119641,0.1437267145930629,0.13732486750275488,0.09193472214934145,0.029962743348900665,0.028231096185128823,43004.0,0.6606594735373453,28361.0,0.12266845315750502,35991.0,0.7078714122975188,0.17026478841932705,0.12186379928315412,Marble Hill-Inwood,2,1
43,Morningside Heights,53707.0,0.4465898300035377,0.5534101699964623,0.12843763382799261,0.12622190775876516,0.2197665108831251,0.7802334891168748,0.4836985867763979,0.11106559666337722,0.0017874764928221647,0.14942186307185282,0.0005027277636062338,0.011246206267339453,0.022511032081479136,19319.0,0.16382835550494332,0.061028003519850924,0.08975619856100213,0.0695688182618148,0.05388477664475387,0.1186396811429163,0.1002122263057094,0.11636213054505927,0.07350276929447694,0.15321704021947305,47336.0,0.5117880682778435,24206.0,0.06816491778897794,33214.0,0.3435900523875474,0.2703077015716264,0.38610224604082616,Morningside Heights,3,1
44,park-cemetery-etc-Manhattan,1765.0,0.8776203966005666,0.12237960339943343,0.0033994334277620396,0.09405099150141644,0.2028328611898017,0.7971671388101983,0.21869688385269123,0.511614730878187,0.00793201133144476,0.028895184135977338,0.017563739376770537,0.0056657223796034,0.006798866855524079,0.0,,,,,,,,,,,1759.0,0.18590108015918136,327.0,0.4617737003058104,1677.0,0.9385807990459153,0.042337507453786526,0.01908169350029815,park-cemetery-etc-Manhattan,2,1
45,Upper West Side,134019.0,0.4498541251613577,0.5501458748386423,0.15848499093412127,0.18933882509196456,0.16390213327960962,0.8360978667203904,0.6579664077481551,0.0720420238921347,0.0005372372574038009,0.07914549429558496,0.0,0.0032010386586976474,0.02320566486841418,65676.0,0.07014739021864913,0.04089774042268104,0.060691881356964496,0.05374870576770814,0.06347828735002131,0.11868871429441501,0.09492051891101773,0.14813630549972592,0.09886412083561727,0.25042633534319997,114942.0,0.6943153938508118,79806.0,0.05445705836653886,106918.0,0.266269477543538,0.3235002525299762,0.4102302699264857,Upper West Side,4,1
46,Washington Heights North,73523.0,0.4898603158195395,0.5101396841804605,0.17061327747779606,0.13712715748813298,0.643472110768059,0.356527889231941,0.2594970281408539,0.05293581600315547,0.00029922609251526735,0.02758320525549828,0.0,0.002176189763747399,0.014036423976170722,25848.0,0.10948622717424945,0.05365985762921696,0.12515475085112968,0.08886567626121944,0.1337821108016094,0.16778861033735684,0.12209842154131847,0.11285205818632002,0.044181367997523986,0.04213091922005571,62317.0,0.6640082160566138,41371.0,0.10565371878852337,52932.0,0.6144865109952392,0.22141615657825134,0.16409733242650948,Washington Heights North,4,1
47,Washington Heights South,92476.0,0.4988645702668801,0.50113542973312,0.16453998875383882,0.11997707513300748,0.7286755482503569,0.27132445174964315,0.12409706302175699,0.09989618928154331,0.0004325446602361694,0.032473290367230415,0.0007136986893896795,0.0032765258012889833,0.010435139928197586,29295.0,0.1389656938044035,0.08844512715480457,0.12121522444103089,0.10776583034647551,0.10916538658474143,0.18388803550093874,0.08704557091653865,0.10766342379245605,0.032735961768219836,0.023109745690390853,79005.0,0.6459338016581229,51032.0,0.1298401003292052,67159.0,0.7120266829464406,0.1876442472341756,0.10032906981938385,Washington Heights South,6,1
48,West Village,66772.0,0.4977086203797999,0.5022913796202001,0.08233990295333374,0.1475019469238603,0.06038459234409633,0.9396154076559037,0.8036302641825915,0.020053315761097465,0.00211166357155694,0.0859791529383574,0.00023962139819085843,0.004837356975977955,0.022764032828131553,36906.0,0.04316371321736303,0.018912913889340487,0.045250094835528096,0.04833902346501924,0.07107245434346719,0.1174876713813472,0.09134016149135642,0.15019238064271392,0.12371972037067143,0.290521866363193,61658.0,0.7275454928800804,44844.0,0.04515654268129515,54643.0,0.15604926523067914,0.4438262906502205,0.40012444411910036,West Village,2,1
49,Astoria,77252.0,0.4865634546678403,0.5134365453321597,0.1266374980583027,0.12750478952001243,0.269080412157614,0.730919587842386,0.4991844871330192,0.03715114171801377,0.0006342877854295034,0.16583389426810957,0.0006860663801584425,0.004957800445295915,0.02247191011235955,34325.0,0.07411507647487255,0.04833211944646759,0.09430444282592862,0.08582665695557173,0.12436999271667881,0.17995630007283323,0.1382665695557174,0.14954115076474872,0.06374362709395484,0.04154406409322651,68317.0,0.7248415474918395,49519.0,0.06926634221208021,61188.0,0.5291070144472773,0.30007517813950446,0.17081780741321828,Astoria,1,1
50,Baisley Park,39079.0,0.4720949870774585,0.5279050129225415,0.2355485043117787,0.110622073236265,0.13132372885693083,0.8686762711430692,0.010747460272780777,0.7098441618260447,0.0027636326415721997,0.053967604084034906,0.0,0.06658307530898948,0.024770337009647127,10971.0,0.05241090146750524,0.04375170905113481,0.07428675599307265,0.08294594840944308,0.1403700665390575,0.1916871752802844,0.1642512077294686,0.16461580530489472,0.06280193236714976,0.022878497857989243,31094.0,0.6618961857593105,20566.0,0.10468734805017992,25891.0,0.8279324861921131,0.11525240431037813,0.05681510949750879,Baisley Park,3,1
51,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,28243.0,0.5101086995007612,0.48989130049923874,0.22111673689055694,0.19767730057005276,0.12282689515986261,0.8771731048401373,0.778033495025316,0.06111248805013632,0.002655525262897001,0.023616471338030662,0.0,0.007010586694048083,0.004744538469709308,10825.0,0.05210161662817552,0.037598152424942265,0.06558891454965358,0.06143187066974596,0.09662817551963049,0.15085450346420323,0.1510392609699769,0.17782909930715934,0.11390300230946883,0.09302540415704388,22761.0,0.5775668907341506,13146.0,0.06610375779704854,20417.0,0.617132781505608,0.21726992212372043,0.1655972963706715,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,1,1
52,Briarwood-Jamaica Hills,42224.0,0.48777946191739296,0.512220538082607,0.18877889352027283,0.12656309208033345,0.2699649488442592,0.7300350511557409,0.16625615763546797,0.1158582796513831,0.0013025767336112164,0.39354395604395603,0.00018946570670708602,0.016483516483516484,0.036401098901098904,14269.0,0.0655967481953886,0.023127058658630597,0.11605578526876445,0.09019552876865933,0.0990258602565001,0.20695213399677623,0.12972177447613709,0.1653935104071764,0.06804961805312215,0.03588198191884505,35221.0,0.6688055421481502,23556.0,0.10515367634572932,30190.0,0.6072540576349784,0.25233521033454787,0.14041073203047366,Briarwood-Jamaica Hills,1,1
53,Corona,58626.0,0.5242213352437485,0.47577866475625147,0.2614027905707365,0.1056868965987787,0.6146931395626514,0.38530686043734863,0.0679391396308805,0.16211237334970832,0.003070310101320233,0.14334936717497357,0.0,0.0039061167400129635,0.004929553440453041,16643.0,0.09763864687856756,0.041278615634200565,0.11722646157543712,0.12575857717959502,0.16727753409841975,0.19701976807066035,0.11284023313104609,0.10659135973081776,0.02247191011235955,0.011896893588896233,44782.0,0.6394980125943459,28638.0,0.05964103638522243,37791.0,0.8445926278743616,0.1117461829536133,0.043661189172025085,Corona,1,1
54,Douglas Manor-Douglaston-Little Neck,25738.0,0.4620017095345404,0.5379982904654597,0.19166213380993083,0.2019970471676121,0.11904576890201259,0.8809542310979874,0.4638278032481156,0.015890900613878312,0.0,0.3751651254953765,0.0,0.003963011889035667,0.02210738985158132,9684.0,0.039962825278810406,0.0187938868236266,0.05916976456009913,0.08560512185047502,0.08157786038826931,0.16501445683601818,0.14818256918628667,0.20353159851301114,0.09717059066501446,0.10099132589838909,21420.0,0.6248832866479925,13385.0,0.05423982069480762,19261.0,0.5156014744821141,0.27189657857847466,0.21250194693941124,Douglas Manor-Douglaston-Little Neck,1,1
55,East Elmhurst,21760.0,0.5032169117647058,0.4967830882352941,0.2158547794117647,0.13056066176470588,0.622610294117647,0.37738970588235293,0.05372242647058824,0.22573529411764706,0.0,0.07927389705882353,0.0,0.008685661764705883,0.009972426470588235,6064.0,0.09003957783641162,0.03990765171503958,0.1091688654353562,0.11477572559366754,0.16111477572559366,0.16062005277044855,0.12895778364116095,0.13324538258575197,0.04155672823218998,0.020613456464379946,17586.0,0.607073808711475,10676.0,0.08092918696140877,14691.0,0.843645769518753,0.11013545708256756,0.04621877339867946,East Elmhurst,1,1
56,Hammels-Arverne-Edgemere,39003.0,0.4645027305591878,0.5354972694408122,0.29325949285952363,0.10870958644206856,0.27195343947901446,0.7280465605209856,0.1583211547829654,0.48278337563777146,0.001153757403276671,0.05538035535728021,0.0,0.009153142065994924,0.021254775273696895,13061.0,0.13804456014087743,0.06814179618712196,0.13781486869305568,0.11277850088048388,0.13222571012939285,0.15427608912028176,0.08513896332593217,0.1120894265370186,0.036367812571778575,0.023122272414057118,29066.0,0.571458060964701,16521.0,0.12813994310271776,24185.0,0.790241885466198,0.14124457308248914,0.0685135414513128,Hammels-Arverne-Edgemere,2,1
57,Kew Gardens Hills,38404.0,0.47914279762524736,0.5208572023747526,0.23302260181231121,0.1375898343922508,0.13157483595458808,0.8684251640454119,0.5228101239454224,0.07082595562962192,0.0015883762108113739,0.23781376939902094,0.0,0.0,0.03538693886053536,13199.0,0.04750359875748163,0.052352450943253276,0.09212819152966134,0.09296158799909084,0.11023562391090234,0.17077051291764528,0.13614667777861958,0.16577013410106825,0.08818849912872187,0.04394272293355557,30235.0,0.6160079378204069,18585.0,0.05412967446865752,25294.0,0.5763026804775836,0.23630109907487942,0.18739622044753695,Kew Gardens Hills,1,1
58,Maspeth,29111.0,0.48771941877640757,0.5122805812235924,0.21273745319638623,0.1294699598090069,0.3048332245542922,0.6951667754457078,0.5387997664113222,0.013774861736113496,0.0020610765689945383,0.12764934217306173,0.0,0.0008931331798976332,0.01198859537631823,10838.0,0.0791658977671157,0.04816386787230116,0.09171433843882636,0.09272928584609706,0.10509319062557668,0.17715445654179737,0.14661376637756043,0.14578335486252075,0.06449529433474811,0.049086547333456354,23667.0,0.6515401191532514,15420.0,0.06718547341115434,20673.0,0.736999951627727,0.17941276060562086,0.08358728776665215,Maspeth,1,1
59,Middle Village,38033.0,0.46904004417216627,0.5309599558278337,0.1845239660295007,0.1941471879683433,0.177661504482949,0.822338495517051,0.7052822548839166,0.008781847343096784,0.0,0.09709988694028869,0.0,0.00042068729787289984,0.010753819051876003,14631.0,0.06342697013191169,0.0330804456291436,0.07962545280568656,0.0865969516779441,0.09602897956393958,0.15747385687922905,0.14435103547262662,0.19506527236689222,0.09555054336682386,0.04880049210580275,31684.0,0.6203130917813408,19629.0,0.06704365989097763,28751.0,0.6852979026816458,0.19787137838683871,0.11683071893151542,Middle Village,1,1
60,North Corona,54677.0,0.548439014576513,0.45156098542348705,0.2699306838341533,0.06286006913327359,0.8789253250909889,0.1210746749090111,0.010004206521937927,0.033121787954715876,0.0011705104522925544,0.07050496552480934,0.0,0.0027433838725606746,0.0035298205826947344,12178.0,0.046230908195105926,0.04549187058630317,0.13360157661356545,0.13631138117917557,0.16767942190835933,0.17441287567745115,0.125800624076203,0.12465101001806536,0.03145015601905075,0.014370175726720315,40891.0,0.6980509158494534,28544.0,0.06474215246636772,34053.0,0.9267024931724077,0.05180160338296185,0.02149590344463043,North Corona,3,1
61,Old Astoria,28110.0,0.4950907150480256,0.5049092849519744,0.16623977232301673,0.11209533973674848,0.30373532550693705,0.696264674493063,0.3795802205620776,0.11853432942013518,0.0030949839914621133,0.17481323372465316,0.0009960868018498755,0.0052650302383493415,0.013980789754535752,11439.0,0.07963982865635108,0.04650756184981205,0.11670600576973511,0.09572515079989509,0.13130518401958213,0.15359734242503714,0.13156744470670514,0.13995978669464115,0.05026663169857505,0.05472506337966605,24053.0,0.6999542676589199,16836.0,0.07804704205274413,20661.0,0.5755287740186825,0.2885145927109046,0.13595663327041285,Old Astoria,1,1
62,Queensboro Hill,21460.0,0.4970643056849953,0.5029356943150046,0.18821062441752098,0.14575955265610438,0.168452935694315,0.831547064305685,0.1390959925442684,0.014259086672879777,0.0017241379310344827,0.6616029822926375,0.0,0.00027958993476234854,0.014585274930102516,6049.0,0.06546536617622747,0.033559265994379237,0.10365349644569351,0.11224995867085469,0.11853198875847247,0.22086295255414118,0.11952388824599107,0.13787402876508514,0.051248140188460904,0.03703091420069433,18082.0,0.5648158389558677,10188.0,0.07391048292108363,15504.0,0.7643833849329206,0.14499484004127966,0.0906217750257998,Queensboro Hill,1,1
63,Rego Park,28106.0,0.46858322066462677,0.5314167793353732,0.15687041912758842,0.19131146374439623,0.17419768021063117,0.8258023197893688,0.4447804739201594,0.033765032377428304,0.0013876040703052729,0.32050096064897177,0.0,0.003415640788443749,0.021952607984060343,12260.0,0.09893964110929854,0.03898858075040783,0.10595432300163132,0.07985318107667211,0.12748776508972268,0.1504078303425775,0.12854812398042414,0.15154975530179446,0.07446982055464926,0.04380097879282219,24163.0,0.6181765509249679,14927.0,0.05687680042875327,21975.0,0.5099886234357224,0.30084186575654154,0.18916951080773606,Rego Park,1,1
64,South Jamaica,41606.0,0.4753881651684853,0.5246118348315146,0.2619574099889439,0.10193241359419314,0.17759457770513867,0.8224054222948614,0.003917704177282123,0.6502187184540691,0.0013459597173484594,0.0668413209633226,0.0,0.07982021823775418,0.020261500745084843,12166.0,0.09107348347854677,0.061647213545947724,0.11458162091073483,0.10060825250698668,0.15148775275357554,0.1668584579976985,0.11893802400131515,0.13792536577346703,0.03559099128719382,0.021288837744533946,32122.0,0.6671751447606002,21431.0,0.17843311091409642,26097.0,0.8394834655324367,0.1103191937770625,0.05019734069050082,South Jamaica,4,1
65,South Ozone Park,85411.0,0.49333224057791153,0.5066677594220885,0.21611970355106486,0.10427228342953483,0.22035803350856448,0.7796419664914356,0.053306951095292175,0.22155225907669973,0.008874735104377656,0.2596152720375596,0.0008546908477830724,0.17673367599021203,0.05870438233951131,22105.0,0.05514589459398326,0.03415516851391088,0.08853200633340873,0.08839629043202896,0.1351730377742592,0.18525220538339743,0.12865867450802987,0.16950916082334314,0.06378647364849581,0.05139108798914273,69511.0,0.6591330868495634,45809.0,0.10871226178261914,57489.0,0.8219659413105116,0.13665222912209293,0.0413818295673955,South Ozone Park,1,1
66,St. Albans,54626.0,0.4589023541903123,0.5410976458096877,0.23091568117746128,0.1313477098817413,0.06817266503130377,0.9318273349686962,0.010617654596712189,0.8739794237176436,0.0033866656903306118,0.015175923552886904,0.0008970087504118917,0.0036978728078204516,0.024072785852890567,15717.0,0.04103836610040084,0.03912960488642871,0.0723420500095438,0.07380543360692245,0.11268053699815486,0.1890946109308392,0.16243557930902844,0.19628427817013425,0.07221479926194567,0.04097474072660177,43580.0,0.6899036255162919,29990.0,0.11273757919306436,36290.0,0.7735739873243318,0.14227059796087077,0.08415541471479747,St. Albans,3,1
67,West New Brighton-New Brighton-St. George,33175.0,0.4788847023360965,0.5211152976639035,0.2723134890730972,0.10987189148455162,0.3041446872645064,0.6958553127354936,0.23565938206480783,0.35656367746797285,0.0015674453654860587,0.05769404672192916,0.0,0.004340617935192163,0.040030143180105504,12074.0,0.15156534702666888,0.06029484843465297,0.1047705814146099,0.07097896306112307,0.12158356799734968,0.14510518469438463,0.10916017889680305,0.13135663408977968,0.07048202749710121,0.03470266688752692,25027.0,0.5717824749270788,14299.0,0.06986502552626057,20844.0,0.7131068892726924,0.17765304164267895,0.10924006908462867,West New Brighton-New Brighton-St. George,3,1
68,Allerton-Pelham Gardens,32450.0,0.4694915254237288,0.5305084745762711,0.21029275808936826,0.17439137134052388,0.34194144838212637,0.6580585516178736,0.22120184899845916,0.3284745762711864,0.0,0.08160246533127889,0.0,0.014052388289676426,0.012727272727272728,9419.0,0.07081431149803588,0.033867714194712815,0.09884276462469477,0.08801358955303111,0.11763456842552288,0.19365113069327955,0.12453551332413207,0.15213929291856884,0.06656757617581484,0.05393353859220724,26656.0,0.5959258703481393,15885.0,0.10210890777463015,22699.0,0.7416185735054408,0.15005066302480286,0.10833076346975638,Allerton-Pelham Gardens,1,1
69,Bedford Park-Fordham North,55995.0,0.4810072327886418,0.5189927672113581,0.2679882132333244,0.07763193142244844,0.7176355031699259,0.28236449683007414,0.05780873292258237,0.1658183766407715,0.0010536655058487364,0.03809268684703991,0.0012322528797214037,0.006107688186445219,0.01225109384766497,19364.0,0.16396405701301384,0.10039248089237761,0.14129312125593885,0.10844866763065482,0.1387626523445569,0.1710906837430283,0.0940404875025821,0.058200784961784754,0.013685189010535014,0.010121875645527783,42293.0,0.6455205353131724,27290.0,0.14727006229388054,34490.0,0.8577268773557553,0.10455204407074514,0.037721078573499565,Bedford Park-Fordham North,3,1
70,Belmont,29372.0,0.47906169140678195,0.520938308593218,0.2783943892142176,0.06349584638431159,0.622395478687185,0.3776045213128149,0.19426664850878386,0.14840664578510146,0.0,0.01882745471877979,0.0,0.0050388124744654775,0.011064959825684326,9116.0,0.21489688459850811,0.10157964019306713,0.18845985081175953,0.14545853444493198,0.13503729706011408,0.11243966652040369,0.03356735410267661,0.05605528740675735,0.008446687143483985,0.004058797718297499,22085.0,0.5574371745528639,12311.0,0.13784420437007555,14740.0,0.8540027137042062,0.09016282225237449,0.05583446404341927,Belmont,1,1
71,Claremont-Bathgate,34815.0,0.4565560821484992,0.5434439178515008,0.34465029441332756,0.07304322849346546,0.5839437024271148,0.41605629757288526,0.011489300588826655,0.39514577050122074,0.002154243860404998,0.00043084877208099956,0.0,0.0037914691943127963,0.0030446646560390637,10843.0,0.2538042977035876,0.14746841280088535,0.1640689845983584,0.11555842479018721,0.12155307571705247,0.11758738356543393,0.03993359771281011,0.03384672138707,0.006179101724614959,0.0,24213.0,0.5129475901375294,12420.0,0.16658615136876007,18750.0,0.8834666666666666,0.092,0.024533333333333334,Claremont-Bathgate,6,1
72,Crotona Park East,21745.0,0.4394113589330881,0.560588641066912,0.27776500344906874,0.09054955162106232,0.679558519199816,0.320441480800184,0.009473442170613935,0.29059553920441483,0.0,0.011037020004598759,0.0,0.007495976086456657,0.0018395033340997931,7533.0,0.2766494092658967,0.11788132218239745,0.12996150272135934,0.11243860347803,0.12518253020045134,0.1258462763839108,0.04340900039824771,0.040223018717642375,0.021505376344086023,0.006902960307978229,16206.0,0.5952733555473282,9647.0,0.15922048305172593,13458.0,0.8594144746619111,0.11606479417446872,0.024520731163620153,Crotona Park East,5,1
73,East Concourse-Concourse Village,64516.0,0.46028892057784115,0.5397110794221588,0.2709250418500837,0.10801971603943208,0.5930311860623722,0.40696881393762785,0.01563953127906256,0.346007192014384,0.006696013392026784,0.024815549631099262,0.0,0.00496000992001984,0.008850517701035402,22180.0,0.18372407574391345,0.10504959422903516,0.1548692515779982,0.13778178539224525,0.1284941388638413,0.14963931469792605,0.06934174932371506,0.05126239855725879,0.009467989179440937,0.010369702434625788,49034.0,0.5671778765754375,27811.0,0.1320700442271044,39380.0,0.838268156424581,0.11465210766886745,0.04707973590655155,East Concourse-Concourse Village,9,1
74,East Tremont,44510.0,0.46230060660525724,0.5376993933947427,0.2944282183778926,0.10146034598966525,0.6847000674005841,0.31529993259941586,0.015299932599415861,0.2859582116378342,0.0,0.008043136373848573,0.0,0.0028308245338126265,0.0031678274545046056,14779.0,0.2421679409973611,0.13004939441098856,0.16942959604844712,0.12037350294336559,0.118072941335679,0.118072941335679,0.05805534880573787,0.0300426280533189,0.006969348399756411,0.006766357669666418,33134.0,0.5538117945312971,18321.0,0.2183832760220512,25961.0,0.882554601132468,0.08844035283694773,0.029005046030584337,East Tremont,13,1
75,Eastchester-Edenwald-Baychester,35172.0,0.4425110883657455,0.5574889116342545,0.2307801660411691,0.12092005003980438,0.2426930512907995,0.7573069487092005,0.035312180143295804,0.6632548618219037,0.006482429205049471,0.03087683384510406,0.0025019902194927785,0.0012509951097463892,0.017627658364608213,11447.0,0.09705599720450774,0.060365161177601115,0.09137765353367694,0.11278064121603913,0.13715383943391282,0.17559185812876738,0.1267581025596226,0.12273958242334236,0.050843015637284876,0.025334148685245042,28159.0,0.6246315565183422,17589.0,0.10330320086417648,22511.0,0.7581626760250544,0.15969970236773134,0.08213762160721425,Eastchester-Edenwald-Baychester,1,1
76,Fordham South,28434.0,0.48431455299992965,0.5156854470000704,0.303228529225575,0.06393753956530913,0.7249419708799325,0.27505802912006755,0.011957515650277837,0.24941970879932476,0.0015474432018006612,0.00422029964127453,0.0,0.0015474432018006612,0.006365618625589083,8930.0,0.21243001119820829,0.10179171332586787,0.20313549832026875,0.11601343784994401,0.1206047032474804,0.10761478163493841,0.07760358342665173,0.040873460246360585,0.00929451287793953,0.010638297872340425,20825.0,0.6293397358943578,13106.0,0.14291164352205096,16007.0,0.8877366152308365,0.08183919535203349,0.030424189417130005,Fordham South,3,1
77,Highbridge,39144.0,0.44223891273247495,0.557761087267525,0.3074289801757613,0.07600143061516453,0.6551961986511343,0.34480380134886573,0.01696300837931739,0.31976803596975273,0.0007664009809932557,0.002861230329041488,0.0,0.003346617617003883,0.0010985080727569999,13242.0,0.18592357649901828,0.11455973417912702,0.1806373659568041,0.11274731913608216,0.12566077631777678,0.13351457483763782,0.08027488294819514,0.05142727684639783,0.006267935357196798,0.008986557921764084,28547.0,0.5880828108032368,16788.0,0.12258756254467476,22723.0,0.8669629890419399,0.10632398890991507,0.02671302204814505,Highbridge,10,1
78,Hunts Point,26531.0,0.4853190607214202,0.5146809392785798,0.28570351664091065,0.09095020918925031,0.7310693151407787,0.2689306848592213,0.009912932041762466,0.245486412121669,0.0018845878406392523,0.006558365685424597,0.0,0.0021484301383287475,0.0029399570313972333,8445.0,0.2458259325044405,0.1265837773830669,0.15725281231497928,0.12753108348134992,0.14517465956187092,0.10965068087625814,0.045115452930728245,0.033629366489046776,0.004381290704558911,0.004854943753700414,19678.0,0.49796727309685945,9799.0,0.10572507398714155,15489.0,0.901930402220931,0.0757311640519078,0.02233843372716121,Hunts Point,3,1
79,Kingsbridge Heights,31294.0,0.4762574295392088,0.5237425704607912,0.2436888860484438,0.1076883747683262,0.7502716175624721,0.24972838243752796,0.04150955454719755,0.15450246053556593,0.006263181440531731,0.034127947849428006,0.0,0.0032913657570141242,0.01003387230779063,10882.0,0.1414262084175703,0.09244624149972432,0.17138393677632788,0.11514427494945782,0.15787539055320712,0.15263738283403785,0.08684065429149053,0.054217974637015255,0.016816761624701342,0.011211174416467561,24395.0,0.6654232424677188,16233.0,0.12770282757346146,20263.0,0.8296895819967428,0.127769826777871,0.04254059122538617,Kingsbridge Heights,1,1
80,Longwood,28961.0,0.49173025793308245,0.5082697420669176,0.29753806843686337,0.08704809916784641,0.7444839611891855,0.2555160388108145,0.011394634163184973,0.2191913262663582,0.0013466385829218603,0.014087911329028693,0.00044887952764062017,0.0032457442767860225,0.005800904664894168,9040.0,0.240929203539823,0.12389380530973451,0.13086283185840708,0.11913716814159292,0.12632743362831858,0.13827433628318583,0.0629424778761062,0.04480088495575221,0.005088495575221239,0.007743362831858407,21290.0,0.5233442930953499,11136.0,0.1079382183908046,17272.0,0.8904006484483558,0.0800138953219083,0.02958545622973599,Longwood,3,1
81,Melrose South-Mott Haven North,43244.0,0.4611275552677828,0.5388724447322172,0.31678383128295257,0.08470539265562853,0.630422717602442,0.36957728239755805,0.014522245860697438,0.32862362408657847,0.004139302562205161,0.006035519378410878,0.0035380630838960318,0.005827398020534641,0.006891129405235409,14293.0,0.22024767368641993,0.1387392429860771,0.14503603162387183,0.14223745889596306,0.13713006366752956,0.09962918911355209,0.04953473728398517,0.03890016091793185,0.011544112502623662,0.017001329322045757,30880.0,0.5569624352331606,17176.0,0.13088029809035864,24282.0,0.8790873898360926,0.08084177580100486,0.04007083436290256,Melrose South-Mott Haven North,15,1
82,Morrisania-Melrose,39939.0,0.4745987631137485,0.5254012368862515,0.2755952828062796,0.08360249380304965,0.6086531961240892,0.39134680387591075,0.01474748992213125,0.3542652545131325,0.0036305365682666067,0.005232980294949798,0.0,0.0028293147049250106,0.010641227872505571,13736.0,0.18469714618520675,0.1069452533488643,0.17283051834595226,0.12143273150844497,0.1373762376237624,0.1362842166569598,0.06552125800815375,0.05809551543389633,0.007280139778683751,0.009536983110075713,30392.0,0.549387996841274,16687.0,0.11577874992509139,24396.0,0.8616576487948844,0.10050828004590917,0.03783407115920643,Morrisania-Melrose,13,1
83,Mott Haven-Port Morris,55080.0,0.47679738562091506,0.523202614379085,0.31107480029048656,0.08324255628177196,0.7177378358750908,0.28226216412490923,0.015177923021060276,0.25181554103122733,0.003776325344952796,0.005809731299927378,0.0,0.0016158315177923022,0.004066811909949165,18480.0,0.2511904761904762,0.12050865800865801,0.19128787878787878,0.11320346320346321,0.1198051948051948,0.10016233766233766,0.05292207792207792,0.03338744588744589,0.012987012987012988,0.004545454545454545,39844.0,0.5379228993072984,21416.0,0.12831527829660067,30750.0,0.9107642276422764,0.07027642276422764,0.018959349593495933,Mott Haven-Port Morris,8,1
84,Mount Hope,52973.0,0.4695788420516112,0.5304211579483888,0.27723557283899347,0.07522700243520283,0.6826307741679724,0.31736922583202765,0.015271930983708682,0.2672115983614294,0.0016234685594548165,0.017423970702055765,0.0004153059105582089,0.005078058633643554,0.010344892681177203,17135.0,0.16119054566676394,0.1427487598482638,0.17560548584768018,0.11374379924131894,0.15914794280711994,0.1411730376422527,0.06063612489057485,0.03075576305806828,0.01103005544207762,0.003968485555879778,40169.0,0.6188354203490254,24828.0,0.14036571612695345,31640.0,0.8577749683944375,0.09399494310998736,0.048230088495575224,Mount Hope,4,1
85,Norwood,42666.0,0.481062204096939,0.518937795903061,0.27307457929030143,0.09250925795715557,0.6293067079173112,0.3706932920826888,0.09579055922748793,0.13718183096610884,0.0007500117189331083,0.11203300051563306,0.0,0.01357052453944593,0.011367365115079924,14663.0,0.16313169201391256,0.07672372638614199,0.15856236786469344,0.1301916388187956,0.14867353201936848,0.1724067380481484,0.06874445884198323,0.05367250903635,0.016435927163609084,0.011457409806997203,32074.0,0.6322878343829893,20280.0,0.14585798816568046,26784.0,0.794392174432497,0.14023297491039427,0.06537485065710873,Norwood,1,1
