NTA,HasGarden,GardenCounts_MMscaled,Gender_Female,Age_Over65,Unemployed,Race_Hisp,Race_White,Race_Black,Race_Asian,Race_Other,Income_Low,Income_Mid,Income_High,Edu_Other,Edu_Bachelor,Edu_GradProf,Crime_Felonies_unscaled,Crime_Misdemeanor_unscaled,Crime_Violation_unscaled,Crime_Total_unscaled
Upper East Side-Carnegie Hill,0.0,0.0,0.7577225224822808,0.78032183332064,0.15436664377401257,0.050787077018333425,0.8819753289456775,0.010437732087847047,0.08603967750604362,0.08757336458121881,0.047434102748134366,0.18408418012284278,1.0,0.001555981443829596,0.7867265618283599,0.9658893346089643,0.023113063787570633,0.017977259811895886,0.013949404558570301,0.019209613564552457
Upper West Side,1.0,0.1111111111111111,0.7105711667775148,0.5183806625788272,0.2493646004332313,0.16046952369619422,0.6929644836614716,0.07878434328142234,0.11107000289788246,0.10990013974910529,0.23259012406707535,0.297021694120681,0.7535127132800619,0.14549978237115227,0.6760865142855523,0.8263032796681113,0.013761071991106799,0.015014218835086112,0.02509636762607732,0.015573910724986685
Washington Heights North,1.0,0.1111111111111111,0.5067612516878222,0.364604103811351,0.4837994956072323,0.7235472199621518,0.27078624771828336,0.057643143048588266,0.03831322993631449,0.06734922406532798,0.5643462564378573,0.6317998910400414,0.2621614640658606,0.596039842945228,0.4259610299291984,0.3065088279938331,0.013528299891422478,0.011435601144815866,0.017780497827831643,0.012692880823891684
Washington Heights South,1.0,0.16666666666666666,0.4608894427460939,0.3140927762061688,0.5945514816624264,0.8235871672973211,0.12733000905551672,0.10960524145429494,0.0452133660408314,0.06060309801127367,0.6459588981971685,0.5486145643563655,0.20342381205521495,0.7222420408781889,0.343213417741689,0.1718401833468912,0.015120670890070891,0.015094229425970407,0.019735687090497046,0.015541408148634906
West Village,1.0,0.05555555555555555,0.46677838254410364,0.39516048116111857,0.20677656047588314,0.03892643048934374,0.8472953133246636,0.02125834467242534,0.12071261108353751,0.12217229728318657,0.1395936239279562,0.2760364453329205,0.8638989786275726,0.0028915341769674974,0.9709082324476034,0.8049613486058937,0.035277439650943314,0.028458748049369122,0.02256883041203567,0.030043646378300738
Yorkville,0.0,0.0,0.8105601394071593,0.454782182580707,0.19123338749368116,0.08941558549759948,0.7861658234965602,0.033022194051616605,0.12530949903538743,0.12545966673320166,0.18154333276990625,0.45043570862596327,0.7521975883620253,0.07357893603504237,0.949462149164742,0.7080686077644371,0.006849743566469729,0.00544290723026386,0.007970580198054349,0.006123812896934009
Astoria,1.0,0.027777777777777776,0.5235569770577126,0.33626379787514726,0.317177869449518,0.28396253983119935,0.5247350673609444,0.040177251249895185,0.23339134185742927,0.11726703811255694,0.4388077109041958,0.756164002683322,0.3538619882464512,0.48557171573961755,0.6186906190349233,0.3207014250764862,0.01810501538663917,0.019421779204793564,0.033228271946309285,0.020313643835540032
Auburndale,0.0,0.0,0.4856337304327156,0.46006099254191224,0.2742337270160072,0.12367381448340348,0.38563654985436324,0.010558948047839908,0.6503123493415855,0.11360360221327437,0.24970819764004754,0.8747847589962391,0.5177811465435692,0.6157846546028505,0.4043346893196186,0.29292093056901514,0.0094456059041334,0.006422624163527516,0.01453421338809114,0.008139164774535761
Baisley Park,1.0,0.08333333333333333,0.5972659981506929,0.2865399309329659,0.47937438231125873,0.12221822822016648,0.007236125353374647,0.7845184578342204,0.07554283612782565,0.3838887739778602,0.38921583831144635,0.9216948882786887,0.34639506748783855,0.8722065819506329,0.16583961033366063,0.07994547240156101,0.023448809109332315,0.019020876472866967,0.01972665198232651,0.020478469332493063
Bayside-Bayside Hills,0.0,0.0,0.5357279511057245,0.469571221942663,0.2772764611294508,0.12484296421907101,0.43604794142605774,0.016974962250573357,0.5888271714703222,0.06955055061026204,0.2401295801788706,0.7591023631821058,0.5717607964353183,0.5458833933033226,0.5021567533679461,0.3227012764142356,0.011762794264085523,0.009004110111439104,0.01643253169951816,0.010573035248657821
Bellerose,0.0,0.0,0.5196469748754948,0.37216369853002096,0.25939883967708893,0.2080354234196994,0.28855392864120494,0.06916124969820076,0.5894773635930466,0.15411594109403717,0.3031569061505034,0.7149739525824544,0.5188496777874403,0.6551616114881066,0.3762494907627799,0.25285602315655037,0.008647593278706166,0.005552202010214395,0.01557131992342189,0.007471853625278122
Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,1.0,0.027777777777777776,0.4036066825854183,0.5429395805991606,0.30269606263427296,0.11224183735275572,0.8201755410116354,0.06669070821630271,0.032715985042710796,0.05877879959842302,0.269033108427385,0.6844966435124605,0.5679037440765246,0.599463715879354,0.4158019655663717,0.30967651836394844,0.014737793980010851,0.012896387539118603,0.03013157922141644,0.015104466000611454
Briarwood-Jamaica Hills,1.0,0.027777777777777776,0.5173620774633649,0.3334902608800685,0.48150974864536533,0.2850011012573906,0.17199756220732818,0.12726744583332433,0.5547007634156857,0.2217939217519298,0.3895679421735677,0.8371443878418626,0.37774283682811427,0.5866821445502614,0.5017186023946589,0.25648641494362373,0.012821049904878683,0.008832842004359586,0.017487450096609913,0.010903915040382375
Cambria Heights,0.0,0.0,0.7027125553176625,0.5649693786558033,0.31593787734603024,0.028998208011921316,0.008153831374014434,1.0,0.009354417052383258,0.10120942872156889,0.22172971439880773,0.7842303201790458,0.5826111212541648,0.6938909510174343,0.334733051872678,0.22542469308644875,0.01512669374865362,0.008547999995947613,0.019601296172338082,0.0116595787610611
College Point,0.0,0.0,0.4741046684974899,0.35559303038904333,0.29421606127662525,0.41313024144848826,0.250579565296186,0.022845750862043466,0.45545309689067676,0.14597139469106576,0.4851733987497068,0.7703134662270968,0.2974423895580919,0.8337496750370806,0.23355631195528487,0.08434985751601419,0.009549279414346882,0.007705553164012052,0.020325750437474758,0.009477989342565251
Corona,1.0,0.027777777777777776,0.33171043240140463,0.27200458825859036,0.27310258125810044,0.6897569545829234,0.0678306993350101,0.17844803918532126,0.20166463493036282,0.04856264001182637,0.6214828246436047,0.7194599280808799,0.16627711538207118,0.8937622800400947,0.15724869999698954,0.05216644017450442,0.011010528807740122,0.009670716841410883,0.01804084431309812,0.010883002969404516
Douglas Manor-Douglaston-Little Neck,1.0,0.027777777777777776,0.648685791066621,0.5556623262421562,0.2483698462758236,0.10780230201380264,0.48727466715142226,0.01665259283559432,0.5287673840716743,0.1063371099841374,0.22682950264174778,0.7341059085882718,0.5958037706086752,0.4680975941158855,0.5496476814649086,0.40873183932583335,0.00841876600516047,0.0055250202151305335,0.012540034888361811,0.007097279867400974
East Elmhurst,1.0,0.027777777777777776,0.43871661557811104,0.34526411407626223,0.3705832627643014,0.6990527265391983,0.0527680943016257,0.2488474044161678,0.11125118513138113,0.07610343716641384,0.5704109001846983,0.6304428526519338,0.2559858056102273,0.892537188847219,0.15330211473407895,0.057567659955196,0.022132061701661095,0.0199549768855562,0.03233273766162812,0.02180920075509712
East Flushing,0.0,0.0,0.4335216158145565,0.4246440402281558,0.27544267663416144,0.19245135117533266,0.14686278525821525,0.017569583956412473,0.8805219879055672,0.10260370218146278,0.5639205753366673,0.508536816866426,0.30889728202874334,0.7606052631697081,0.3228916413548847,0.12673853988179037,0.00790563913734512,0.005252738165328106,0.011550179954438713,0.006681495905625818
Elmhurst,0.0,0.0,0.4099531629027724,0.3214981689625667,0.28542721828966433,0.47518940862375236,0.05933332108736937,0.022002684917997194,0.6533984735937918,0.09755528105028542,0.6223053935478465,0.6099631731540683,0.2064698295233506,0.7728343515567269,0.3197334789347665,0.10950003865224756,0.018071101588843334,0.021217548526543836,0.016027924798845614,0.0197385128040031
Elmhurst-Maspeth,0.0,0.0,0.4907239004592161,0.3283856662681225,0.2413723146413175,0.28654208989889196,0.1395183297102476,0.006847345178255564,0.8109836018906121,0.044549735738506374,0.4478995856521554,0.909308051985733,0.2863577018966048,0.7025485209226676,0.39116554443821216,0.1626538964108845,0.012111865560141424,0.008405177252419118,0.01605905520102778,0.01029319807548312
Far Rockaway-Bayswater,0.0,0.0,0.6753542277425546,0.34848032804133955,0.38366588334943735,0.2821151520518861,0.27661742640862746,0.45583262149291964,0.04817435207325363,0.08208200638119824,0.6410593249718486,0.5418191824713671,0.2113752177785582,0.7784539900529527,0.2435604898312539,0.16598183699146218,0.026219284986766574,0.01998275208989276,0.044844400201012456,0.024292503886800623
Flushing,0.0,0.0,0.6319774787864278,0.44565495662557525,0.26882680050749924,0.13780985272947494,0.07796016691094802,0.04603911634513895,1.0000000000000002,0.10736989227430475,0.7219182178826246,0.433481615367208,0.16290927070978534,0.8046690448742359,0.24471558885387107,0.1221975274523005,0.018725806485419758,0.018798849699813606,0.022317586003776375,0.019108620325438714
Forest Hills,0.0,0.0,0.6285195436490998,0.4928298647172997,0.2617438677685922,0.14614598348427635,0.5607459780099423,0.02981015283747869,0.3600991094871273,0.12934496083614777,0.332362485946166,0.6925745034813634,0.49506413798949345,0.3616725681224754,0.6300436928047606,0.5131466715672666,0.007532491655183982,0.0077684915987871785,0.011686250132515726,0.008064805435704068
Fresh Meadows-Utopia,0.0,0.0,0.5747022446031935,0.4174803929944286,0.39289421919329326,0.11438522564120313,0.3349457932529081,0.032027758596687855,0.6784297486884606,0.18060337404042107,0.3453508020144671,0.6537790695185789,0.49530899710721,0.48885130345651384,0.544509597683442,0.37928580197097844,0.007924206707168169,0.007495234817599406,0.008505653879902651,0.007725519417901288
Ft. Totten-Bay Terrace-Clearview,0.0,0.0,0.6346705178143326,0.720496467711758,0.28009236867768433,0.13201472779549162,0.6429913934666698,0.0062794980865631565,0.31304361106177675,0.0845693399079012,0.27542839753694637,0.7954456629101126,0.519209723071089,0.48122947418876216,0.5455509057868977,0.3908287844974197,0.005749143680178164,0.003891366580267048,0.012168050297429471,0.005257515195269418
Glen Oaks-Floral Park-New Hyde Park,0.0,0.0,0.7073837901655722,0.6872020956627539,0.2786941548863744,0.07707068431588676,0.4739040082155414,0.05353195176960371,0.5192861804841923,0.15603187008084066,0.217141164707509,0.7792253396880992,0.5895476633738665,0.5639403628937413,0.4373537401417974,0.3490827243469377,0.006512466887723914,0.004405694596190257,0.012284300286255698,0.005812414826490826
Glendale,0.0,0.0,0.4729953092056567,0.34891235701190126,0.2867015127866969,0.36972049028576787,0.621479960467938,0.015490074800194029,0.056076062594341634,0.0504626482558292,0.3214061243473614,0.9442738772818092,0.412666323824483,0.7831777741355721,0.27549592873533474,0.130746103190414,0.011009742060640839,0.01223657806140307,0.023336496725111625,0.012900769718182924
Hammels-Arverne-Edgemere,1.0,0.05555555555555555,0.635944440933434,0.28090717389997305,0.5867662828255166,0.28733584858984096,0.16359042811392516,0.5332735444676113,0.0775362934694647,0.12873515766340407,0.6810022066108381,0.4102817224083902,0.2167187872576055,0.8234406575333185,0.2295253759074754,0.10465073974464872,0.03301954047122191,0.023836704107300197,0.0548302666882257,0.02965172288134204
Hollis,0.0,0.0,0.5826226226521758,0.3450261671580187,0.5623921463733952,0.09670872658660565,0.023368020356148364,0.6481928774177842,0.2742314497726155,0.33858983889916444,0.3824236059043561,0.7234952670705833,0.42827600665544163,0.7850812874738807,0.2943989378172564,0.11134645460568446,0.017957070147718485,0.011673824589963473,0.02495577282482711,0.014903330375482231
Hunters Point-Sunnyside-West Maspeth,0.0,0.0,0.4226775891007941,0.2454151404733387,0.21837042232692333,0.3694797868977147,0.3954848123869499,0.019719286788948683,0.3305533791923791,0.11232271578174081,0.35927274605387716,0.6849644582413744,0.4682575369525084,0.5098792980642161,0.5792982502429737,0.3149788073288048,0.016820054610120223,0.017161891233201852,0.029299723764956796,0.01820221008893671
Jackson Heights,0.0,0.0,0.4495518977917734,0.36168034046714787,0.29201050383235644,0.6318096222958518,0.16288639883466316,0.019398117551633887,0.33815155659741525,0.07568141388360503,0.5037258621858823,0.860346634608154,0.24319831818654888,0.7518633171763707,0.30263872001475073,0.158463513296469,0.02018552062017724,0.020239382881865615,0.023548738380801237,0.02053538042851801
Jamaica,0.0,0.0,0.5034408757560462,0.2992933831656321,0.5405540012998092,0.3931232022433887,0.033962753930884375,0.18539471394320273,0.44176368379030134,0.48978118713124824,0.6600335998669451,0.6196175372423803,0.16125850332753008,0.8197597261809705,0.25186986777370934,0.09139988012728911,0.037094182353198446,0.03209536378930624,0.03932128551605147,0.034348790322325864
Jamaica Estates-Holliswood,0.0,0.0,0.648453457292653,0.4773077281557041,0.35047442559249686,0.12332276241162202,0.24661767837245396,0.2748177587000994,0.4598792363460173,0.2263738016552024,0.33329362190990863,0.7719807210981856,0.4642327591512978,0.5119400737486238,0.5202473115559989,0.3625117792784721,0.014824839105433422,0.00988683631228915,0.014622486450986296,0.011885692281798218
Kew Gardens,0.0,0.0,0.5295276648758143,0.3673956247375618,0.2667947826447805,0.25657235306190623,0.4864468794712065,0.07119124256881675,0.2682874067054993,0.1446227948344419,0.3807755595011676,0.8438103110607981,0.3849325844184234,0.48567339280972144,0.5490229773898057,0.3805827207279453,0.010697241274793682,0.009556507107348872,0.022662789311960984,0.011154088171095358
Kew Gardens Hills,1.0,0.027777777777777776,0.5613612132741221,0.3659668042459797,0.2478654751162895,0.12251306070072615,0.549766425309514,0.0774387522157349,0.3349582724611162,0.15081655375161393,0.39133215821167744,0.7065441280443922,0.4248187448130837,0.5466357539383043,0.4624319749561908,0.3557124528581873,0.007662441577371418,0.007255780390037753,0.013241171020949509,0.007949465585527659
Laurelton,0.0,0.0,0.6183987013951397,0.44522426289357026,0.3425585399885707,0.04608726697072655,0.008087510021588414,0.9772722039286712,0.01134118847424878,0.12013532697435364,0.24059486713266437,0.7521577266638363,0.5738545713039579,0.7263554832097715,0.3163076294851162,0.18831651835089003,0.01623862577940212,0.009922043125423817,0.021517395829931566,0.013002544328958568
Lindenwood-Howard Beach,0.0,0.0,0.5920839047123292,0.5834173123949453,0.3462972463237859,0.22677883463139367,0.7335269273542736,0.01732360954893803,0.0578380494077792,0.10382302771948733,0.36347112975431606,0.6962508881338384,0.4593933407692453,0.7416304711493268,0.32924748934971604,0.1522313906269311,0.011469353804151644,0.007958875506625253,0.018084607686221315,0.01001899105324567
Maspeth,1.0,0.027777777777777776,0.517667964808914,0.34205172111725946,0.3076493522533763,0.32594100425631106,0.5667074486229456,0.01431117574879021,0.17951117402278016,0.060949375766444394,0.42374059298111044,0.7805021903115458,0.36133508364013,0.7545536652489712,0.32304470722174916,0.1364841456278404,0.012461541697439023,0.011580801513904953,0.0240086705598822,0.013032568469052114
Middle Village,1.0,0.027777777777777776,0.6128292808298981,0.5325425066717085,0.3069999732223447,0.1766248199051423,0.7430956151818403,0.008786357969063418,0.13640448074268838,0.04557907172103169,0.33689848289402546,0.6841943685131858,0.4932096055253894,0.6876590506085813,0.36827183756004656,0.20668909767377852,0.008499878055082838,0.009571872576524866,0.01837657846261748,0.010067677576437225
Murray Hill,0.0,0.0,0.6109117779308,0.4747327541867352,0.2738299951499366,0.14096149956859336,0.2561820549410299,0.014639595425688432,0.7971601075772164,0.11239110321325836,0.5176548323302745,0.6324567396840094,0.31338259495479703,0.7575812349567643,0.28055922942428624,0.16816115707994914,0.008076989465375774,0.005982588516927235,0.011398473160189425,0.007152560108689228
North Corona,1.0,0.08333333333333333,0.20833444765313747,0.14586875592806908,0.29646112855194273,0.9999999999999999,0.006448648138191305,0.03571873309633,0.09887781745098592,0.030361754248738257,0.5917950541802988,0.6771220733245676,0.21489321163786848,1.0,0.0103730592827138,0.005356806901119698,0.020076814407532804,0.017723346305404356,0.01993837040506559,0.01867203601786759
Oakland Gardens,0.0,0.0,0.5118799482643124,0.4916541783293181,0.2571615971443216,0.06250954661575434,0.4157095808051983,0.028633716903519024,0.6548845194729652,0.13046497048301156,0.33140199135326887,0.6355563236689822,0.5175245654888193,0.5111172417551784,0.5104227277848783,0.3723227310449866,0.006753497848649286,0.004875984651030591,0.01413323654518581,0.006341050231492241
Old Astoria,1.0,0.027777777777777776,0.4801151950374636,0.29087907317815875,0.35738561795759183,0.3246519275931828,0.3980143684656817,0.13022852028216092,0.246061604841229,0.09518754436198083,0.502974753457326,0.6110742721930372,0.3375902322420178,0.5456344362847257,0.5903649821880341,0.24708005167422536,0.01555349557042414,0.015090556547650494,0.03750194117977473,0.0173550796177946
Ozone Park,0.0,0.0,0.5178747001371691,0.2686513291276368,0.46794890424680646,0.47854687094205517,0.23969478482830622,0.06286535121931384,0.3305947010397638,0.1740237229459479,0.31566327337301625,0.8553020011633697,0.45239208157391664,0.8029564756201503,0.237088265154824,0.13156688453391518,0.017955727712956726,0.01266958854757993,0.020329113472153083,0.015054264740520922
park-cemetery-etc-Queens,0.0,0.0,0.051445688627944186,0.7734909740259978,0.0,0.07389126174033112,0.722446064177317,0.1532549083701318,0.07649840320117375,0.12258821718049487,0.42710481310939497,0.45673835485163317,0.47915094720560625,0.775120422696703,0.11049394322806914,0.2861143712944374,0.9033199394985718,0.9672739814965102,0.6249048368268793,0.9148126463700235
Pomonok-Flushing Heights-Hillcrest,0.0,0.0,0.6586539893313352,0.3389963079646286,0.5804317587006544,0.2251904937387786,0.3446322511637202,0.11240616563291247,0.44898479390135543,0.12533575326315202,0.523692407736717,0.5716690615839494,0.3295439666717259,0.681281545623267,0.3702032928814787,0.21543384310124936,0.012005952341954706,0.010868631349075153,0.02174307078302601,0.012254108328737296
Queens Village,0.0,0.0,0.5736890753018056,0.36125463572525823,0.5384267187163654,0.16455208835746588,0.06358269217860628,0.5295799288894258,0.23533985248972117,0.4977453992890319,0.3454209033842158,0.7514900769492802,0.45855605879908434,0.8227424293637048,0.23639880102600935,0.099866125611863,0.016238151449349845,0.010416417929887704,0.022442596166312452,0.013382218760317463
Queensboro Hill,1.0,0.027777777777777776,0.47006081761424445,0.3900286896132076,0.3384438784296858,0.16581275921993086,0.14322137218382183,0.01484697523372161,0.9329444387093054,0.06766395978035143,0.4485395810715992,0.8534402014522521,0.30662214461011505,0.7899836773243548,0.23871424446518597,0.151339887751662,0.009331607212186961,0.0054845302796822076,0.009954440401755443,0.007115588393852951
Queensbridge-Ravenswood-Long Island City,0.0,0.0,0.5572526276106373,0.2755313768222337,0.6702038994068276,0.4248504376150219,0.1739159193519621,0.22537540102812925,0.27575641721681665,0.1732652206343086,0.812321522879498,0.2552860194110439,0.13014367147083433,0.772058229784878,0.3152694171391815,0.11461446022021715,0.03480656119743139,0.03215193131296011,0.06931470939102673,0.036499705079134935
Rego Park,1.0,0.027777777777777776,0.6151565496538183,0.5241905820390591,0.2604448539503096,0.17255783847786188,0.4670940251582271,0.03643048915060497,0.4516337209836846,0.10913295831696229,0.47508701447413426,0.5838241169861708,0.37855902132792896,0.4608354156251674,0.620569149767586,0.3594573660737909,0.011104115302016352,0.020687242708473507,0.01433372863764973,0.017076329139385508
Richmond Hill,0.0,0.0,0.44432291993027606,0.24095496501366834,0.39295252765710653,0.3978679770777709,0.1015741623454479,0.08549926060819124,0.43838191295764234,0.5910217038306164,0.4154517077172324,0.8786642570559516,0.33362690200568,0.8136825980047458,0.27027535506066186,0.08545520760871078,0.02111001265030988,0.01774728003741421,0.033907220503495594,0.02033155195315816
Ridgewood,0.0,0.0,0.4952524321205156,0.20805143303430934,0.29231835180927845,0.5320647221780025,0.43060365572523646,0.018389552607047173,0.11175127796214272,0.04969700945533082,0.4836899942873367,0.7316135072658793,0.31360350340520426,0.7836841702394163,0.27905399321976365,0.12685282143287013,0.016793252687571855,0.016354871329466152,0.02856173356961481,0.017646791616590107
Rosedale,0.0,0.0,0.702389085977539,0.2676745932465795,0.2935943454769552,0.06704700034435168,0.03562576855573269,0.9307902773581775,0.022873522202339507,0.07931333716879735,0.18146899494213692,0.834771916231242,0.6080195668899382,0.7479737715521539,0.30370675089901605,0.16389155787145318,0.015411450868345538,0.008970541471888065,0.022956010365463065,0.012316092477457033
South Jamaica,1.0,0.1111111111111111,0.5804890359839598,0.26094668677999877,0.8170639902667233,0.1765462391397965,0.0,0.718542339254167,0.09370824564697344,0.4137077108625459,0.5769743384224748,0.6138467390490124,0.25498029079254336,0.8871517983867528,0.15375230464148937,0.06596977478349564,0.02782056265721587,0.017722834149491953,0.03130874342516388,0.02217924848931332
South Ozone Park,1.0,0.027777777777777776,0.48907367187679895,0.26783819489984784,0.49780488580838916,0.22675611321129016,0.052327898216312466,0.24421883647136702,0.3657212003144549,1.0,0.4006293631788628,0.7372389658516635,0.40304923439784657,0.8644867772480075,0.21827325826156635,0.047352787487906764,0.017779007776258397,0.013319405724979657,0.02632961807364305,0.015950392724288897
Springfield Gardens North,0.0,0.0,0.9371731376149666,0.4260621721139561,0.3602108011506141,0.04713406475904327,0.006990903532518716,0.981393749486149,0.03039955902726212,0.05043644747905482,0.5054222605853927,0.7801202202805838,0.2714412410749012,0.763102502666689,0.33064601957425344,0.11597891930885351,0.026512226834084256,0.02866411491567984,0.018271384452269925,0.027005500205131407
Springfield Gardens South-Brookville,0.0,0.0,0.8191611608255531,0.30178754436114297,0.4730046996447608,0.05166373110706111,0.016894052566661717,0.9555177693875329,0.01698180669870736,0.13074651646583194,0.24314767674319737,0.9999999999999999,0.47801343471073543,0.7843011411922338,0.2527208438679505,0.14854260107933087,0.01892657891713159,0.012342330123423296,0.029581407184358963,0.01604055051169356
St. Albans,1.0,0.08333333333333333,0.6644753311139864,0.3475821697250584,0.5162372377895855,0.04807064349873758,0.007098596262953552,0.9661356817795598,0.02080598200934009,0.13074463440918085,0.3073629552234969,0.9023476227198458,0.44388297599887394,0.8018749237607902,0.23203933233990764,0.1376839413093615,0.018784005063116817,0.011524133686022649,0.016705208136975114,0.01429442907105769
Steinway,0.0,0.0,0.4741911568691357,0.33705525138628295,0.2877622101611172,0.2162128540194517,0.6561701025125661,0.018498933391525748,0.1747074941200732,0.09617399996308734,0.3640420893858929,0.7582201396833373,0.4355039186952484,0.49816567698994696,0.6169136617009733,0.3016768964945658,0.012418739707993648,0.012549888729714414,0.026097530898866118,0.013789691282504117
Whitestone,0.0,0.0,0.5106541493204082,0.5796214510614578,0.258904268990413,0.13536611982027347,0.6481793813952479,0.0051195501844655,0.2975771169540193,0.10193830924361381,0.23720178138461362,0.7227882805658098,0.5886185227650761,0.6277706753242892,0.4367007318677463,0.24546049242977197,0.008970439367174095,0.007875968523195194,0.01590807472961252,0.008979228921398403
Woodhaven,0.0,0.0,0.5085059992341265,0.25961069439282236,0.3714869475402233,0.6020511130645652,0.16114674864726172,0.0372732495294109,0.3363801044665827,0.12498647443387875,0.3785538943539374,0.8182604231146592,0.3969716210747508,0.8085477958628459,0.27184833300201766,0.09248056482963377,0.014208479118906065,0.0121071247380385,0.023156609449532836,0.0138119657252995
Woodside,0.0,0.0,0.3937958502276593,0.3693739573983745,0.3109481986448879,0.3807530758182516,0.23335686577468162,0.008753721307577,0.5553569829879518,0.08790997445057153,0.5291413723702432,0.7653224111766971,0.25085013912482157,0.6871318653654479,0.40818058917211153,0.17315181722601566,0.012403583929164188,0.01124373957679344,0.018061887801077193,0.012252748612665064
Annadale-Huguenot-Prince's Bay-Eltingville,0.0,0.0,0.5048105490169648,0.46853924306569517,0.2176189098992212,0.05087651402273995,0.9352886111393404,0.004659929123534579,0.044233997942035544,0.024162085647306406,0.19503655153619776,0.5604329409560839,0.6960368135965008,0.6586550056233214,0.3931226195081058,0.23261091516886878,0.0052487656754204234,0.007859674217474015,0.018771332162606347,0.008071313752208863
Arden Heights,0.0,0.0,0.4856925750322647,0.36633893748146545,0.25392450408654765,0.11668874932791556,0.8217005368000206,0.015531842293865873,0.09157202217776532,0.05591044811970458,0.20266270928709207,0.7106884736395952,0.6312323783028272,0.6590139788720564,0.4207061102270677,0.20825049853345365,0.003470855337705691,0.005502990635896154,0.014204402639984681,0.005687438792325377
Charleston-Richmond Valley-Tottenville,0.0,0.0,0.49517197710618177,0.29856568478098666,0.27876554170883505,0.08130122131723436,0.8707035858661972,0.009199742708211759,0.06802646964211338,0.08159662746147646,0.2181328833799508,0.6750495485112303,0.6275567097407972,0.6717789436908277,0.4341207632977433,0.17585304980020514,0.007555265640508735,0.012032314589045415,0.02533257946407188,0.01188363544175434
Grasmere-Arrochar-Ft. Wadsworth,0.0,0.0,0.6429103530319211,0.3726132615540024,0.361539501223581,0.14079321409282014,0.674499618807081,0.06526760796107331,0.1786133858193722,0.10392123480272197,0.3709581118341243,0.5618358574499999,0.5015929459035531,0.5972109290120805,0.4397522068431413,0.2927106018994497,0.009409953139019659,0.012110743346604412,0.029506809743207008,0.01290728361398269
Great Kills,0.0,0.0,0.5181986636613849,0.44221617381347006,0.3465733289669272,0.07113573990575212,0.8908910803699394,0.0013785125311521185,0.07777272172640827,0.03985110038720918,0.18598828311555116,0.6566403238659072,0.6698993828441417,0.6780127925745455,0.3627915586458908,0.2271574146021224,0.005137870630437406,0.006054427515133513,0.016854894746640845,0.006787766326169211
Grymes Hill-Clifton-Fox Hills,0.0,0.0,0.6364109099396775,0.2981898272894841,0.3919729057304092,0.29140674169457886,0.3013686688445734,0.33670900222672673,0.13537057739754074,0.14157940849230194,0.478659132618679,0.5233509482722137,0.39732000127969536,0.667557778019272,0.3388463618255831,0.2648609016560875,0.011630196953508675,0.016233944525900174,0.03831333742008933,0.01687557882322073
Mariner's Harbor-Arlington-Port Ivory-Graniteville,0.0,0.0,0.5846943758118512,0.25136179623975885,0.2624785251713539,0.3746377035759665,0.24035187223244647,0.33350422763926174,0.1425409861618217,0.07842883985337042,0.4598615892127125,0.7129051990379544,0.3468915447470775,0.7648105578594132,0.29491066659764054,0.14399166596944307,0.020020043065337084,0.02844518495112964,0.05697210397747451,0.028496126872105634
New Brighton-Silver Lake,0.0,0.0,0.37467214008378935,0.34592726475210306,0.32913166024657237,0.3068970673706136,0.574903372215425,0.10639745982652997,0.0649386334265963,0.08729263677024456,0.3441215785183993,0.4438633865335796,0.5754554693000071,0.6256018689557891,0.33237908370123603,0.33891635859140146,0.01291033542700664,0.01836621891465262,0.036403347549971245,0.018357972300766134
New Dorp-Midland Beach,0.0,0.0,0.5295254625312578,0.3991117667510057,0.23963053108452173,0.13531231657879883,0.8084068787987109,0.009845168306992018,0.10390910076487976,0.027691376813324637,0.3168450389072084,0.5916370592709922,0.5500556309160286,0.6965431322509243,0.3587741522216314,0.20037448076543057,0.011634308199271338,0.017288372015401742,0.034082834369818724,0.017100374610767306
New Springville-Bloomfield-Travis,0.0,0.0,0.5736025643139535,0.4547853698084224,0.28212608810892326,0.1336687831374428,0.6652918764316578,0.055764686509337455,0.21363431082188766,0.0979153963719835,0.289700285322074,0.6668672486171688,0.5517396028006133,0.701947030138791,0.32737195345724535,0.21862001167057316,0.00860326668741551,0.012144185059227559,0.024492995930283912,0.012199589186392919
Oakwood-Oakwood Beach,0.0,0.0,0.6962628846821732,0.5814072012012942,0.29675569406478264,0.11039420069891814,0.8669637991788368,0.02826409508634505,0.03005209252372541,0.03442229659398511,0.31867210021907266,0.5667776640159367,0.5573726052796144,0.6986611506688907,0.2978906424071288,0.24939353187365232,0.0057632031367736035,0.006329781052603271,0.017737514516607118,0.007230471862084539
Old Town-Dongan Hills-South Beach,0.0,0.0,0.5964304599783841,0.40203935065785124,0.27883480022851426,0.1549778850748903,0.7316802551386465,0.048208888554792856,0.11928597835507912,0.06888889387000491,0.3968925136869398,0.589903348910544,0.46247052285192347,0.7446278682626378,0.27781259872165565,0.19167124108357161,0.007388769989356808,0.008564612629273516,0.023008360884370603,0.009560997738689713
Port Richmond,0.0,0.0,0.4020072595075366,0.32232779049233584,0.20529584355532987,0.3774176915747128,0.42156431329643773,0.1671758206214298,0.08807543373081593,0.14170792909822627,0.4575145541638198,0.49676322142025164,0.43060720339224157,0.8112869480884263,0.2191697465566117,0.13341388175212315,0.02380918414203168,0.026293281592931247,0.05592359001789393,0.028314696422102117
