NTA,Pop_1E,MaleEN,FemEN,PopUnd18N,PopOv65N,HispN,NotHispN,WhiteN,BlackN,NativeN,AsianN,PacificN,OtherRace1N,OtherRace2N,HHPop,HHINC_U10N,HHINC_10t14N,HHINC_15t24N,HHINC_25t34N,HHINC_35t49N,HHINC_50t74N,HHINC_75t99N,HHINC_100t149N,HHINC_150t199N,HHINC_200plN,Pop16yrsOver,Labor_forceN,CivilianLF,CLF_UnemployedN,PopOver25,EduOtherN,EduBachelor,EduGradProf,GardenCounts,HasGarden,FELONY_norm,MISDEMEANOR_norm,VIOLATION_norm,TOTAL_CRIME_norm
Prospect Lefferts Gardens-Wingate,69363.0,0.4475584966048181,0.5524415033951818,0.2180701526750573,0.14086760953245964,0.10515692804521144,0.8948430719547886,0.14686504332280897,0.7016709196545708,0.0005766763259951272,0.02182719893891556,0.0011821864682900105,0.004353906261263209,0.0183671409829448,26590.0,0.10831139526137644,0.06607747273411056,0.11474238435502067,0.12042121098157202,0.13779616397141786,0.17585558480631816,0.11041745016923656,0.09977435125987212,0.03824746145167356,0.02835652500940203,55671.0,0.6409081927754127,35680.0,0.10420403587443948,47840.0,0.7270903010033445,0.16780936454849502,0.10510033444816054,3.0,1.0,0.07756296584634459,0.12779147384052014,0.0373253752000346,0.2426798148868993
Rugby-Remsen Village,55951.0,0.43631034297867777,0.5636896570213222,0.21327590212864828,0.1435899269003235,0.07000768529606262,0.9299923147039374,0.017604689817876357,0.8891887544458544,0.0017872781540991226,0.010866651176922664,0.0,0.002287716037246877,0.008257225071937945,20761.0,0.09696064736766052,0.060257213043687675,0.12870285631713307,0.1048119069408988,0.14257502047107554,0.18818939357449066,0.11868407109484128,0.10563074996387456,0.033187226048841584,0.021000915177496263,45536.0,0.6161498594518623,28038.0,0.09633354732862544,38231.0,0.7866391148544375,0.14367921320394444,0.06968167194161806,1.0,1.0,0.07236689245947346,0.1022144376329288,0.038909045414737886,0.21349037550714015
Seagate-Coney Island,29677.0,0.4473834956363514,0.5526165043636486,0.2346935337129764,0.19264076557603527,0.2620210937763251,0.7379789062236749,0.3105435185497186,0.2979074704316474,0.0030663476766519533,0.10540148936887153,0.0,0.00818815918051016,0.01287192101627523,10981.0,0.21819506420180312,0.1208450960750387,0.15144340224023314,0.09625717147800747,0.09989982697386393,0.1260358801566342,0.06483926782624533,0.07157818049357982,0.026044986795373832,0.02486112375922047,23598.0,0.4956775997965929,11697.0,0.1751731213131572,19796.0,0.7679329157405537,0.15235401091129522,0.07971307334815114,4.0,1.0,0.09330457930383801,0.1747818175691613,0.04636587256124272,0.314452269434242
Sheepshead Bay-Gerritsen Beach-Manhattan Beach,66293.0,0.47544989667084,0.52455010332916,0.1886926221471347,0.19149834824189585,0.08762614454014753,0.9123738554598524,0.6553482268112772,0.07151584631861584,0.0025191196657263965,0.17007828880877318,0.0012067639117252199,0.0007391428959316971,0.010966467047802936,26198.0,0.09474005649286203,0.07034888159401481,0.10325215665317963,0.09870982517749446,0.10836705091991757,0.15306511947476906,0.11653561340560348,0.1485991297045576,0.05446980685548515,0.051912359722116184,55175.0,0.5973357498867241,32922.0,0.09768543830872972,48693.0,0.5953627831515823,0.25034399194956153,0.1542932248988561,0.0,0.0,0.04306638709969378,0.06961519315764862,0.01974567450560391,0.1324272547629463
Starrett City,12388.0,0.39304165321278656,0.6069583467872134,0.17864061995479494,0.2911688731030029,0.17823700355182434,0.8217629964481756,0.2227155311591863,0.5502098805295447,0.009444623829512432,0.024701323861801745,0.0,0.0,0.01469163706813045,6408.0,0.16604244694132336,0.1963171036204744,0.1420099875156055,0.09519350811485644,0.1527777777777778,0.15933208489388265,0.039950062421972535,0.034644194756554315,0.003745318352059925,0.009987515605493134,10433.0,0.4629540879900316,4830.0,0.10393374741200828,9312.0,0.8109965635738832,0.11200601374570447,0.07699742268041238,0.0,0.0,0.03503390377784953,0.05093639005489183,0.014288020665159832,0.1002583144979012
Stuyvesant Heights,67371.0,0.4619495034955693,0.5380504965044307,0.2250226358522213,0.11117543156551038,0.17981030413679475,0.8201896958632052,0.09665879978032092,0.6684626916625848,0.002449124994433807,0.033590120378204275,0.0,0.0025975568122782802,0.016431402235383176,25486.0,0.15714509927018755,0.08636113944910931,0.10225221690339796,0.10476339951345837,0.11947736011928115,0.1460409636663266,0.09601349760652908,0.11418033430118495,0.036019775563054225,0.03774621360747077,54071.0,0.6230696676591888,33660.0,0.13155080213903744,44592.0,0.7298842841765342,0.17624237531395767,0.09387334050950844,20.0,1.0,0.08969734752341511,0.1397633996823559,0.041516379451099136,0.2709771266568702
Sunset Park East,71850.0,0.5055114822546973,0.4944885177453027,0.2615866388308977,0.08090466249130132,0.3187334725121781,0.6812665274878219,0.12677800974251913,0.01454418928322895,0.0003061934585942937,0.5280167014613779,0.00019485038274182325,0.002867084203201113,0.008559498956158663,19923.0,0.08387291070621894,0.08688450534558048,0.1630778497214275,0.1198112734026,0.15881142398233195,0.16101992671786378,0.11127842192440897,0.0755910254479747,0.029764593685689907,0.00988806906590373,54699.0,0.6452951607890455,35277.0,0.08101595940697905,46569.0,0.8503725654405291,0.1002168824754665,0.04941055208400438,0.0,0.0,0.04090466249130132,0.06335421016005567,0.015017397355601947,0.11927627000695895
Sunset Park West,57377.0,0.5301775972950834,0.4698224027049166,0.2253864789026962,0.0886243616780243,0.6360388308904265,0.3639611691095736,0.1696672882862471,0.031667741429492656,0.0022482876413894067,0.14721926904508775,0.0002962859682451156,0.001969430259511651,0.01089286647959984,16754.0,0.09203772233496478,0.05926942819625164,0.13322191715411244,0.10546735108033904,0.13220723409335086,0.17172018622418528,0.09830488241613942,0.11991166288647488,0.03855795630894115,0.04930165930524054,45626.0,0.6472406084250208,29531.0,0.08770444617520573,38812.0,0.7626764918066578,0.1431516025971349,0.09417190559620736,0.0,0.0,0.05753176359865453,0.11799152970702545,0.02574202206459034,0.20126531537027031
West Brighton,15754.0,0.4407134695950235,0.5592865304049766,0.09140535736955692,0.35286276501206043,0.02723117938301384,0.972768820616986,0.9477592992255937,0.011235241843341374,0.0,0.009457915450044431,0.000507807540941983,0.0,0.003808556557064872,8132.0,0.14166256763403834,0.10550909985243484,0.1249385145105755,0.06628135759960649,0.13194786030496802,0.15654205607476634,0.11042793900639447,0.10366453516969996,0.04008853910477128,0.01893753074274471,14457.0,0.5402919001175901,7801.0,0.08870657607998975,13594.0,0.4905105193467706,0.2865234662351037,0.22296601441812566,0.0,0.0,0.09635648089374127,0.16960771867462232,0.03262663450552241,0.298590834073886
Williamsburg,33767.0,0.5134006574466194,0.4865993425533805,0.4793141232564338,0.07572482009062102,0.08138123019516096,0.918618769804839,0.8746113068972665,0.03666301418544733,0.0005922942517842863,0.0033760772351704325,0.0003257618384813575,0.0,0.0030503153966890753,8315.0,0.15971136500300662,0.17233914612146722,0.19747444377630788,0.13096812988574866,0.0920024052916416,0.1031870114251353,0.06289837642814193,0.03908598917618762,0.014431749849669271,0.027901383042693927,18882.0,0.482681919288211,9114.0,0.044107965766951945,14001.0,0.9185772444825371,0.047568030854938936,0.033854724662524115,1.0,1.0,0.016258477211478658,0.03305001924956318,0.009239790327834868,0.05854828678887671
Windsor Terrace,22031.0,0.4636194453270392,0.5363805546729609,0.2159230175661568,0.11760700830647725,0.13077027824429213,0.8692297217557079,0.6749580137079569,0.04788706822205074,0.00040851527393218653,0.11710771186056013,0.0,0.00553765149108075,0.02333076120012709,9135.0,0.057909140667761365,0.03119868637110016,0.059113300492610835,0.046305418719211816,0.07794198139025725,0.14187192118226602,0.13201970443349753,0.2174055829228243,0.08779419813902573,0.148440065681445,17522.0,0.7366168245634058,12896.0,0.04226116625310174,16061.0,0.352717763526555,0.3321088350663097,0.3151734014071353,1.0,1.0,0.01933638963279016,0.030910989060868775,0.010666787708229312,0.06091416640188825
Battery Park City-Lower Manhattan,45737.0,0.485689922819599,0.514310077180401,0.14931018650108227,0.05979841266370772,0.08658197957889674,0.9134180204211032,0.6480967269388023,0.024050549883026868,0.0008964295865491834,0.21179788792443754,0.0001311848175437829,0.0049850230666637525,0.023460218204079848,22074.0,0.06106731901784905,0.018392679170064333,0.034203134909848686,0.02206215457098849,0.0392316752740781,0.08593820784633506,0.09513454743136722,0.20041677992208026,0.1127117876234484,0.3308417142339404,39203.0,0.8070810907328521,31635.0,0.03802750118539592,33950.0,0.15381443298969072,0.455699558173785,0.3904860088365243,1.0,1.0,0.052823753197629934,0.14030216236307586,0.023810044384196604,0.2169359599449024
Central Harlem North-Polo Grounds,85872.0,0.4644354387926216,0.5355645612073784,0.22004844419601266,0.095933482392398,0.2592696105831936,0.7407303894168064,0.0904835103409726,0.5981227874045091,0.004064188559716788,0.02032094279858394,0.0009432643935159306,0.00228246692752003,0.02451322899198808,34755.0,0.15922888792979428,0.09074953244137536,0.13244137534167744,0.11086174651129334,0.11704790677600345,0.15554596460940873,0.0870953819594303,0.08559919436052367,0.02681628542655733,0.034613724643936125,68603.0,0.6414442517091089,43984.0,0.14507548199345216,57680.0,0.689008321775312,0.1832004160887656,0.12779126213592232,16.0,1.0,0.06389742873113471,0.14867477175330726,0.03380613005403391,0.2463783305384759
Central Harlem South,50095.0,0.4715839904182054,0.5284160095817946,0.207226270086835,0.08877133446451743,0.19642678910070865,0.8035732108992913,0.1991017067571614,0.5234254915660246,0.000938217386964767,0.05232059087733307,0.0,0.0029943108094620217,0.024792893502345544,19505.0,0.14288643937451934,0.07633940015380672,0.07372468597795437,0.07331453473468341,0.10797231479107923,0.14944885926685464,0.09146372724942324,0.12401948218405535,0.07234042553191489,0.08849013073570879,40518.0,0.6464781084949899,26165.0,0.07403019300592395,35200.0,0.5582386363636364,0.2288068181818182,0.21295454545454545,11.0,1.0,0.08342149915161194,0.19756462720830426,0.03804770935223077,0.3190338357121469
Chinatown,44898.0,0.5228963428215065,0.4771036571784935,0.12114125350795135,0.16974030023609069,0.1470889571918571,0.8529110428081429,0.17744665686667555,0.0549467682302107,0.0008909082809924716,0.5865740122054435,0.00017818165619849435,0.007216357076039022,0.02565815849258319,18191.0,0.14105876532351164,0.11049420042878348,0.13831015337254687,0.08317299763619372,0.09807047441042274,0.1345170688802155,0.0962014182837667,0.092903083942609,0.037216205816062886,0.06805563190588752,40184.0,0.5907077443758709,23737.0,0.08240299953658843,35477.0,0.6576091552273304,0.2395072864109141,0.1028835583617555,5.0,1.0,0.077041293598824,0.16105394449641408,0.02585861285580649,0.26395385095104457
Clinton,44293.0,0.5520285372406475,0.4479714627593525,0.058496827941209674,0.11342650080148105,0.1938906825006209,0.8061093174993791,0.56214300228027,0.056668096538956485,0.0018061544713611633,0.15844490100015804,0.0002709231707041745,0.008127695121125234,0.01864854491680401,26448.0,0.07267090139140955,0.03799909255898366,0.06987295825771325,0.09063067150635208,0.0749395039322444,0.12254234724742892,0.11445099818511795,0.1587265577737447,0.09081972171808833,0.16734724742891713,41934.0,0.7775313588019268,32605.0,0.05894801410826561,37316.0,0.2885089505841998,0.42877050058955946,0.2827205488262408,5.0,1.0,0.12132842661368612,0.2316618878829612,0.043302553450883886,0.3962928679475312
East Harlem North,61031.0,0.4586030050302306,0.5413969949697695,0.2387475217512412,0.11520374891448608,0.4784453802166112,0.5215546197833888,0.08497321033573102,0.3583916370369157,0.00034408743097769984,0.05467713129393259,0.0002621618521734856,0.008323638806508169,0.014582753027150137,23913.0,0.2105131100238364,0.12139840254255008,0.13979843599715636,0.10722201313093296,0.11868021578221052,0.12880023418224396,0.06348011541839167,0.05787646886630704,0.03052732823150588,0.021703675824865137,48298.0,0.5336452855190691,25757.0,0.09488682688201264,39697.0,0.7382421845479508,0.15930674862080255,0.10245106683124668,24.0,1.0,0.09863839688027397,0.27694122658976583,0.04591109436188167,0.4214907178319215
East Harlem South,59777.0,0.4581528012446259,0.5418471987553741,0.18642621744149088,0.128611338809241,0.4328253341586229,0.5671746658413771,0.21744149087441655,0.2292855111497733,0.0,0.0979139133780551,0.0012044766381718722,0.0063736888769928245,0.014955584923967412,24057.0,0.16020285156087624,0.10828449100054037,0.12707320114727522,0.09261337656399384,0.10117637278131106,0.13339152845325686,0.09473334164692188,0.08442449183189922,0.028723448476534894,0.06937689653739036,49982.0,0.5828098115321516,29120.0,0.11260302197802198,41724.0,0.6037292685265075,0.22965199884958296,0.1666187326239095,16.0,1.0,0.05813272663398966,0.13771182896431738,0.027736420362346723,0.22358097596065374
East Village,43022.0,0.5076704941657757,0.4923295058342244,0.051206359536981085,0.0941843707870392,0.10859560225001162,0.8914043977499884,0.6791409046534331,0.05043931012040352,0.0010924643205801683,0.13846404165310772,0.0008600251034354518,0.0010692203988656966,0.02033843150016271,22352.0,0.10947566213314244,0.034940944881889764,0.08773264137437366,0.07605583392984967,0.07874015748031496,0.11815497494631352,0.11560486757337153,0.15730136005726558,0.08522727272727272,0.13676628489620615,41068.0,0.6956267653647609,28568.0,0.054536544385326235,32756.0,0.2942361704725852,0.437629747221883,0.2681340823055318,13.0,1.0,0.08044721305378644,0.12942215610617824,0.019013527962437826,0.2288828971224025
Gramercy,27886.0,0.44861220684214304,0.551387793157857,0.0607473284085204,0.1115613569533099,0.07498386287025748,0.9250161371297424,0.7101771498242846,0.03937459657175644,0.006239690167108944,0.1435128738435057,0.0,0.0024743598938535465,0.023237466829233302,14167.0,0.0467283122750053,0.021105385755629282,0.053081103974024144,0.037269711300910564,0.03903437566174914,0.1111738547328298,0.123032399237665,0.1868426625255876,0.11646784781534553,0.2652643467212536,26343.0,0.7522681547280112,19766.0,0.059091369017504815,20898.0,0.1876734615752704,0.452866302995502,0.3594602354292277,0.0,0.0,0.07853403141361258,0.12597719285663056,0.021516172990030842,0.226027397260274
Hamilton Heights,52508.0,0.5075226632132247,0.4924773367867754,0.1755161118305782,0.10373657347451816,0.4580825778928925,0.5419174221071075,0.1668126761636322,0.29565018663822656,0.0009903252837662833,0.035480307762626645,0.0,0.0021901424544831264,0.040793783804372666,19226.0,0.13601373140538853,0.05659003432851348,0.1001248309580776,0.12670342244876728,0.11312805575782794,0.18599812753562886,0.1075626755435348,0.0922188702798294,0.048944138146260266,0.03271611359617185,44399.0,0.6984166310052028,31009.0,0.09523041697571673,37497.0,0.6636530922473798,0.19060191481985225,0.14574499293276796,11.0,1.0,0.06515197684162413,0.15835682181762778,0.03875599908585359,0.2622647977451055
Hudson Yards-Chelsea-Flat Iron-Union Square,77205.0,0.5201735638883492,0.4798264361116508,0.1039829026617447,0.11547179586814325,0.14037950909915162,0.8596204909008484,0.6314487403665565,0.05736675085810505,0.0006605789780454634,0.14379897675021047,0.0,0.004520432614467975,0.02182501133346286,42124.0,0.06941411072072927,0.03511062577153167,0.05538410407368721,0.044202829740765365,0.0735447725762036,0.10433482100465293,0.08325420188016333,0.15969518564238913,0.09965815212230557,0.27540119646757194,69699.0,0.7731818247033674,53890.0,0.05071441825941733,62879.0,0.25579287202404616,0.39827287329633104,0.34593425467962274,0.0,0.0,0.0,0.0,0.0,0.0
Lenox Hill-Roosevelt Island,82051.0,0.44372402530133703,0.5562759746986631,0.14595800173063095,0.1662868216109493,0.09033406052333304,0.9096659394766671,0.7199059121765731,0.03896357143727682,0.004021888825242837,0.11955978598676432,0.0009384407258899953,0.0004996892176816858,0.02577665110723818,43924.0,0.05045077861761224,0.028936344595209912,0.04475912940533649,0.0502003460522721,0.06754849285128857,0.13211456151534468,0.10429378016574084,0.15479009197705124,0.0935934796466624,0.27331299517348145,71047.0,0.7303334412431207,51868.0,0.03572530269144752,66066.0,0.21688917143462602,0.3814064723155632,0.4017043562498108,1.0,1.0,0.02126726060620833,0.03541699674592631,0.0069468988799649,0.06363115623209954
Lincoln Square,59691.0,0.4587458745874588,0.5412541254125413,0.13735739056139115,0.1800438927141445,0.1006851954230956,0.8993148045769044,0.7200750531905983,0.03439379470942018,0.0007203766061885376,0.11946524601698748,8.376472164982996e-05,0.003853177195892178,0.02072339213616793,32655.0,0.05698974123411424,0.020854386770785483,0.0622875516766192,0.0418312662685653,0.048200888072270714,0.1077017302097688,0.08559179298729137,0.14741999693768182,0.12503445107946715,0.3040881947634359,51778.0,0.7123488740391672,36884.0,0.049967465567725834,48199.0,0.1951907715927716,0.3123301313305255,0.4924790970767029,0.0,0.0,0.03963746628469954,0.0908344641570756,0.01965120369905011,0.15012313414082526
Lower East Side,72789.0,0.4529118410748877,0.5470881589251123,0.15422660017310308,0.17946392998942148,0.3957328717251233,0.6042671282748767,0.2197584799901084,0.1100028850513127,0.002665237879349902,0.24167113162703155,0.0005632719229553916,0.010633474838231051,0.018972646965887702,32016.0,0.16857196401799102,0.1315592203898051,0.14064842578710646,0.09495252373813093,0.09788855572213892,0.12153298350824587,0.05244252873563218,0.097263868065967,0.034920039980010004,0.06021989005497251,63080.0,0.5256816740646798,33074.0,0.09022192658886134,55258.0,0.6562307720149119,0.2335770386188425,0.1101921893662456,26.0,1.0,0.051381390045199135,0.11787495363310392,0.03203780791053593,0.20129415158883895
Manhattanville,23666.0,0.4547874588016564,0.5452125411983436,0.18203329671258345,0.11028479675483817,0.5654102932476971,0.4345897067523029,0.09959435477055692,0.2719090678610665,0.0,0.03988844756190315,0.0005915659596044959,0.0004648018254035325,0.02214146877376828,8241.0,0.2125955587914088,0.11940298507462685,0.09112971726732193,0.12365004247057396,0.1564130566678801,0.10374954495813617,0.08057274602596773,0.06673947336488291,0.032398980706224975,0.01334789467297658,20103.0,0.5835447445654878,11731.0,0.0867786207484443,15681.0,0.7003379886486831,0.16593329507046745,0.13372871628084942,0.0,0.0,0.0779599425335925,0.19428716301867655,0.040015211696104114,0.3122623172483732
Marble Hill-Inwood,52681.0,0.4784647216263928,0.5215352783736071,0.21241054649683944,0.11748068563618763,0.7344013970881342,0.26559860291186577,0.15882386439133653,0.07509348721550464,1.898217573698297e-05,0.016438564188227256,0.0005504830963725064,0.0022968432641749395,0.0123763785805129,19057.0,0.11554809256441202,0.07325392244319673,0.16120060870021513,0.10814923650102323,0.1106679960119641,0.1437267145930629,0.13732486750275488,0.09193472214934144,0.029962743348900662,0.028231096185128826,43004.0,0.6606594735373453,28361.0,0.12266845315750502,35991.0,0.7078714122975188,0.17026478841932705,0.12186379928315412,2.0,1.0,0.041589947039729694,0.07249292913953798,0.014369507032896113,0.1284523832121638
Midtown-Midtown South,27811.0,0.483837330552659,0.516162669447341,0.07069145302218546,0.1507676818525044,0.08295278846499586,0.917047211535004,0.6236381287979577,0.041278630757613885,0.002696774657509619,0.21678472546833988,0.0009348818812700011,0.007515012045593471,0.024199057926719645,15507.0,0.09402205455600696,0.046624105242793576,0.05855420132843232,0.0375314374153608,0.06571225897981557,0.07454697878377507,0.0713871154962275,0.1485135745147353,0.0986006319726575,0.3045076417101954,26120.0,0.6911944869831547,18048.0,0.052083333333333336,21880.0,0.2171389396709324,0.3786563071297989,0.4042047531992688,0.0,0.0,0.5152997015569379,0.8311819064398979,0.09744345762468087,1.4439250656215166
Morningside Heights,53707.0,0.4465898300035377,0.5534101699964623,0.1284376338279926,0.12622190775876516,0.2197665108831251,0.7802334891168748,0.4836985867763979,0.11106559666337723,0.0017874764928221649,0.14942186307185282,0.0005027277636062338,0.01124620626733945,0.022511032081479136,19319.0,0.16382835550494332,0.061028003519850924,0.08975619856100213,0.0695688182618148,0.05388477664475387,0.1186396811429163,0.1002122263057094,0.11636213054505927,0.07350276929447694,0.15321704021947305,47336.0,0.5117880682778435,24206.0,0.06816491778897794,33214.0,0.3435900523875474,0.2703077015716264,0.38610224604082616,3.0,1.0,0.044631053680153424,0.08432792745824566,0.01964362187424358,0.14860260301264264
Murray Hill-Kips Bay,47774.0,0.4628458994432118,0.5371541005567882,0.09590990915560764,0.14800937748566165,0.11989785238832837,0.8801021476116716,0.6128856700297233,0.04178004772470381,0.0004814334156654247,0.1914221124461004,0.0,0.0038933311005986525,0.029639552894880062,26059.0,0.06377834913081852,0.04029318085882037,0.04731570666564335,0.043862005449173035,0.07889788556736636,0.14033539276257725,0.10326566637246247,0.16865574273763384,0.11193829387159906,0.2016577765839057,43655.0,0.7139159317374871,31166.0,0.03949817108387345,38371.0,0.26162987672982196,0.4226368872325454,0.3157332360376326,0.0,0.0,0.04803868212835433,0.06857286390086657,0.014945367773265791,0.1315569138024867
SoHo-TriBeCa-Civic Center-Little Italy,42979.0,0.4971963051722935,0.5028036948277066,0.1531445589706601,0.11549826659531401,0.06605551548430627,0.9339444845156936,0.6526443146653017,0.023802322064263942,0.0010004886107168617,0.21594266967588824,0.0,0.002908397124176924,0.0376462923753461,19700.0,0.05964467005076143,0.028121827411167512,0.06426395939086295,0.03720812182741117,0.06208121827411168,0.09736040609137056,0.07644670050761421,0.13903553299492385,0.08060913705583758,0.3552284263959391,36989.0,0.720484468355457,26650.0,0.04206378986866792,32360.0,0.253831891223733,0.41795426452410384,0.3282138442521632,0.0,0.0,0.12890016054352124,0.28474371204541754,0.036529467879662166,0.45017334046860097
Stuyvesant Town-Cooper Village,21462.0,0.3993104090951449,0.6006895909048551,0.10343863572826392,0.1729568539744665,0.08284409654272668,0.9171559034572732,0.7396328394371448,0.033920417482061316,0.0,0.11443481502189914,0.0,0.0030752026838132512,0.02609262883235486,10480.0,0.07242366412213741,0.041125954198473286,0.027099236641221373,0.0375,0.08158396946564886,0.095706106870229,0.16269083969465647,0.20963740458015268,0.10238549618320612,0.1698473282442748,19278.0,0.7162050005187259,13790.0,0.02625090645395214,16285.0,0.1830518882407123,0.3904206324838809,0.4265274792754068,0.0,0.0,0.00806075854999534,0.009598359891901966,0.002655856863293263,0.02031497530519057
Turtle Bay-East Midtown,49628.0,0.459921818328363,0.540078181671637,0.08460949464012253,0.22940678649149676,0.06462077859272991,0.93537922140727,0.7439147255581526,0.018477472394615942,0.000906746191665995,0.15249455952285002,0.00012089949222213266,0.0026799387442572736,0.016784879503506087,28991.0,0.04428960711945086,0.01690179710944776,0.04811838156669311,0.029836845917698595,0.0685385119519851,0.11210375633817392,0.10610189369114552,0.17005277499913765,0.10948225311303507,0.2945741781932324,45690.0,0.751214707813526,34296.0,0.029974341031024025,42565.0,0.18479971807823328,0.4299306942323505,0.38526958768941616,0.0,0.0,0.056883211090513426,0.08589908922382526,0.01666398001128395,0.15944628032562266
Upper East Side-Carnegie Hill,58593.0,0.4405987063301077,0.5594012936698923,0.17095898827504993,0.27827556192719266,0.07048623555714846,0.9295137644428516,0.8363627054426297,0.010274264843923336,0.00022186950659635108,0.061406652671820876,0.0,0.0025258989981738434,0.018722372979707472,28854.0,0.04266306231371734,0.01098634504748042,0.0333056075414154,0.037152561170028416,0.04096485755874402,0.08834130449850974,0.09953559298537464,0.13550980799889098,0.09970887918486172,0.41183198170097735,49438.0,0.6336219102714511,31325.0,0.033711093375897845,46382.0,0.15501703246949247,0.36865594411625197,0.4763270234142555,0.0,0.0,0.06613417985083543,0.09683750618674586,0.012015087126448552,0.17498677316402986
Upper West Side,134019.0,0.4498541251613577,0.5501458748386423,0.15848499093412127,0.18933882509196456,0.16390213327960962,0.8360978667203904,0.6579664077481551,0.0720420238921347,0.0005372372574038008,0.07914549429558496,0.0,0.0032010386586976474,0.02320566486841418,65676.0,0.07014739021864913,0.04089774042268104,0.0606918813569645,0.05374870576770814,0.06347828735002131,0.118688714294415,0.09492051891101773,0.14813630549972592,0.09886412083561727,0.2504263353432,114942.0,0.6943153938508118,79806.0,0.054457058366538864,106918.0,0.26626947754353797,0.3235002525299762,0.4102302699264857,4.0,1.0,0.039375013990553584,0.0808765921249972,0.02161633798192793,0.14186794409747872
Washington Heights North,73523.0,0.4898603158195395,0.5101396841804605,0.17061327747779606,0.13712715748813298,0.643472110768059,0.356527889231941,0.2594970281408539,0.052935816003155466,0.00029922609251526735,0.027583205255498282,0.0,0.002176189763747399,0.014036423976170722,25848.0,0.10948622717424944,0.05365985762921696,0.12515475085112968,0.08886567626121944,0.1337821108016094,0.16778861033735684,0.12209842154131847,0.11285205818632002,0.04418136799752399,0.04213091922005571,62317.0,0.6640082160566138,41371.0,0.10565371878852337,52932.0,0.6144865109952392,0.22141615657825134,0.16409733242650948,4.0,1.0,0.03870897542265685,0.06159977150007481,0.01531493546237232,0.11562368238510398
Washington Heights South,92476.0,0.4988645702668801,0.50113542973312,0.16453998875383882,0.11997707513300747,0.7286755482503569,0.27132445174964315,0.124097063021757,0.09989618928154333,0.0004325446602361694,0.032473290367230415,0.0007136986893896795,0.0032765258012889837,0.010435139928197586,29295.0,0.1389656938044035,0.08844512715480457,0.12121522444103087,0.10776583034647552,0.10916538658474144,0.18388803550093874,0.08704557091653865,0.10766342379245604,0.032735961768219836,0.023109745690390853,79005.0,0.6459338016581229,51032.0,0.1298401003292052,67159.0,0.7120266829464406,0.1876442472341756,0.10032906981938383,6.0,1.0,0.04326527964012284,0.08130758250789394,0.016999005147281455,0.14157186729529825
West Village,66772.0,0.4977086203797999,0.5022913796202001,0.08233990295333374,0.1475019469238603,0.06038459234409632,0.9396154076559036,0.8036302641825915,0.02005331576109746,0.00211166357155694,0.0859791529383574,0.00023962139819085843,0.004837356975977955,0.022764032828131556,36906.0,0.04316371321736303,0.018912913889340487,0.045250094835528096,0.04833902346501924,0.07107245434346719,0.1174876713813472,0.09134016149135643,0.15019238064271392,0.12371972037067144,0.290521866363193,61658.0,0.7275454928800804,44844.0,0.04515654268129515,54643.0,0.15604926523067916,0.4438262906502205,0.4001244441191004,2.0,1.0,0.10094051398789912,0.1532977894926017,0.01943928592823339,0.2736775894087342
Yorkville,81278.0,0.4302271217303576,0.5697728782696425,0.12913703585226013,0.16774526932257192,0.10338591008637024,0.8966140899136298,0.7459337089987449,0.030684810157730263,0.0004306208322055169,0.08923693988533182,0.0016486626147296929,0.0017224833288220676,0.02695686409606536,44045.0,0.04263821092064934,0.033715518220002266,0.06852083096832785,0.03559995459189465,0.07433306845271881,0.1308888636621637,0.11767510500624362,0.1825178794414803,0.0969690089681008,0.21714155976841867,71542.0,0.7509295239160214,53661.0,0.04176217364566445,66968.0,0.2106827141321228,0.4350734679249791,0.3542438179428981,0.0,0.0,0.01959939959152538,0.02931912694702133,0.006865326410590812,0.055783852949137534
Astoria,77252.0,0.4865634546678403,0.5134365453321597,0.1266374980583027,0.12750478952001246,0.26908041215761397,0.7309195878423859,0.4991844871330192,0.03715114171801377,0.0006342877854295034,0.16583389426810954,0.0006860663801584425,0.004957800445295915,0.02247191011235955,34325.0,0.07411507647487255,0.048332119446467585,0.09430444282592862,0.08582665695557172,0.1243699927166788,0.17995630007283325,0.1382665695557174,0.14954115076474872,0.06374362709395484,0.041544064093226515,68317.0,0.7248415474918395,49519.0,0.06926634221208021,61188.0,0.5291070144472773,0.3000751781395045,0.17081780741321828,1.0,1.0,0.051804484026303534,0.10461865064982136,0.028620618236421064,0.185043752912546
Auburndale,20609.0,0.4940074724634868,0.5059925275365131,0.18593818234751808,0.16953758066863991,0.13256344315590274,0.8674365568440973,0.3678975205007521,0.010383812897277888,0.001601242175748459,0.4613033140860789,0.0,0.002717259449754961,0.02353340773448493,6937.0,0.038489260487242334,0.03243477007351881,0.05694104079573304,0.07222142136370187,0.1003315554274182,0.2006631108548364,0.14458699726106386,0.17039065878621884,0.10681850944212196,0.07712267550814474,17073.0,0.6278919932056464,10720.0,0.05988805970149254,15457.0,0.629747040175972,0.212589765154946,0.15766319466908196,0.0,0.0,0.027027027027027032,0.03459653549420156,0.0125188024649425,0.07414236498617109
